GeneID	GeneName	Family_SubFamily	Protein_class	GO_MF	GO_BP	GO_CC	Chromosome	Gene_Start	Gene_End	Best_P_Value	N_sig_SNPs	Max_r2	N_Phenotypes	Phenotypes
SORBI_3010G215600	Homogentisate phytyltransferase	HOMOGENTISATE PHYTYLTRANSFERASE 1, CHLOROPLASTIC (PTHR43009:SF6)	transferase(PC00220)	prenyltransferase activity(GO:0004659);transferase activity, transferring alkyl or aryl (other than methyl) groups(GO:0016765)	vitamin E biosynthetic process(GO:0010189)	chloroplast(GO:0009507);membrane(GO:0016020)	10	55841949	55848293	9.008973e-12	4	0.455139	1	FA
SORBI_3010G216500	F-box domain-containing protein	OS06G0659700 PROTEIN (PTHR44259:SF113)					10	55966647	55968029	9.008973e-12	10	0.691728	1	FA
SORBI_3010G217200	UBC core domain-containing protein	UBIQUITIN-CONJUGATING ENZYME E2 S (PTHR24068:SF126)	ubiquitin-protein ligase(PC00234)	ATP binding(GO:0005524);ubiquitin conjugating enzyme activity(GO:0061631)	protein polyubiquitination(GO:0000209)		10	56020583	56024739	9.008973e-12	1	0.413356	1	FA
SORBI_3010G217400	Protein kinase domain-containing protein	PROTEIN KINASE DOMAIN-CONTAINING PROTEIN (PTHR48007:SF70)	transmembrane signal receptor(PC00197)	protein kinase activity(GO:0004672);ATP binding(GO:0005524)		plasma membrane(GO:0005886);plasmodesma(GO:0009506);membrane(GO:0016020)	10	56029460	56037659	9.008973e-12	1	0.786881	1	FA
SORBI_3010G217466	Uncharacterized protein						10	56037103	56040185	9.008973e-12	1	1	1	FA
SORBI_3008G078700	Uncharacterized protein						8	12375934	12377359	1.515462e-11	1	0.758113	1	Cer
SORBI_3008G078800	Obtusifoliol 14-alpha demethylase	OS02G0113200 PROTEIN (PTHR24286:SF244)	oxygenase(PC00177)	monooxygenase activity(GO:0004497);iron ion binding(GO:0005506);sterol 14-demethylase activity(GO:0008398);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);heme binding(GO:0020037)		membrane(GO:0016020)	8	12396098	12404584	1.515462e-11	1	0.767995	1	Cer
SORBI_3008G078900	Enoyl reductase (ER) domain-containing protein	OS12G0226400 PROTEIN (PTHR43205:SF75)	reductase(PC00198)	oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor(GO:0016628)			8	12535534	12539809	1.515462e-11	1	0.86991	1	Cer
SORBI_3008G078966	Uncharacterized protein						8	12547715	12550076	1.515462e-11	1	0.877889	1	Cer
SORBI_3008G079032	Uncharacterized protein						8	12582386	12584652	1.515462e-11	1	1	1	Cer
SORBI_3008G079100	Secreted protein						8	12589386	12592726	1.515462e-11	1	0.893402	1	Cer
SORBI_3008G079200	EF-hand domain-containing protein	CALMODULIN-LIKE PROTEIN 3 (PTHR10891:SF802)	calmodulin-related(PC00061)	calcium ion binding(GO:0005509)			8	12595330	12596870	1.515462e-11	1	0.565998	1	Cer
SORBI_3008G079300	glutathione transferase	GLUTATHIONE TRANSFERASE (PTHR43900:SF35)	transferase(PC00220)	glutathione transferase activity(GO:0004364)	glutathione metabolic process(GO:0006749);response to herbicide(GO:0009635)		8	12629311	12631033	1.515462e-11	1	0.680638	1	Cer
SORBI_3010G213900	Protein kinase domain-containing protein	OS06G0654600 PROTEIN (PTHR27001:SF178)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);ATP binding(GO:0005524)			10	55680090	55682020	1.618861e-11	5	0.41533	1	FA
SORBI_3010G214150	Uncharacterized protein						10	55717741	55718406	1.618861e-11	10	1	1	FA
SORBI_3010G214200	F-box domain-containing protein	F-BOX PROTEIN AFR (PTHR24414:SF31)	non-motor actin binding protein(PC00165)				10	55719173	55720354	1.618861e-11	10	0.962394	1	FA
SORBI_3010G214300	Uncharacterized protein						10	55733861	55734766	1.618861e-11	10	1	1	FA
SORBI_3010G214400	Uncharacterized protein						10	55737595	55739273	1.618861e-11	7	0.555985	1	FA
SORBI_3010G214800	CASP-like protein 2C1	CASP-LIKE PROTEIN 2C2 (PTHR11615:SF241)	dehydrogenase(PC00092)			plasma membrane(GO:0005886)	10	55772570	55777022	1.618861e-11	10	0.712613	1	FA
SORBI_3010G214900	4-coumarate--CoA ligase	AMP-BINDING DOMAIN-CONTAINING PROTEIN-RELATED (PTHR24096:SF149)	ligase(PC00142)	4-coumarate-CoA ligase activity(GO:0016207);trans-cinnamate-CoA ligase activity(GO:0106290)	phenylpropanoid metabolic process(GO:0009698);lignin biosynthetic process(GO:0009809);response to aluminum ion(GO:0010044)		10	55777184	55784716	1.618861e-11	10	0.749571	1	FA
SORBI_3010G214950	BRX domain-containing protein						10	55780234	55780675	1.618861e-11	10	0.712613	1	FA
SORBI_3006G216800	Peroxisomal ATPase PEX6	PEROXISOMAL ATPASE PEX6 (PTHR23077:SF9)	primary active transporter(PC00068)	ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887)	protein unfolding(GO:0043335)	peroxisomal membrane(GO:0005778);cytosol(GO:0005829);membrane(GO:0016020)	6	56456307	56462044	3.812125e-11	1	0.468233	1	FA
SORBI_3006G218200	PIR2-like helical domain-containing protein	PIR2-LIKE HELICAL DOMAIN-CONTAINING PROTEIN (PTHR33120:SF44)					6	56548232	56551684	3.812125e-11	1	0.431683	1	FA
SORBI_3006G219200	Ubiquitin-like domain-containing protein	OS04G0619900 PROTEIN (PTHR12329:SF17)	chaperone(PC00072)	adenyl-nucleotide exchange factor activity(GO:0000774);protein-folding chaperone binding(GO:0051087)	protein stabilization(GO:0050821)	cytoplasm(GO:0005737)	6	56632684	56637583	3.812125e-11	3	0.743124	1	FA
SORBI_3006G219300	Uncharacterized protein	MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN LETHAL(2)03659 (PTHR24223:SF456)	ATP-binding cassette (ABC) transporter(PC00003)	ATP binding(GO:0005524);ABC-type xenobiotic transporter activity(GO:0008559);ATP hydrolysis activity(GO:0016887);ABC-type transporter activity(GO:0140359);(+)-abscisic acid D-glucopyranosyl ester transmembrane transporter activity(GO:1902417)	xenobiotic transport(GO:0042908);transmembrane transport(GO:0055085);(+)-abscisic acid D-glucopyranosyl ester transmembrane transport(GO:1902418)	vacuolar membrane(GO:0005774);membrane(GO:0016020)	6	56642614	56655858	3.812125e-11	3	1	1	FA
SORBI_3006G219900	DUF6598 domain-containing protein	OS08G0141000 PROTEIN (PTHR33065:SF177)					6	56710912	56714129	3.812125e-11	3	1	1	FA
SORBI_3004G115700	Probable zinc-ribbon domain-containing protein	OS02G0258300 PROTEIN (PTHR31105:SF42)			regulation of defense response to fungus(GO:1900150)		4	12022815	12028099	6.087802e-11	9	0.547044	1	FA
SORBI_3004G116600	BTB domain-containing protein	OS02G0260700 PROTEIN (PTHR46336:SF21)					4	12228687	12235956	6.087802e-11	6	0.423161	1	FA
SORBI_3010G214100	D-3-phosphoglycerate dehydrogenase	D-3-PHOSPHOGLYCERATE DEHYDROGENASE 2, CHLOROPLASTIC (PTHR42938:SF46)	dehydrogenase(PC00092)	phosphoglycerate dehydrogenase activity(GO:0004617);oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(GO:0016616);NAD binding(GO:0051287)	L-serine biosynthetic process(GO:0006564)	chloroplast(GO:0009507);plastid(GO:0009536)	10	55704057	55708160	7.072923e-11	4	0.590019	1	FA
SORBI_3010G214700	Glucose-methanol-choline oxidoreductase N-terminal domain-containing protein	(R)-MANDELONITRILE LYASE-LIKE (PTHR45968:SF2)		oxidoreductase activity, acting on CH-OH group of donors(GO:0016614);flavin adenine dinucleotide binding(GO:0050660)			10	55759115	55762856	7.072923e-11	5	0.500204	1	FA
SORBI_3002G185200	VQ domain-containing protein	VQ MOTIF-CONTAINING PROTEIN (PTHR33179:SF82)					2	56923688	56928881	8.558566e-11	2	0.405883	1	FA
SORBI_3002G185300	Major facilitator superfamily (MFS) profile domain-containing protein	MAJOR FACILITATOR SUPERFAMILY PROTEIN (PTHR23505:SF52)	transporter(PC00227)	transmembrane transporter activity(GO:0022857)	transmembrane transport(GO:0055085)	membrane(GO:0016020)	2	56954913	56957825	8.558566e-11	5	0.498699	1	FA
SORBI_3002G185400	Major facilitator superfamily (MFS) profile domain-containing protein	OS09G0371400 PROTEIN (PTHR23505:SF62)	transporter(PC00227)	transmembrane transporter activity(GO:0022857)	transmembrane transport(GO:0055085)	membrane(GO:0016020)	2	56961379	56963412	8.558566e-11	5	0.498699	1	FA
SORBI_3002G185500	Major facilitator superfamily (MFS) profile domain-containing protein	MAJOR FACILITATOR SUPERFAMILY (MFS) PROFILE DOMAIN-CONTAINING PROTEIN (PTHR23505:SF86)	transporter(PC00227)	transmembrane transporter activity(GO:0022857)	transmembrane transport(GO:0055085)	membrane(GO:0016020)	2	56963689	56966751	8.558566e-11	5	0.489007	1	FA
SORBI_3002G185600	Major facilitator superfamily (MFS) profile domain-containing protein	MAJOR FACILITATOR SUPERFAMILY PROTEIN (PTHR23505:SF68)	transporter(PC00227)	transmembrane transporter activity(GO:0022857)	transmembrane transport(GO:0055085)	membrane(GO:0016020)	2	56968621	56973810	8.558566e-11	5	0.725948	1	FA
SORBI_3002G185800	Major facilitator superfamily (MFS) profile domain-containing protein	OS09G0371200 PROTEIN (PTHR23505:SF11)	transporter(PC00227)	transmembrane transporter activity(GO:0022857)	transmembrane transport(GO:0055085)	membrane(GO:0016020)	2	56976063	56978576	8.558566e-11	5	0.650955	1	FA
SORBI_3002G185900	RING-type domain-containing protein	RING_U-BOX SUPERFAMILY PROTEIN (PTHR46405:SF3)					2	56980129	56985472	8.558566e-11	5	0.592409	1	FA
SORBI_3002G186000	OCRE domain-containing protein	CD2 ANTIGEN CYTOPLASMIC TAIL-BINDING PROTEIN 2 (PTHR13138:SF3)	RNA splicing factor(PC00148)			U5 snRNP(GO:0005682)	2	57016289	57020797	8.558566e-11	5	0.617701	1	FA
SORBI_3002G186300	Protein kinase domain-containing protein	SERINE_THREONINE-PROTEIN KINASE 16 (PTHR45998:SF2)	non-receptor serine/threonine protein kinase(PC00167)	protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524)		cytoplasm(GO:0005737)	2	57029176	57038262	8.558566e-11	6	0.688695	1	FA
SORBI_3002G186400	F-box domain-containing protein	OS09G0372900 PROTEIN (PTHR47993:SF226)					2	57040804	57045413	8.558566e-11	6	0.693482	1	FA
SORBI_3002G186700	Uncharacterized protein						2	57087371	57088810	8.558566e-11	6	0.467911	1	FA
SORBI_3002G186800	Strictosidine synthase conserved region domain-containing protein	OS09G0374900 PROTEIN (PTHR10426:SF139)		hydrolase activity(GO:0016787)		vacuole(GO:0005773)	2	57098294	57108200	8.558566e-11	6	1	1	FA
SORBI_3002G187100	Trichome birefringence-like N-terminal domain-containing protein	XYLOGLUCAN O-ACETYLTRANSFERASE 1 (PTHR32285:SF57)		O-acetyltransferase activity(GO:0016413);transferase activity(GO:0016740);xylan O-acetyltransferase activity(GO:1990538)	xylan biosynthetic process(GO:0045492)	Golgi membrane(GO:0000139)	2	57146102	57147799	8.558566e-11	6	1	1	FA
SORBI_3002G187200	Trichome birefringence-like N-terminal domain-containing protein	PROTEIN ALTERED XYLOGLUCAN 4 (PTHR32285:SF256)		O-acetyltransferase activity(GO:0016413);transferase activity(GO:0016740);xylan O-acetyltransferase activity(GO:1990538)	xylan biosynthetic process(GO:0045492)	Golgi membrane(GO:0000139)	2	57151371	57154127	8.558566e-11	6	1	1	FA
SORBI_3002G187300	RNA ligase_cyclic nucleotide phosphodiesterase family protein	RNA LIGASE_CYCLIC NUCLEOTIDE PHOSPHODIESTERASE FAMILY PROTEIN (PTHR36039:SF2)					2	57154207	57158633	8.558566e-11	6	1	1	FA
SORBI_3002G187350	Uncharacterized protein						2	57159040	57161541	8.558566e-11	6	0.841739	1	FA
SORBI_3002G187400	Protein kinase domain-containing protein	SERINE_THREONINE-PROTEIN KINASE PBL28-RELATED (PTHR47989:SF47)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524)		plasma membrane(GO:0005886)	2	57163268	57166820	8.558566e-11	6	0.596854	1	FA
SORBI_3002G187500	HIG1 domain-containing protein	HIG1 DOMAIN FAMILY MEMBER 1A (PTHR12297:SF3)	scaffold/adaptor protein(PC00226)			mitochondrial membrane(GO:0031966)	2	57174223	57176527	8.558566e-11	6	0.481719	1	FA
SORBI_3002G187600	CST complex subunit CTC1	CST COMPLEX SUBUNIT CTC1 (PTHR14865:SF2)		single-stranded DNA binding(GO:0003697);telomeric repeat DNA binding(GO:0042162)	telomere maintenance(GO:0000723);telomere maintenance via telomere lengthening(GO:0010833);positive regulation of DNA replication(GO:0045740)	chromosome, telomeric region(GO:0000781);nucleus(GO:0005634);CST complex(GO:1990879)	2	57182960	57195405	8.558566e-11	6	0.693455	1	FA
SORBI_3002G188200	RING-type domain-containing protein	OS09G0376700 PROTEIN (PTHR45768:SF24)	ubiquitin-protein ligase(PC00234)			membrane(GO:0016020)	2	57264282	57277538	8.558566e-11	6	0.629896	1	FA
SORBI_3010G213400	Protein transport protein Sec61 subunit gamma	PROTEIN TRANSPORT PROTEIN SEC61 SUBUNIT GAMMA (PTHR12309:SF25)	primary active transporter(PC00068)	transmembrane protein transporter activity(GO:0008320)	protein targeting(GO:0006605);intracellular protein transport(GO:0006886);protein transport(GO:0015031);post-translational protein targeting to membrane, translocation(GO:0031204)	endoplasmic reticulum membrane(GO:0005789);membrane(GO:0016020);Ssh1 translocon complex(GO:0071261)	10	55632324	55634334	9.785993e-11	1	0.401825	1	FA
SORBI_3002G208900	Glutamate receptor	GLUTAMATE RECEPTOR (PTHR18966:SF379)	transmembrane signal receptor(PC00197)	G protein-coupled receptor activity(GO:0004930);ligand-gated monoatomic ion channel activity(GO:0015276)	G protein-coupled receptor signaling pathway(GO:0007186);monoatomic ion transmembrane transport(GO:0034220)	membrane(GO:0016020)	2	60079331	60086802	1.546857e-10	1	0.442174	1	FA
SORBI_3002G209000	Glutamate receptor	GLUTAMATE RECEPTOR (PTHR18966:SF461)	transmembrane signal receptor(PC00197)	ligand-gated monoatomic ion channel activity(GO:0015276)	monoatomic ion transmembrane transport(GO:0034220)	membrane(GO:0016020)	2	60089652	60096586	1.546857e-10	1	0.441713	1	FA
SORBI_3002G210150	Secreted protein						2	60297123	60298024	1.546857e-10	1	0.594949	1	FA
SORBI_3002G210200	Histone H2B	HISTONE H2B.4 (PTHR23428:SF72)	chromatin/chromatin-binding, or -regulatory protein(PC00077)	DNA binding(GO:0003677);structural constituent of chromatin(GO:0030527);protein heterodimerization activity(GO:0046982)	chromatin organization(GO:0006325)	nucleosome(GO:0000786);nucleus(GO:0005634);chromosome(GO:0005694)	2	60320549	60321365	1.546857e-10	1	0.519839	1	FA
SORBI_3002G210300	Hexosyltransferase	HEXOSYLTRANSFERASE (PTHR11214:SF244)	glycosyltransferase(PC00111)	hexosyltransferase activity(GO:0016758)	glycoprotein biosynthetic process(GO:0009101)	Golgi membrane(GO:0000139);membrane(GO:0016020)	2	60324272	60325273	1.546857e-10	1	0.556621	1	FA
SORBI_3002G210401	Hexosyltransferase			hexosyltransferase activity(GO:0016758)	glycoprotein biosynthetic process(GO:0009101)	Golgi membrane(GO:0000139);membrane(GO:0016020)	2	60328176	60329388	1.546857e-10	1	0.753324	1	FA
SORBI_3002G210500							2	60336398	60337108	1.546857e-10	1	0.598499	1	FA
SORBI_3002G210700	Pectinesterase	PECTINESTERASE (PTHR31707:SF192)	esterase(PC00097)	enzyme inhibitor activity(GO:0004857);pectinesterase activity(GO:0030599)	cell wall modification(GO:0042545);pectin catabolic process(GO:0045490)		2	60348073	60350290	1.546857e-10	1	0.640483	1	FA
SORBI_3002G210800	Uncharacterized protein						2	60350709	60353544	1.546857e-10	1	0.874417	1	FA
SORBI_3002G210901	Uncharacterized protein						2	60373589	60374865	1.546857e-10	1	0.679805	1	FA
SORBI_3002G211200	Uncharacterized protein						2	60384081	60386940	1.546857e-10	1	0.6881	1	FA
SORBI_3002G211300	alanine transaminase	ALANINE TRANSAMINASE (PTHR11751:SF440)	transaminase(PC00216)	L-alanine:2-oxoglutarate transaminase activity(GO:0004021);transaminase activity(GO:0008483);pyridoxal phosphate binding(GO:0030170)	L-alanine catabolic process(GO:0042853)		2	60387025	60396679	1.546857e-10	1	0.692262	1	FA
SORBI_3002G211400	F-box domain-containing protein	OS07G0120400 PROTEIN (PTHR32133:SF408)					2	60406524	60409023	1.546857e-10	1	0.682292	1	FA
SORBI_3002G211501	Uncharacterized protein	50 KDA GAMMA-ZEIN (PTHR33454:SF14)					2	60415672	60416649	1.546857e-10	1	0.761712	1	FA
SORBI_3002G211700	Gamma-kafirin	GLUTELIN-2 (PTHR33454:SF17)		nutrient reservoir activity(GO:0045735)			2	60423442	60424313	1.546857e-10	1	0.74284	1	FA
SORBI_3006G188600	Uncharacterized protein	FRINGE GLYCOSYLTRANSFERASE (PTHR10811:SF5)	glycosyltransferase(PC00111)	acetylglucosaminyltransferase activity(GO:0008375)			6	54279223	54282049	1.855379e-10	4	0.684337	1	FA
SORBI_3003G087900	mannose-6-phosphate isomerase	MANNOSE-6-PHOSPHATE ISOMERASE (PTHR10309:SF0)	isomerase(PC00135)	mannose-6-phosphate isomerase activity(GO:0004476);zinc ion binding(GO:0008270)	carbohydrate metabolic process(GO:0005975);GDP-mannose biosynthetic process(GO:0009298);response to zinc ion(GO:0010043);response to L-ascorbic acid(GO:0033591);response to cadmium ion(GO:0046686)	cytosol(GO:0005829)	3	7631052	7637057	2.451716e-10	1	0.412546	1	FA
SORBI_3003G407800	Nop domain-containing protein	NUCLEOLAR PROTEIN 58 (PTHR10894:SF1)	RNA metabolism protein(PC00031)	snoRNA binding(GO:0030515)		nucleolus(GO:0005730);box C/D methylation guide snoRNP complex(GO:0031428);small-subunit processome(GO:0032040)	3	71553674	71557498	2.642305e-10	7	0.524951	1	FA
SORBI_3003G407900	F-box domain-containing protein	F-BOX ONLY PROTEIN 6 (PTHR46301:SF77)					3	71558255	71562504	2.642305e-10	7	0.527073	1	FA
SORBI_3003G407600	Protein MAK16 homolog	PROTEIN MAK16 HOMOLOG (PTHR23405:SF4)			maturation of 5.8S rRNA(GO:0000460);maturation of LSU-rRNA(GO:0000470);ribosomal large subunit biogenesis(GO:0042273)	nucleus(GO:0005634);nucleolus(GO:0005730);preribosome(GO:0030684);preribosome, large subunit precursor(GO:0030687)	3	71534485	71538757	3.100144e-10	2	0.429006	1	FA
SORBI_3003G355200	mannose-1-phosphate guanylyltransferase	MANNOSE-1-PHOSPHATE GUANYLYLTRANSFERASE 2-RELATED (PTHR22572:SF161)	transferase(PC00220)	mannose-1-phosphate guanylyltransferase (GTP) activity(GO:0004475);GTP binding(GO:0005525)	glycoprotein biosynthetic process(GO:0009101);GDP-mannose biosynthetic process(GO:0009298)		3	67387221	67390118	3.31267e-10	1	0.419299	1	FA
SORBI_3003G356300	PGG domain-containing protein	PGG DOMAIN-CONTAINING PROTEIN (PTHR24177:SF396)	scaffold/adaptor protein(PC00226)				3	67466193	67477208	3.31267e-10	1	0.41134	1	FA
SORBI_3003G356500	Bifunctional inhibitor_plant lipid transfer protein_seed storage helical domain-containing protein	OS01G0849000 PROTEIN (PTHR33122:SF76)		fatty acid binding(GO:0005504)	systemic acquired resistance(GO:0009627)		3	67490999	67492096	3.31267e-10	1	0.404951	1	FA
SORBI_3003G356600	PRONE domain-containing protein	ROP GUANINE NUCLEOTIDE EXCHANGE FACTOR 7 (PTHR33101:SF14)	guanyl-nucleotide exchange factor(PC00113)	guanyl-nucleotide exchange factor activity(GO:0005085)		plasma membrane(GO:0005886)	3	67492758	67496854	3.31267e-10	1	0.429206	1	FA
SORBI_3003G356850	Uncharacterized protein	SUBTILISIN INHIBITOR 1 (PTHR33091:SF29)	protease inhibitor(PC00191)	serine-type endopeptidase inhibitor activity(GO:0004867)	response to wounding(GO:0009611)		3	67504498	67505498	3.31267e-10	1	0.417936	1	FA
SORBI_3006G186800	Polyprenol reductase	POLYPRENOL REDUCTASE (PTHR14624:SF0)		oxidoreductase activity, acting on the CH-CH group of donors(GO:0016627);polyprenal reductase activity(GO:0160198)	dolichol-linked oligosaccharide biosynthetic process(GO:0006488);lipid metabolic process(GO:0006629);dolichyl monophosphate biosynthetic process(GO:0043048)	plasma membrane(GO:0005886);endomembrane system(GO:0012505)	6	54172650	54179664	3.322222e-10	5	0.567795	1	FA
SORBI_3006G187000	Protein kinase domain-containing protein	INACTIVE LEUCINE-RICH REPEAT RECEPTOR KINASE XIAO-RELATED (PTHR27000:SF642)	transmembrane signal receptor(PC00197)	protein kinase activity(GO:0004672);ATP binding(GO:0005524)		plasma membrane(GO:0005886)	6	54187565	54191059	3.322222e-10	5	0.527725	1	FA
SORBI_3006G187100	Uncharacterized protein	OS04G0577000 PROTEIN (PTHR12555:SF16)		polyubiquitin modification-dependent protein binding(GO:0031593)	ubiquitin-dependent protein catabolic process(GO:0006511);proteasomal protein catabolic process(GO:0010498);cellular response to reactive oxygen species(GO:0034614);ERAD pathway(GO:0036503);regulation of response to oxidative stress(GO:1902882)	chloroplast outer membrane(GO:0009707);VCP-NPL4-UFD1 AAA ATPase complex(GO:0034098)	6	54194635	54199815	3.322222e-10	5	0.567795	1	FA
SORBI_3003G410800	Exostosin GT47 domain-containing protein	BETA-1,4-XYLOSYLTRANSFERASE IRX10L-RELATED (PTHR11062:SF200)	glycosyltransferase(PC00111)	glycosyltransferase activity(GO:0016757)	glycoprotein biosynthetic process(GO:0009101)	Golgi membrane(GO:0000139)	3	71813444	71816720	3.841018e-10	1	0.495171	2	FA; Sum_SQDG_over_FA_log10ratio
SORBI_3003G236600	4Fe-4S ferredoxin-type domain-containing protein						3	57526988	57542399	4.15141e-10	4	1	1	FA
SORBI_3003G236701	C3H1-type domain-containing protein	ZINC FINGER CCCH DOMAIN-CONTAINING PROTEIN 9 (PTHR12547:SF153)	RNA metabolism protein(PC00031)	mRNA binding(GO:0003729);metal ion binding(GO:0046872)			3	57542488	57544788	4.15141e-10	4	0.851504	1	FA
SORBI_3003G236900	Flavin-containing monooxygenase	FLAVIN-CONTAINING MONOOXYGENASE (PTHR43539:SF78)	oxygenase(PC00177)	N,N-dimethylaniline monooxygenase activity(GO:0004499);flavin adenine dinucleotide binding(GO:0050660);NADP binding(GO:0050661);indole-3-pyruvate monooxygenase activity(GO:0103075)	auxin biosynthetic process(GO:0009851)		3	57607592	57610741	4.15141e-10	3	0.491606	1	FA
SORBI_3003G237000	Molybdate transporter 2	MOLYBDATE TRANSPORTER 2 (PTHR31970:SF9)		molybdate ion transmembrane transporter activity(GO:0015098)	molybdate ion transport(GO:0015689)	plant-type vacuole membrane(GO:0009705)	3	57612637	57615634	4.15141e-10	4	0.590432	1	FA
SORBI_3003G237100	Pentacotripeptide-repeat region of PRORP domain-containing protein	PENTACOTRIPEPTIDE-REPEAT REGION OF PRORP DOMAIN-CONTAINING PROTEIN (PTHR47924:SF252)		RNA binding(GO:0003723)	RNA modification(GO:0009451)		3	57620183	57622207	4.15141e-10	4	0.590432	1	FA
SORBI_3004G009300	Uncharacterized protein	OVATE FAMILY PROTEIN (PTHR36038:SF3)					4	793657	795297	5.097682e-10	2	0.638601	1	FA
SORBI_3004G009400	Major facilitator superfamily (MFS) profile domain-containing protein	HIGH-AFFINITY NITRATE TRANSPORTER 2.1-RELATED (PTHR23515:SF29)	transporter(PC00227)	nitrate transmembrane transporter activity(GO:0015112);transmembrane transporter activity(GO:0022857)	nitrate transmembrane transport(GO:0015706);transmembrane transport(GO:0055085)	endomembrane system(GO:0012505)	4	803924	805984	5.097682e-10	2	0.770984	1	FA
SORBI_3004G009500	Major facilitator superfamily (MFS) profile domain-containing protein	HIGH-AFFINITY NITRATE TRANSPORTER 2.1-RELATED (PTHR23515:SF29)	transporter(PC00227)	nitrate transmembrane transporter activity(GO:0015112);transmembrane transporter activity(GO:0022857)	nitrate transmembrane transport(GO:0015706);transmembrane transport(GO:0055085)	endomembrane system(GO:0012505)	4	814200	816152	5.097682e-10	1	0.52105	1	FA
SORBI_3004G009600	Brahma1	ATP-DEPENDENT HELICASE BRM (PTHR10799:SF978)	DNA helicase(PC00011)	ATP binding(GO:0005524)	regulation of DNA-templated transcription(GO:0006355);positive regulation of transcription by RNA polymerase II(GO:0045944)	nucleus(GO:0005634)	4	820003	829151	5.097682e-10	2	0.660103	1	FA
SORBI_3004G009900	WAT1-related protein	WAT1-RELATED PROTEIN (PTHR31218:SF256)		transmembrane transporter activity(GO:0022857)	transmembrane transport(GO:0055085)	membrane(GO:0016020)	4	835429	839338	5.097682e-10	1	0.50283	1	FA
SORBI_3004G010000	Carboxypeptidase	SERINE CARBOXYPEPTIDASE-LIKE 48 (PTHR11802:SF259)	serine protease(PC00203)	serine-type carboxypeptidase activity(GO:0004185)	proteolysis(GO:0006508)		4	839658	844286	5.097682e-10	2	0.770984	1	FA
SORBI_3004G010050	CCHC-type domain-containing protein	OS02G0303350 PROTEIN (PTHR33075:SF7)		nucleic acid binding(GO:0003676);zinc ion binding(GO:0008270)			4	846504	850030	5.097682e-10	1	0.590936	1	FA
SORBI_3004G010151	Uncharacterized protein						4	855256	858711	5.097682e-10	1	0.545179	1	FA
SORBI_3004G010200	Protein Lines C-terminal domain-containing protein	PROTEIN LINES HOMOLOG 1 (PTHR16057:SF1)					4	859361	865297	5.097682e-10	1	0.575902	1	FA
SORBI_3004G010300	Phospholipid_glycerol acyltransferase domain-containing protein	GLYCEROL-3-PHOSPHATE ACYLTRANSFERASE 8-RELATED (PTHR15486:SF70)	scaffold/adaptor protein(PC00226)	acyltransferase activity(GO:0016746)		membrane(GO:0016020)	4	866843	869960	5.097682e-10	1	0.692419	1	FA
SORBI_3004G010600	OTU domain-containing protein	OS02G0521500 PROTEIN (PTHR12931:SF17)	cysteine protease(PC00081)	ubiquitin binding(GO:0043130)			4	878232	882377	5.097682e-10	1	0.608253	1	FA
SORBI_3004G010800	Uncharacterized protein						4	909090	914020	5.097682e-10	1	0.635539	1	FA
SORBI_3004G010900	F-box domain-containing protein	F-BOX_KELCH-REPEAT PROTEIN SKIP4 (PTHR24414:SF98)	non-motor actin binding protein(PC00165)				4	914635	919385	5.097682e-10	1	0.579408	1	FA
SORBI_3001G026700	X8 domain-containing protein	EXPRESSED PROTEIN (PTHR31044:SF49)				plasma membrane(GO:0005886);membrane(GO:0016020)	1	2082677	2085528	7.711271e-10	9	0.930575	2	FA; Sum_SQDG_over_FA_log10ratio
SORBI_3001G026800	Pectate lyase superfamily protein domain-containing protein	PLASMIN AND FIBRONECTIN-BINDING PROTEIN A (PTHR31339:SF9)	lyase(PC00144)	polygalacturonase activity(GO:0004650)	carbohydrate metabolic process(GO:0005975)		1	2094324	2098430	7.711271e-10	9	0.642143	2	FA; Sum_SQDG_over_FA_log10ratio
SORBI_3001G026900	CMP_dCMP-type deaminase domain-containing protein	CMP_DCMP-TYPE DEAMINASE DOMAIN-CONTAINING PROTEIN (PTHR11079:SF161)	deaminase(PC00088)	zinc ion binding(GO:0008270);hydrolase activity(GO:0016787)			1	2098594	2101900	7.711271e-10	9	0.59253	2	FA; Sum_SQDG_over_FA_log10ratio
SORBI_3001G026950	Uncharacterized protein						1	2106063	2106545	7.711271e-10	9	0.718103	2	FA; Sum_SQDG_over_FA_log10ratio
SORBI_3001G027000	SHSP domain-containing protein	17.6 KDA CLASS II HEAT SHOCK PROTEIN-RELATED (PTHR33879:SF3)					1	2111441	2113889	7.711271e-10	9	0.603159	2	FA; Sum_SQDG_over_FA_log10ratio
