Condition	GeneID	Gene_Chr	Gene_Start	Gene_End	N_Traits	N_Traits_indiv	N_Traits_sumrat	N_sig_SNPs	Best_P	Max_r2	Traits
CTL	SORBI_3001G355000	1	64496327	64498701	9	9	0	12	1.182781e-12	0.591678	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3001G356300	1	64567098	64568300	9	9	0	12	1.182781e-12	0.635329	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3001G356500	1	64574729	64580321	9	9	0	12	1.182781e-12	0.625855	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3001G356600	1	64587598	64592903	9	9	0	12	1.182781e-12	0.516602	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3001G357200	1	64709044	64711235	9	9	0	12	1.182781e-12	0.768326	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3001G357300	1	64717133	64721941	9	9	0	12	1.182781e-12	0.855971	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3001G357400	1	64722404	64725213	9	9	0	12	1.182781e-12	0.855971	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3001G357500	1	64728850	64733201	9	9	0	12	1.182781e-12	1	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3001G357650	1	64735979	64737095	9	9	0	12	1.182781e-12	0.539569	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3001G357800	1	64756812	64762044	9	9	0	12	1.182781e-12	0.573141	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3001G357900	1	64761772	64767463	9	9	0	12	1.182781e-12	0.458058	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G042425	6	29507957	29511664	9	9	0	15	1.690112e-12	0.907985	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G042500	6	29537324	29539918	9	9	0	15	1.690112e-12	0.907985	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G042800	6	29564473	29565658	9	9	0	9	1.690112e-12	0.885685	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G042900	6	29565542	29569247	9	9	0	9	1.690112e-12	0.885685	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G043300	6	29628156	29629364	9	9	0	9	1.690112e-12	0.774861	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G043400	6	29628159	29629105	9	9	0	9	1.690112e-12	0.774861	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3005G115000	5	45081003	45094666	9	9	0	9	3.219204e-12	0.966888	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3001G254600	1	28667176	28671871	9	9	0	12	5.712934e-12	0.873838	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3001G254700	1	28682631	28683824	9	9	0	12	5.712934e-12	0.847266	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G048925	6	35635177	35637075	9	9	0	11	5.869617e-12	0.62745	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G049000	6	35660502	35661343	9	9	0	11	5.869617e-12	0.696129	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G049100	6	35664153	35678118	9	9	0	11	5.869617e-12	0.696129	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G049200	6	35678162	35684996	9	9	0	11	5.869617e-12	0.691585	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G049300	6	35685438	35689801	9	9	0	13	5.869617e-12	0.85873	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G049450	6	35705198	35707195	9	9	0	13	5.869617e-12	0.694671	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3004G134801	4	25696224	25706272	9	9	0	9	7.769472e-12	0.952122	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3007G101500	7	25707028	25712978	9	9	0	9	1.588241e-11	0.844111	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3007G101600	7	25992700	26003422	9	9	0	9	1.588241e-11	0.571181	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3005G114600	5	43831327	43832969	9	9	0	9	1.682213e-11	0.957706	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3005G114800	5	44114479	44135153	9	9	0	9	1.682213e-11	0.965194	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3001G259100	1	31011171	31012741	9	9	0	9	1.726483e-11	0.662693	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3001G259400	1	31205564	31206743	9	9	0	9	1.726483e-11	0.689384	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3001G259600	1	31327155	31328316	9	9	0	15	1.726483e-11	0.732836	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3008G095500	8	45165490	45169630	9	9	0	96	1.847673e-11	0.783151	PC(16:1_16:1) | TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3008G095633	8	45179920	45183259	9	9	0	96	1.847673e-11	0.93223	PC(16:1_16:1) | TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3008G095766	8	45183449	45184397	9	9	0	96	1.847673e-11	0.93223	PC(16:1_16:1) | TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3008G095900	8	45197392	45205471	9	9	0	84	1.847673e-11	0.921317	PC(16:1_16:1) | TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3008G096050	8	45321511	45323853	9	9	0	27	1.847673e-11	0.9076	PC(16:1_16:1) | TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3008G096100	8	45426265	45433705	9	9	0	20	1.847673e-11	0.63473	PC(16:1_16:1) | TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3008G096150	8	45433706	45434914	9	9	0	20	1.847673e-11	0.62307	PC(16:1_16:1) | TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3008G096200	8	45490279	45495182	9	9	0	20	1.847673e-11	1	PC(16:1_16:1) | TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3008G096300	8	45491852	45492512	9	9	0	20	1.847673e-11	1	PC(16:1_16:1) | TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3008G095200	8	44955559	44969502	9	9	0	132	1.890035e-11	1	PC(16:1_16:1) | TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3008G095400	8	45093564	45098504	9	9	0	117	1.890035e-11	0.93223	PC(16:1_16:1) | TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3005G109300	5	22390972	22392163	9	9	0	9	3.662497e-11	1	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3004G137601	4	38150236	38152071	9	9	0	9	5.337257e-11	0.979457	TG(12:0_14:0_18:3) | TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G278950	6	60933395	60935224	9	9	0	17	1.240061e-10	0.522001	gibberellic acid | TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3001G225700	1	21572171	21575529	9	9	0	16	1.811671e-10	0.453711	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3007G090403	7	13080632	13088528	9	9	0	17	1.861479e-10	0.948018	TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3007G090406	7	13089172	13091948	9	9	0	16	1.861479e-10	0.451768	TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3007G090412	7	13176736	13177479	9	9	0	17	1.861479e-10	0.97036	TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3007G090415	7	13181480	13184658	9	9	0	17	1.861479e-10	0.97036	TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3007G090418	7	13281479	13285739	9	9	0	17	1.861479e-10	0.949601	TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3007G090421	7	13344217	13351320	9	9	0	17	1.861479e-10	0.97036	TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3007G090424	7	13353016	13356319	9	9	0	17	1.861479e-10	0.97036	TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3006G248100	6	58758117	58760732	8	8	0	8	6.016559e-13	0.429044	TG(10:0_10:0_10:0) | TG(10:0_16:1_18:1) | TG(12:0_12:0_16:1) | TG(12:0_12:0_18:1) | TG(12:0_12:0_18:2) | TG(12:0_14:0_18:3) | TG(12:0_18:1_18:1) | TG(8:0_16:1_18:1)
CTL	SORBI_3008G061201	8	6505734	6512974	8	8	0	8	7.506041e-13	0.437324	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3008G061300	8	6517395	6518304	8	8	0	8	7.506041e-13	0.428477	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3008G061701	8	6563911	6570171	8	8	0	8	7.506041e-13	0.560176	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3008G061801	8	6571272	6573489	8	8	0	8	7.506041e-13	0.564037	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3008G061900	8	6572627	6573566	8	8	0	8	7.506041e-13	0.449027	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3008G062000	8	6584034	6587200	8	8	0	8	7.506041e-13	0.575865	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3008G062200	8	6609288	6612808	8	8	0	8	7.506041e-13	0.570146	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3008G062300	8	6613465	6616606	8	8	0	8	7.506041e-13	0.582237	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3008G062400	8	6631205	6635548	8	8	0	8	7.506041e-13	0.765872	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3008G062500	8	6640953	6642530	8	8	0	8	7.506041e-13	0.692006	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3008G062700	8	6677991	6680787	8	8	0	8	7.506041e-13	0.812224	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3008G062800	8	6705782	6706198	8	8	0	8	7.506041e-13	0.551499	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3008G090200	8	34403627	34405325	8	8	0	8	9.794962e-12	0.937143	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3007G110400	7	40023121	40024668	8	8	0	14	1.182775e-11	0.95867	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3007G110500	7	40048100	40050362	8	8	0	14	1.182775e-11	0.89362	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3007G110700	7	40118882	40125890	8	8	0	14	1.182775e-11	0.95867	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G040201	6	19847940	19849865	8	8	0	8	1.570776e-11	0.931257	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3008G095150	8	44945604	44955558	8	8	0	131	1.890035e-11	1	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
