Condition	Layer	Trait	GeneID	Gene_Chr	Gene_Start	Gene_End	N_sig_SNPs	Best_P	Lead_SNP	Lead_Chr	Lead_BP	Max_r2
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3007G090424	7	13353016	13356319	2	3.701391e-10	SNP_13239822	7	13239822	0.97036
CTL	individual_lipids_final	TG(16:0_18:0_18:2)	SORBI_3005G109300	5	22390972	22392163	1	3.706794e-10	SNP_22613874	5	22613874	1
CTL	individual_lipids_final	TG(16:0_16:0_18:2)	SORBI_3003G205200	3	53505136	53549677	1	3.70901e-10	SNP_53668134	3	53668134	0.407487
CTL	individual_lipids_final	TG(16:0_16:0_18:2)	SORBI_3003G205400	3	53562233	53564791	1	3.70901e-10	SNP_53668134	3	53668134	0.47441
CTL	individual_lipids_final	TG(16:0_16:0_18:2)	SORBI_3003G205501	3	53566331	53581245	1	3.70901e-10	SNP_53668134	3	53668134	0.477341
CTL	individual_lipids_final	TG(16:0_16:0_18:2)	SORBI_3003G205700	3	53606320	53607744	1	3.70901e-10	SNP_53668134	3	53668134	0.509256
CTL	individual_lipids_final	TG(16:0_16:0_18:2)	SORBI_3003G205801	3	53613821	53619001	3	3.70901e-10	SNP_53668134	3	53668134	0.708579
CTL	individual_lipids_final	TG(16:0_16:0_18:2)	SORBI_3003G205900	3	53622851	53626872	3	3.70901e-10	SNP_53668134	3	53668134	0.712473
CTL	individual_lipids_final	TG(16:0_16:0_18:2)	SORBI_3003G206000	3	53631582	53633054	3	3.70901e-10	SNP_53668134	3	53668134	0.675349
CTL	individual_lipids_final	TG(16:0_16:0_18:2)	SORBI_3003G206100	3	53635305	53636556	3	3.70901e-10	SNP_53668134	3	53668134	0.700319
CTL	individual_lipids_final	TG(16:0_16:0_18:2)	SORBI_3003G206200	3	53639159	53640239	1	3.70901e-10	SNP_53668134	3	53668134	0.46286
CTL	individual_lipids_final	TG(16:0_16:0_18:2)	SORBI_3003G206300	3	53671219	53672149	3	3.70901e-10	SNP_53668134	3	53668134	0.958342
CTL	individual_lipids_final	TG(16:0_16:0_18:2)	SORBI_3003G206500	3	53697759	53698384	3	3.70901e-10	SNP_53668134	3	53668134	0.800817
CTL	individual_lipids_final	TG(16:0_16:0_18:2)	SORBI_3003G206600	3	53720276	53728645	3	3.70901e-10	SNP_53668134	3	53668134	0.867042
CTL	individual_lipids_final	TG(16:0_16:0_18:2)	SORBI_3003G206700	3	53728646	53730646	3	3.70901e-10	SNP_53668134	3	53668134	0.8821
CTL	individual_lipids_final	TG(16:0_16:0_18:2)	SORBI_3003G206800	3	53734010	53740971	3	3.70901e-10	SNP_53668134	3	53668134	0.748665
CTL	individual_lipids_final	TG(16:0_16:0_18:2)	SORBI_3003G206900	3	53752968	53757348	3	3.70901e-10	SNP_53668134	3	53668134	0.532665
CTL	individual_lipids_final	TG(16:0_16:0_18:2)	SORBI_3003G207000	3	53766010	53773308	3	3.70901e-10	SNP_53668134	3	53668134	0.622416
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3007G103000	7	28360036	28363426	1	3.709394e-10	SNP_28509066	7	28509066	0.622464
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3007G103100	7	28555158	28588738	1	3.709394e-10	SNP_28509066	7	28509066	0.625364
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3007G103300	7	28646172	28647727	1	3.709394e-10	SNP_28509066	7	28509066	0.573738
CTL	individual_lipids_final	TG(16:0_18:1_18:1)	SORBI_3006G276300	6	60722232	60723789	2	3.720612e-10	SNP_60848992	6	60848992	0.725812
CTL	individual_lipids_final	TG(16:0_18:1_18:1)	SORBI_3006G277100	6	60797371	60800752	2	3.720612e-10	SNP_60848992	6	60848992	0.518128
CTL	individual_lipids_final	TG(16:0_18:1_18:1)	SORBI_3006G279000	6	60936448	60937808	2	3.720612e-10	SNP_60848992	6	60848992	0.489247
CTL	individual_lipids_final	TG(16:0_18:1_20:2)	SORBI_3005G152200	5	62304454	62308981	3	3.721423e-10	SNP_62181069	5	62181069	0.414155
CTL	individual_lipids_final	TG(16:0_18:1_20:1)	SORBI_3008G096100	8	45426265	45433705	3	3.804923e-10	SNP_45372717	8	45372717	0.525153
CTL	individual_lipids_final	TG(16:0_18:1_20:1)	SORBI_3008G096150	8	45433706	45434914	3	3.804923e-10	SNP_45372717	8	45372717	0.52615
CTL	individual_lipids_final	TG(16:0_18:1_20:1)	SORBI_3008G096200	8	45490279	45495182	3	3.804923e-10	SNP_45372717	8	45372717	1
CTL	individual_lipids_final	TG(16:0_18:1_20:1)	SORBI_3008G096300	8	45491852	45492512	3	3.804923e-10	SNP_45372717	8	45372717	1
CTL	individual_lipids_final	TG(16:0_18:1_20:1)	SORBI_3007G103350	7	29073128	29074987	3	3.806578e-10	SNP_29153680	7	29153680	0.532832
CTL	individual_lipids_final	TG(16:0_18:1_20:1)	SORBI_3001G259000	1	31003967	31011085	1	3.825603e-10	SNP_31163633	1	31163633	0.696232
CTL	individual_lipids_final	TG(16:0_18:1_20:1)	SORBI_3001G259100	1	31011171	31012741	1	3.825603e-10	SNP_31163633	1	31163633	0.662693
CTL	individual_lipids_final	TG(16:0_18:1_20:1)	SORBI_3001G259400	1	31205564	31206743	1	3.825603e-10	SNP_31163633	1	31163633	0.689384
CTL	individual_lipids_final	TG(16:0_18:1_20:1)	SORBI_3001G259600	1	31327155	31328316	1	3.825603e-10	SNP_31163633	1	31163633	0.489309
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3008G095500	8	45165490	45169630	15	3.860523e-10	SNP_45380529	8	45380529	0.783151
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3008G095633	8	45179920	45183259	15	3.860523e-10	SNP_45380529	8	45380529	0.93223
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3008G095766	8	45183449	45184397	15	3.860523e-10	SNP_45380529	8	45380529	0.93223
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3008G095900	8	45197392	45205471	13	3.860523e-10	SNP_45380529	8	45380529	0.921317
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3008G096050	8	45321511	45323853	3	3.860523e-10	SNP_45380529	8	45380529	0.882636
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3008G096100	8	45426265	45433705	2	3.860523e-10	SNP_45380529	8	45380529	0.525153
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3008G096150	8	45433706	45434914	2	3.860523e-10	SNP_45380529	8	45380529	0.511087
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3008G096200	8	45490279	45495182	2	3.860523e-10	SNP_45380529	8	45380529	1
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3008G096300	8	45491852	45492512	2	3.860523e-10	SNP_45380529	8	45380529	1
CTL	individual_lipids_final	TG(16:0_18:1_18:2)	SORBI_3007G070700	7	7835992	7839290	3	3.889795e-10	SNP_7908077	7	7908077	0.736214
CTL	individual_lipids_final	TG(16:0_18:1_18:2)	SORBI_3007G070900	7	7861480	7864348	3	3.889795e-10	SNP_7908077	7	7908077	0.736214
CTL	individual_lipids_final	TG(16:0_18:1_18:2)	SORBI_3007G071000	7	7871028	7874296	3	3.889795e-10	SNP_7908077	7	7908077	0.736214
CTL	individual_lipids_final	TG(16:0_18:1_18:2)	SORBI_3007G071200	7	7882997	7889445	3	3.889795e-10	SNP_7908077	7	7908077	0.603923
CTL	individual_lipids_final	TG(16:0_18:1_18:2)	SORBI_3007G071300	7	7892356	7896836	3	3.889795e-10	SNP_7908077	7	7908077	0.534647
CTL	individual_lipids_final	TG(16:0_18:1_18:2)	SORBI_3007G071400	7	7898300	7912298	3	3.889795e-10	SNP_7908077	7	7908077	1
CTL	individual_lipids_final	TG(16:0_18:1_18:2)	SORBI_3007G071500	7	7914921	7916732	3	3.889795e-10	SNP_7908077	7	7908077	0.586622
CTL	individual_lipids_final	TG(16:0_18:1_18:2)	SORBI_3007G071600	7	7941116	7943460	3	3.889795e-10	SNP_7908077	7	7908077	0.5691
CTL	individual_lipids_final	TG(16:0_18:1_18:2)	SORBI_3007G071700	7	7943612	7945200	3	3.889795e-10	SNP_7908077	7	7908077	0.545225
CTL	individual_lipids_final	TG(16:0_18:1_18:2)	SORBI_3007G071800	7	7946843	7949108	3	3.889795e-10	SNP_7908077	7	7908077	0.486238
CTL	individual_lipids_final	gibberellic acid	SORBI_3001G263900	1	48853471	48860836	1	3.891434e-10	SNP_48981173	1	48981173	0.881082
CTL	individual_lipids_final	gibberellic acid	SORBI_3001G264000	1	48988585	48994298	1	3.891434e-10	SNP_48981173	1	48981173	0.640246
CTL	individual_lipids_final	gibberellic acid	SORBI_3001G264100	1	49012702	49021429	1	3.891434e-10	SNP_48981173	1	48981173	0.469514
CTL	individual_lipids_final	PC(14:0_14:0)	SORBI_3008G103200	8	48953521	48961871	1	3.94205e-10	SNP_49002554	8	49002554	0.420195
CTL	individual_lipids_final	TG(16:0_18:1_18:1)	SORBI_3010G142501	10	36983780	36985193	1	3.955275e-10	SNP_37088190	10	37088190	0.911458
CTL	individual_lipids_final	TG(16:0_18:1_18:1)	SORBI_3010G142600	10	37013049	37018276	1	3.955275e-10	SNP_37088190	10	37088190	0.938297
CTL	individual_lipids_final	TG(16:0_18:1_18:1)	SORBI_3010G142650	10	37148319	37152822	1	3.955275e-10	SNP_37088190	10	37088190	0.590992
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3005G115000	5	45081003	45094666	1	3.993051e-10	SNP_45059303	5	45059303	0.966888
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3006G037000	6	13613964	13615194	1	4.027253e-10	SNP_13662453	6	13662453	0.647327
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3006G037050	6	13898757	13902414	1	4.027253e-10	SNP_13662453	6	13662453	0.735974
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3006G037100	6	13902813	13904181	1	4.027253e-10	SNP_13662453	6	13662453	0.434565
CTL	individual_lipids_final	TG(16:1_18:1_18:1)	SORBI_3006G044400	6	30971365	30982488	2	4.035153e-10	SNP_31157237	6	31157237	0.876274
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3006G048700	6	34559165	34562646	1	4.059633e-10	SNP_34769091	6	34769091	0.825336
CTL	individual_lipids_final	TG(18:2_22:0_22:3)	SORBI_3010G140600	10	27920444	27926002	1	4.112851e-10	SNP_27715275	10	27715275	0.859958
CTL	individual_lipids_final	TG(16:0_18:1_20:2)	SORBI_3005G086650	5	12041602	12053692	1	4.219332e-10	SNP_11830284	5	11830284	0.643647
CTL	individual_lipids_final	TG(18:1_18:2_18:2)	SORBI_3005G202500	5	68763786	68767312	2	4.365522e-10	SNP_68763126	5	68763126	0.85292
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3008G094500	8	44774969	44776912	27	4.383609e-10	SNP_44961897	8	44961897	0.861887
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3008G095100	8	44935043	44936440	17	4.383609e-10	SNP_44961897	8	44961897	1
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3008G095150	8	44945604	44955558	20	4.383609e-10	SNP_44961897	8	44961897	1
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3008G095200	8	44955559	44969502	20	4.383609e-10	SNP_44961897	8	44961897	1
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3008G095400	8	45093564	45098504	16	4.383609e-10	SNP_44961897	8	44961897	0.535651
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3008G095500	8	45165490	45169630	12	4.383609e-10	SNP_44961897	8	44961897	0.513265
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3008G095633	8	45179920	45183259	12	4.383609e-10	SNP_44961897	8	44961897	0.513265
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3008G095766	8	45183449	45184397	12	4.383609e-10	SNP_44961897	8	44961897	0.511055
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3008G095900	8	45197392	45205471	10	4.383609e-10	SNP_44961897	8	44961897	0.513265
CTL	individual_lipids_final	TG(12:0_14:0_18:3)	SORBI_3004G140300	4	40799384	40804789	1	4.396448e-10	SNP_40910696	4	40910696	0.742875
CTL	individual_lipids_final	TG(12:0_14:0_18:3)	SORBI_3004G140400	4	40808675	40828401	1	4.396448e-10	SNP_40910696	4	40910696	0.752445
CTL	individual_lipids_final	TG(12:0_14:0_18:3)	SORBI_3004G140501	4	40949367	40951777	1	4.396448e-10	SNP_40910696	4	40910696	0.752392
CTL	individual_lipids_final	TG(12:0_14:0_18:3)	SORBI_3004G140600	4	40959559	40966085	1	4.396448e-10	SNP_40910696	4	40910696	0.743248
CTL	individual_lipids_final	TG(18:1_20:1_22:1)	SORBI_3002G091200	2	9520497	9521758	21	4.402201e-10	SNP_9594361	2	9594361	0.679297
CTL	individual_lipids_final	TG(18:1_20:1_22:1)	SORBI_3002G091300	2	9525195	9526587	21	4.402201e-10	SNP_9594361	2	9594361	0.701261
CTL	individual_lipids_final	TG(18:1_20:1_22:1)	SORBI_3002G091400	2	9528682	9530773	21	4.402201e-10	SNP_9594361	2	9594361	0.771331
CTL	individual_lipids_final	TG(18:1_20:1_22:1)	SORBI_3002G091500	2	9530774	9532713	21	4.402201e-10	SNP_9594361	2	9594361	0.662394
CTL	individual_lipids_final	TG(18:1_20:1_22:1)	SORBI_3002G091600	2	9538510	9542833	21	4.402201e-10	SNP_9594361	2	9594361	0.746206
CTL	individual_lipids_final	TG(18:1_20:1_22:1)	SORBI_3002G091700	2	9546198	9559088	21	4.402201e-10	SNP_9594361	2	9594361	1
CTL	individual_lipids_final	TG(18:1_20:1_22:1)	SORBI_3002G091900	2	9575635	9576222	21	4.402201e-10	SNP_9594361	2	9594361	1
CTL	individual_lipids_final	TG(18:1_20:1_22:1)	SORBI_3002G092050	2	9577525	9579683	21	4.402201e-10	SNP_9594361	2	9594361	1
CTL	individual_lipids_final	TG(18:1_20:1_22:1)	SORBI_3002G092300	2	9593114	9597058	21	4.402201e-10	SNP_9594361	2	9594361	1
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3007G090403	7	13080632	13088528	2	4.425639e-10	SNP_13239822	7	13239822	0.948018
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3007G090406	7	13089172	13091948	2	4.425639e-10	SNP_13239822	7	13239822	0.451768
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3007G090412	7	13176736	13177479	2	4.425639e-10	SNP_13239822	7	13239822	0.97036
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3007G090415	7	13181480	13184658	2	4.425639e-10	SNP_13239822	7	13239822	0.97036
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3007G090418	7	13281479	13285739	2	4.425639e-10	SNP_13239822	7	13239822	0.949601
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3007G090421	7	13344217	13351320	2	4.425639e-10	SNP_13239822	7	13239822	0.97036
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3007G090424	7	13353016	13356319	2	4.425639e-10	SNP_13239822	7	13239822	0.97036
CTL	individual_lipids_final	TG(16:0_16:0_20:1)	SORBI_3006G040500	6	25522678	25574669	1	4.503536e-10	SNP_25299762	6	25299762	0.422605
CTL	individual_lipids_final	TG(18:1_20:1_22:1)	SORBI_3004G134900	4	25798505	25813769	1	4.563684e-10	SNP_26002242	4	26002242	0.400924
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3006G046700	6	32355055	32361010	1	4.579886e-10	SNP_32567791	6	32567791	0.511298
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3006G046900	6	32372970	32374330	1	4.579886e-10	SNP_32567791	6	32567791	0.428132
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3006G047100	6	32526787	32529908	1	4.579886e-10	SNP_32567791	6	32567791	0.624271
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3006G047200	6	32754421	32756223	1	4.579886e-10	SNP_32567791	6	32567791	0.924031
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3006G047300	6	32775840	32781666	1	4.579886e-10	SNP_32567791	6	32567791	0.906756
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3006G047400	6	32813279	32815507	1	4.579886e-10	SNP_32567791	6	32567791	0.434552
CTL	individual_lipids_final	TG(12:0_14:0_18:3)	SORBI_3004G137000	4	36547869	36548929	1	4.638982e-10	SNP_36698893	4	36698893	0.645088
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3001G496100	1	76575839	76578016	1	4.642585e-10	SNP_76804314	1	76804314	0.818934
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3001G496700	1	76661336	76663583	1	4.642585e-10	SNP_76804314	1	76804314	0.412703
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3001G496800	1	76678203	76684214	1	4.642585e-10	SNP_76804314	1	76804314	0.551176
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3001G496900	1	76688048	76700046	1	4.642585e-10	SNP_76804314	1	76804314	0.585677
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3001G497100	1	76726053	76727255	1	4.642585e-10	SNP_76804314	1	76804314	0.484466
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3001G497200	1	76727378	76732107	1	4.642585e-10	SNP_76804314	1	76804314	0.501762
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3001G497300	1	76733239	76741594	1	4.642585e-10	SNP_76804314	1	76804314	0.499495
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3001G499500	1	76883275	76889617	1	4.642585e-10	SNP_76804314	1	76804314	0.906372
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3001G501000	1	77018201	77025143	1	4.642585e-10	SNP_76804314	1	76804314	0.515537
CTL	individual_lipids_final	TG(16:0_18:1_20:2)	SORBI_3006G049700	6	36626672	36630941	1	4.702876e-10	SNP_36770981	6	36770981	0.934293
CTL	individual_lipids_final	TG(16:0_18:1_20:2)	SORBI_3006G049900	6	36790405	36795881	1	4.702876e-10	SNP_36770981	6	36770981	0.939332
CTL	individual_lipids_final	TG(16:0_18:1_20:2)	SORBI_3006G050000	6	36803025	36807791	1	4.702876e-10	SNP_36770981	6	36770981	0.486311
CTL	individual_lipids_final	TG(16:0_18:1_20:2)	SORBI_3006G050050	6	36893354	36896021	1	4.702876e-10	SNP_36770981	6	36770981	0.932377
CTL	individual_lipids_final	trans-EKODE-(E)-Ib	SORBI_3001G457600	1	73359978	73378705	1	4.715869e-10	SNP_73371781	1	73371781	1
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3007G101500	7	25707028	25712978	1	4.833673e-10	SNP_25940728	7	25940728	0.844111
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3007G101600	7	25992700	26003422	1	4.833673e-10	SNP_25940728	7	25940728	0.571181
CTL	individual_lipids_final	9,12,13,TriHODE	SORBI_3005G222700	5	70938935	70942578	2	4.927144e-10	SNP_70942283	5	70942283	1
CTL	individual_lipids_final	9,12,13,TriHODE	SORBI_3005G222800	5	70942615	70943743	2	4.927144e-10	SNP_70942283	5	70942283	0.634044
CTL	individual_lipids_final	9,12,13,TriHODE	SORBI_3005G222900	5	70950646	70956228	2	4.927144e-10	SNP_70942283	5	70942283	0.517795
CTL	individual_lipids_final	trans-EKODE-(E)-Ib	SORBI_3001G418800	1	69959308	69963764	29	4.966665e-10	SNP_69963671	1	69963671	1
CTL	individual_lipids_final	trans-EKODE-(E)-Ib	SORBI_3001G419000	1	69967019	69970235	29	4.966665e-10	SNP_69963671	1	69963671	0.609805
CTL	individual_lipids_final	trans-EKODE-(E)-Ib	SORBI_3001G419200	1	69995637	69998079	29	4.966665e-10	SNP_69963671	1	69963671	0.988695
CTL	individual_lipids_final	trans-EKODE-(E)-Ib	SORBI_3001G419300	1	70001749	70004928	29	4.966665e-10	SNP_69963671	1	69963671	1
CTL	individual_lipids_final	trans-EKODE-(E)-Ib	SORBI_3001G419600	1	70036636	70039387	28	4.966665e-10	SNP_69963671	1	69963671	0.463345
CTL	individual_lipids_final	TG(16:1_18:1_18:1)	SORBI_3005G109300	5	22390972	22392163	1	5.083263e-10	SNP_22613874	5	22613874	1
CTL	individual_lipids_final	TG(16:0_18:1_18:1)	SORBI_3010G143300	10	38000519	38004812	1	5.088808e-10	SNP_38233690	10	38233690	0.905518
CTL	individual_lipids_final	TG(16:0_18:1_18:1)	SORBI_3010G143500	10	38070890	38083747	1	5.088808e-10	SNP_38233690	10	38233690	0.913663
CTL	individual_lipids_final	TG(16:0_18:1_18:1)	SORBI_3010G143600	10	38101564	38120023	1	5.088808e-10	SNP_38233690	10	38233690	0.922441
CTL	individual_lipids_final	TG(16:0_18:1_18:1)	SORBI_3010G143700	10	38407598	38410467	1	5.088808e-10	SNP_38233690	10	38233690	0.917731
CTL	individual_lipids_final	TG(16:0_18:1_18:1)	SORBI_3010G143800	10	38390600	38413484	1	5.088808e-10	SNP_38233690	10	38233690	0.922441
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3004G137601	4	38150236	38152071	1	5.1661e-10	SNP_38207869	4	38207869	0.979457
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3004G137900	4	38384364	38388845	1	5.1661e-10	SNP_38207869	4	38207869	0.979457
CTL	individual_lipids_final	TG(12:0_18:1_18:2)	SORBI_3007G122000	7	52561868	52565942	2	5.244274e-10	SNP_52576077	7	52576077	0.811676
CTL	individual_lipids_final	TG(16:0_16:0_20:1)	SORBI_3001G354900	1	64480446	64484868	1	5.253493e-10	SNP_64729968	1	64729968	0.417041
CTL	individual_lipids_final	TG(16:0_16:0_20:1)	SORBI_3001G357700	1	64746396	64751377	1	5.253493e-10	SNP_64729968	1	64729968	0.456039
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3008G095500	8	45165490	45169630	6	5.269563e-10	SNP_45372717	8	45372717	0.783151
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3008G095633	8	45179920	45183259	6	5.269563e-10	SNP_45372717	8	45372717	0.93223
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3008G095766	8	45183449	45184397	6	5.269563e-10	SNP_45372717	8	45372717	0.93223
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3008G095900	8	45197392	45205471	6	5.269563e-10	SNP_45372717	8	45372717	0.921317
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3008G096050	8	45321511	45323853	3	5.269563e-10	SNP_45372717	8	45372717	0.882636
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3008G096100	8	45426265	45433705	2	5.269563e-10	SNP_45372717	8	45372717	0.525153
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3008G096150	8	45433706	45434914	2	5.269563e-10	SNP_45372717	8	45372717	0.511087
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3008G096200	8	45490279	45495182	2	5.269563e-10	SNP_45372717	8	45372717	1
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3008G096300	8	45491852	45492512	2	5.269563e-10	SNP_45372717	8	45372717	1
CTL	individual_lipids_final	Oxo fatty acid (18:3)	SORBI_3010G140800	10	32680719	32683021	1	5.299659e-10	SNP_32599978	10	32599978	0.735309
CTL	individual_lipids_final	TG(16:0_18:1_18:2)	SORBI_3001G254200	1	28465427	28472547	2	5.31203e-10	SNP_28567320	1	28567320	0.872856
CTL	individual_lipids_final	TG(16:0_18:1_18:2)	SORBI_3001G254300	1	28472869	28475678	1	5.31203e-10	SNP_28567320	1	28567320	0.872856
CTL	individual_lipids_final	TG(16:0_18:1_18:2)	SORBI_3001G254400	1	28476069	28479416	1	5.31203e-10	SNP_28567320	1	28567320	0.865269
CTL	individual_lipids_final	TG(16:0_18:1_18:2)	SORBI_3001G254600	1	28667176	28671871	1	5.31203e-10	SNP_28567320	1	28567320	0.867806
CTL	individual_lipids_final	TG(16:0_18:1_18:2)	SORBI_3001G254700	1	28682631	28683824	1	5.31203e-10	SNP_28567320	1	28567320	0.82269
CTL	individual_lipids_final	TG(16:0_18:0_18:2)	SORBI_3002G079500	2	8253892	8257661	1	5.371464e-10	SNP_8255537	2	8255537	1
CTL	individual_lipids_final	TG(18:2_22:0_22:3)	SORBI_3007G096900	7	18090423	18102237	1	5.403135e-10	SNP_18252988	7	18252988	0.885933
CTL	individual_lipids_final	TG(18:2_22:0_22:3)	SORBI_3007G097000	7	18105181	18110344	1	5.403135e-10	SNP_18252988	7	18252988	0.741427
CTL	individual_lipids_final	TG(16:1_18:1_18:1)	SORBI_3002G150766	2	43927821	43945329	1	5.424668e-10	SNP_43769684	2	43769684	0.941206
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3007G101500	7	25707028	25712978	1	5.471235e-10	SNP_25940728	7	25940728	0.844111
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3007G101600	7	25992700	26003422	1	5.471235e-10	SNP_25940728	7	25940728	0.571181
CTL	individual_lipids_final	TG(16:0_18:1_18:2)	SORBI_3007G101500	7	25707028	25712978	1	5.488802e-10	SNP_25940728	7	25940728	0.844111
CTL	individual_lipids_final	TG(16:0_18:1_18:2)	SORBI_3007G101600	7	25992700	26003422	1	5.488802e-10	SNP_25940728	7	25940728	0.571181
CTL	individual_lipids_final	PA(16:0_18:2)	SORBI_3010G036301	10	2906768	2914757	2	5.526291e-10	SNP_2904728	10	2904728	0.400659
CTL	individual_lipids_final	PA(16:0_18:2)	SORBI_3005G012200	5	1118386	1126595	10	5.638375e-10	SNP_1293524	5	1293524	0.466093
CTL	individual_lipids_final	PA(16:0_18:2)	SORBI_3005G012400	5	1130396	1138678	12	5.638375e-10	SNP_1293524	5	1293524	0.670513
CTL	individual_lipids_final	PA(16:0_18:2)	SORBI_3005G012800	5	1159290	1167251	12	5.638375e-10	SNP_1293524	5	1293524	0.886899
CTL	individual_lipids_final	PA(16:0_18:2)	SORBI_3005G013000	5	1169382	1173104	12	5.638375e-10	SNP_1293524	5	1293524	0.961364
CTL	individual_lipids_final	PA(16:0_18:2)	SORBI_3005G013050	5	1180435	1183192	12	5.638375e-10	SNP_1293524	5	1293524	0.969178
CTL	individual_lipids_final	PA(16:0_18:2)	SORBI_3005G013200	5	1184142	1190269	12	5.638375e-10	SNP_1293524	5	1293524	0.98951
CTL	individual_lipids_final	PA(16:0_18:2)	SORBI_3005G013300	5	1190324	1194712	12	5.638375e-10	SNP_1293524	5	1293524	0.990086
CTL	individual_lipids_final	PA(16:0_18:2)	SORBI_3005G013500	5	1224392	1225924	12	5.638375e-10	SNP_1293524	5	1293524	0.933144
CTL	individual_lipids_final	PA(16:0_18:2)	SORBI_3005G013600	5	1235265	1241922	12	5.638375e-10	SNP_1293524	5	1293524	0.938617
CTL	individual_lipids_final	PA(16:0_18:2)	SORBI_3005G013700	5	1244182	1245382	10	5.638375e-10	SNP_1293524	5	1293524	0.447015
CTL	individual_lipids_final	PA(16:0_18:2)	SORBI_3005G013901	5	1250208	1253844	12	5.638375e-10	SNP_1293524	5	1293524	0.945448
CTL	individual_lipids_final	PA(16:0_18:2)	SORBI_3005G014100	5	1298696	1299984	12	5.638375e-10	SNP_1293524	5	1293524	0.915001
