GeneID	GeneName	Flag	Conditions	Ontologies	Classes	Max_recurrence	Best_GWAS_p	Max_r2	Max_fold	Max_intervals	Specific	N_terms	Chr	Start	Family	Terms
SORBI_3006G138800	adenine phosphoribosyltransferase	metabolic enzyme	CTL	CC	TG	2	1.097527e-09	1	1.53	49	yes	1	6	50099099	OS04G0504000 PROTEIN (PTHR11776:SF11)	cytoplasm
SORBI_3006G258000	Regulatory protein RecX family protein	""	CTL	CC	TG	3	1.177089e-09	0.472924	1.53	49	yes	1	6	59424739	REGULATORY PROTEIN RECX FAMILY PROTEIN (PTHR33602:SF1)	cytoplasm
SORBI_3002G364301	Small ribosomal subunit protein eS1	""	CTL	BP;CC;MF	TG	4	1.189612e-09	1	1.53	49	yes	5	2	72508158	SMALL RIBOSOMAL SUBUNIT PROTEIN ES1 (PTHR11830:SF0)	cytoplasm | cytosol | ribosome | structural constituent of ribosome | translation
SORBI_3009G098900	Rho GDP-dissociation inhibitor 1	""	CTL	CC	TG	2	2.519973e-09	0.881728	1.53	49	yes	3	9	37982213	RHO GDP-DISSOCIATION INHIBITOR 1 (PTHR10980:SF39)	cytoplasm | cytosol | membrane
SORBI_3001G023100	ACB domain-containing protein	repeat-associated domain	CTL	CC	TG	1	5.0281e-09	0.513432	1.53	49	yes	2	1	1850735	ACYL-COA-BINDING DOMAIN-CONTAINING PROTEIN 4 (PTHR46093:SF3)	cytoplasm | cytosol
SORBI_3001G286500	ARM repeat superfamily protein	repeat-associated domain	CTL	CC	TG	1	5.462001e-09	0.484699	1.53	49	yes	1	1	56146379	TELO2-INTERACTING PROTEIN 1 HOMOLOG (PTHR18460:SF3)	cytoplasm
SORBI_3009G050700	Importin subunit alpha	transport	CTL	CC	TG	1	6.848356e-09	0.473676	1.53	49	yes	1	9	5036659	IMPORTIN SUBUNIT ALPHA (PTHR23316:SF71)	cytoplasm
SORBI_3006G049900	J domain-containing protein	repeat-associated domain	CTL	CC	TG	10	6.595057e-15	0.939332	1.48	19	yes	1	6	36790405	DNAJ HOMOLOG SUBFAMILY C MEMBER 2 (PTHR43999:SF1)	cytosol
SORBI_3008G132700	ATP citrate synthase	metabolic enzyme	CTL	CC	TG	10	6.204077e-14	0.67161	1.48	19	yes	1	8	55932919	""	cytosol
SORBI_3003G077300	Uncharacterized protein	""	CTL;LIN	CC	FA;TG	2	2.1307e-12	0.673583	1.48	50	yes	2	3	6595626	EKC_KEOPS COMPLEX SUBUNIT TPRKB (PTHR15840:SF10)	cytosol | nucleus
SORBI_3001G021000	Nicotinate phosphoribosyltransferase	metabolic enzyme	CTL	CC	TG	1	7.25892e-12	0.534772	1.48	19	yes	1	1	1729643	NICOTINATE PHOSPHORIBOSYLTRANSFERASE (PTHR11098:SF1)	cytosol
SORBI_3010G146800	RNA polymerase II subunit B1 CTD phosphatase RPAP2 homolog	""	LIN	CC;MF	SQDG	1	4.397667e-11	0.848115	1.48	23	yes	2	10	41914699	""	metal ion binding | nucleus
SORBI_3006G278500	GMP synthase [glutamine-hydrolyzing]	metabolic enzyme	CTL;LIN	CC;MF	FA;TG	8	1.240061e-10	0.685598	1.48	30	yes	2	6	60909086	GMP SYNTHASE [GLUTAMINE-HYDROLYZING] (PTHR11922:SF2)	ATP binding | cytosol
SORBI_3010G195000	SEC7 domain-containing protein	repeat-associated domain	CTL	CC	TG	1	1.931837e-10	0.677988	1.48	44	yes	2	10	53805664	BREFELDIN A-INHIBITED GUANINE NUCLEOTIDE-EXCHANGE PROTEIN 1 (PTHR10663:SF398)	cytosol | membrane
SORBI_3003G355500	NADP-dependent oxidoreductase domain-containing protein	metabolic enzyme	CTL	CC	TG	3	3.343409e-09	0.615222	1.48	19	yes	1	3	67400746	ALDOSE REDUCTASE (PTHR11732:SF540)	cytosol
SORBI_3003G033500	Dof zinc finger protein	repeat-associated domain	LIN	BP;CC;MF	SQDG	1	5.25602e-09	0.644114	1.48	23	yes	4	3	3066533	DOF ZINC FINGER PROTEIN DOF1.2 (PTHR31992:SF316)	DNA-binding transcription factor activity | metal ion binding | nucleus | regulation of DNA-templated transcription
SORBI_3004G005200	TMPIT-like protein	""	LIN	CC	FA	14	2.605726e-21	0.773038	1.47	43	yes	1	4	442658	OS02G0106800 PROTEIN (PTHR21433:SF4)	membrane
SORBI_3004G006500	Uncharacterized protein	""	LIN	CC	FA	14	2.605726e-21	0.597	1.47	43	yes	1	4	547159	PROTEIN ROH1A (PTHR31509:SF68)	membrane
SORBI_3004G005000	RING-type domain-containing protein	repeat-associated domain	LIN	CC	FA	12	3.849136e-19	0.554287	1.47	43	yes	1	4	432828	RING-H2 FINGER PROTEIN ATL61-RELATED (PTHR45798:SF88)	membrane
SORBI_3006G191700	Expansin	""	LIN	CC	FA	2	2.240513e-17	1	1.47	43	yes	1	6	54588520	EXPANSIN-A13 (PTHR31867:SF3)	membrane
SORBI_3006G194600	Malectin-like domain-containing protein	repeat-associated domain	LIN	CC	FA	2	2.240513e-17	1	1.47	43	yes	1	6	54777885	OS04G0586500 PROTEIN (PTHR34590:SF5)	membrane
SORBI_3006G194700	RING-type domain-containing protein	metabolic enzyme	LIN	CC	FA	2	2.240513e-17	0.76474	1.47	43	yes	1	6	54782600	OS04G0586700 PROTEIN (PTHR45768:SF79)	membrane
SORBI_3010G215600	Homogentisate phytyltransferase	metabolic enzyme	LIN	CC	FA;PC	3	3.794408e-17	0.589731	1.47	97	yes	1	10	55841949	HOMOGENTISATE PHYTYLTRANSFERASE 1, CHLOROPLASTIC (PTHR43009:SF6)	membrane
SORBI_3010G217400	Protein kinase domain-containing protein	transport	LIN	CC;MF	FA	2	3.794408e-17	0.790126	1.47	43	yes	3	10	56029460	PROTEIN KINASE DOMAIN-CONTAINING PROTEIN (PTHR48007:SF70)	ATP binding | membrane | plasma membrane
SORBI_3004G010300	Phospholipid_glycerol acyltransferase domain-containing protein	LIPID enzyme/transport	LIN	CC	FA	4	4.92621e-15	0.81885	1.47	43	yes	1	4	866843	GLYCEROL-3-PHOSPHATE ACYLTRANSFERASE 8-RELATED (PTHR15486:SF70)	membrane
SORBI_3004G028000	PRA1 family protein	""	LIN	CC	FA	2	1.732264e-14	0.708821	1.47	43	yes	1	4	2253210	PRA1 FAMILY PROTEIN H (PTHR19317:SF1)	membrane
SORBI_3004G028600	Protein kinase domain-containing protein	transport	LIN	CC;MF	FA	2	1.732264e-14	0.892467	1.47	43	yes	2	4	2276730	PROTEIN KINASE DOMAIN-CONTAINING PROTEIN (PTHR48055:SF54)	ATP binding | membrane
SORBI_3003G378400	Probable magnesium transporter	transport	LIN	CC	FA	6	2.866655e-14	1	1.47	43	yes	2	3	69243651	MAGNESIUM TRANSPORTER-RELATED (PTHR12570:SF91)	membrane | plasma membrane
SORBI_3003G378500	DUF679 domain membrane protein 2	""	LIN	CC	FA	6	2.866655e-14	1	1.47	43	yes	2	3	69248625	OS01G0882400 PROTEIN (PTHR31621:SF37)	cytoplasm | membrane
SORBI_3006G216800	Peroxisomal ATPase PEX6	transport	LIN	CC;MF	FA;PC	3	7.046525e-14	0.468233	1.47	97	yes	3	6	56456307	PEROXISOMAL ATPASE PEX6 (PTHR23077:SF9)	ATP binding | ATP hydrolysis activity | membrane
SORBI_3001G099500	PGG domain-containing protein	repeat-associated domain	LIN	CC	FA	2	7.419754e-14	0.486655	1.47	43	yes	1	1	7615986	PGG DOMAIN-CONTAINING PROTEIN (PTHR24177:SF442)	membrane
SORBI_3001G099600	PGG domain-containing protein	repeat-associated domain	LIN	CC	FA;PC	4	7.419754e-14	0.564641	1.47	97	yes	1	1	7619705	OS07G0193200 PROTEIN (PTHR24177:SF438)	membrane
SORBI_3001G026700	X8 domain-containing protein	repeat-associated domain	LIN	CC	FA	3	9.303456e-14	0.950512	1.47	43	yes	2	1	2082677	EXPRESSED PROTEIN (PTHR31044:SF49)	membrane | plasma membrane
SORBI_3004G341300	3-ketoacyl-CoA synthase	metabolic enzyme	LIN	CC	FA	2	7.555142e-13	0.964782	1.47	43	yes	1	4	67266760	3-KETOACYL-COA SYNTHASE (PTHR31561:SF7)	membrane
SORBI_3002G208900	Glutamate receptor	transport	LIN	CC	FA	2	1.744996e-12	0.442174	1.47	43	yes	1	2	60079331	GLUTAMATE RECEPTOR (PTHR18966:SF379)	membrane
SORBI_3002G209000	Glutamate receptor	transport	LIN	CC	FA	2	1.744996e-12	0.443573	1.47	43	yes	1	2	60089652	GLUTAMATE RECEPTOR (PTHR18966:SF461)	membrane
SORBI_3001G401800	PLAC8 family protein	""	LIN	CC	FA	3	7.159914e-12	0.715701	1.47	43	yes	1	1	68725115	OS03G0299800 PROTEIN (PTHR31045:SF19)	membrane
SORBI_3004G059200	Protein kinase domain-containing protein	transport	LIN	CC;MF	FA	2	1.270875e-11	0.422545	1.47	43	yes	2	4	4753488	LEUCINE-RICH REPEAT PROTEIN KINASE FAMILY PROTEIN-RELATED (PTHR48007:SF15)	ATP binding | membrane
SORBI_3004G060900	Protein kinase domain-containing protein	transport	LIN	CC;MF	FA	2	1.270875e-11	0.662325	1.47	43	yes	3	4	4875224	STRUBBELIG FAMILY RECEPTOR PROTEIN KINASE-RELATED (PTHR48007:SF85)	ATP binding | membrane | plasma membrane
SORBI_3001G403200	Protein kinase domain-containing protein	transport	LIN	CC;MF	FA	3	1.716327e-11	0.815165	1.47	43	yes	3	1	68831715	OS03G0297800 PROTEIN (PTHR48008:SF16)	ATP binding | membrane | plasma membrane
SORBI_3001G414400	PGG domain-containing protein	repeat-associated domain	LIN	CC	FA	2	4.408634e-11	1	1.47	43	yes	1	1	69613172	ANKYRIN REPEAT FAMILY PROTEIN (PTHR24186:SF18)	membrane
SORBI_3001G414650	UDP-glucuronate decarboxylase	""	LIN	CC	FA	2	4.408634e-11	0.979691	1.47	43	yes	1	1	69642768	UDP-GLUCURONATE DECARBOXYLASE (PTHR43078:SF51)	membrane
SORBI_3002G188200	RING-type domain-containing protein	metabolic enzyme	LIN	CC	FA	2	5.881396e-11	0.629896	1.47	43	yes	1	2	57264282	OS09G0376700 PROTEIN (PTHR45768:SF24)	membrane
SORBI_3004G097200	Peroxisomal membrane protein PMP22	transport	LIN	CC	FA	3	7.120347e-11	1	1.47	43	yes	1	4	8606515	PEROXISOMAL MEMBRANE PROTEIN PMP22 (PTHR11266:SF86)	membrane
SORBI_3005G175500	Uncharacterized protein	transport	LIN	CC;MF	FA;TG	3	7.264536e-10	0.468749	1.47	71	yes	4	5	65725533	OS07G0628900 PROTEIN (PTHR27002:SF803)	ATP binding | membrane | nucleotide binding | protein kinase activity
SORBI_3003G089600	Uncharacterized protein	""	LIN	CC	FA	1	1.656376e-09	0.442009	1.47	22	yes	1	3	7826326	P450 (PTHR24298:SF765)	membrane
SORBI_3006G042900	Protein FAR1-RELATED SEQUENCE	""	CTL	CC;MF	TG	9	1.690112e-12	0.885685	1.46	50	yes	2	6	29565542	PROTEIN FAR1-RELATED SEQUENCE (PTHR31669:SF168)	nucleus | zinc ion binding
SORBI_3007G099500	GRF-type domain-containing protein	repeat-associated domain	CTL	MF	TG	2	1.438554e-11	0.855365	1.46	28	yes	1	7	23108126	OS12G0467600 PROTEIN (PTHR48130:SF11)	zinc ion binding
SORBI_3003G357232	RING-CH-type domain-containing protein	repeat-associated domain	CTL	MF	TG	3	3.343409e-09	0.69854	1.46	28	yes	1	3	67552279	OS05G0452800 PROTEIN (PTHR46214:SF4)	zinc ion binding
SORBI_3001G023900	GATA-type domain-containing protein	repeat-associated domain	CTL	MF	TG	1	5.0281e-09	0.649914	1.46	28	yes	1	1	1898224	EXPRESSED PROTEIN (PTHR47172:SF28)	zinc ion binding
SORBI_3007G113900	Reticulon-like protein	""	CTL	CC	TG	4	2.859644e-14	0.871228	1.45	14	yes	1	7	46103134	RETICULON-LIKE PROTEIN B21 (PTHR46626:SF1)	endoplasmic reticulum membrane
SORBI_3006G034200	Uncharacterized protein	LIPID enzyme/transport	CTL	CC	TG	1	1.797998e-10	0.915764	1.45	18	yes	2	6	9222487	OS01G0770100 PROTEIN (PTHR31650:SF42)	endoplasmic reticulum membrane | plasma membrane
SORBI_3010G194900	BZIP domain-containing protein	repeat-associated domain	CTL	CC	TG	1	1.931837e-10	0.677988	1.45	50	yes	2	10	53796883	BASIC-LEUCINE ZIPPER TRANSCRIPTION FACTOR E-RELATED (PTHR47416:SF8)	endoplasmic reticulum membrane | nucleus
SORBI_3010G134400	Acyltransferase	LIPID enzyme/transport	CTL	CC	TG	3	2.99833e-10	1	1.45	14	yes	1	10	19611856	ACYLTRANSFERASE (PTHR12317:SF75)	endoplasmic reticulum membrane
SORBI_3004G140300	7-dehydrocholesterol reductase	metabolic enzyme	CTL;LIN	CC	TG	1	4.396448e-10	0.848271	1.45	71	yes	2	4	40799384	7-DEHYDROCHOLESTEROL REDUCTASE (PTHR21257:SF38)	endoplasmic reticulum membrane | membrane
SORBI_3001G285800	Uncharacterized protein	""	CTL	CC	TG	1	7.420687e-10	1	1.45	14	yes	2	1	55923193	TRANSMEMBRANE PROTEIN 199 (PTHR31394:SF1)	endomembrane system | endoplasmic reticulum membrane
SORBI_3006G035500	Fe2OG dioxygenase domain-containing protein	repeat-associated domain	CTL	CC	TG	2	1.161106e-09	0.964882	1.45	14	yes	1	6	10679473	PROLYL 4-HYDROXYLASE 1 (PTHR10869:SF42)	endoplasmic reticulum membrane
SORBI_3009G050400	Histidine kinase domain-containing protein	metabolic enzyme	CTL	CC	TG	1	6.848356e-09	0.587329	1.45	14	yes	1	9	5018100	ETHYLENE RESPONSE SENSOR 2-RELATED (PTHR24423:SF639)	endoplasmic reticulum membrane
SORBI_3001G171500	Presenilin	""	LIN	CC	FA	2	2.978268e-14	0.760344	1.44	43	yes	2	1	14323209	PRESENILIN HOMOLOG (PTHR10202:SF13)	endoplasmic reticulum membrane | membrane
SORBI_3010G216200	Glutaredoxin domain-containing protein	metabolic enzyme	LIN	CC	FA	1	8.736378e-12	0.569193	1.44	10	yes	1	10	55953564	GLUTAREDOXIN 2 (PTHR45694:SF5)	endoplasmic reticulum membrane
SORBI_3002G264300	Reticulon-like protein	""	LIN	CC	FA	1	1.214883e-09	0.523473	1.44	10	yes	1	2	64887540	3BETA-HYDROXYSTEROID-DEHYDROGENASE_DECARBOXYLASE ISOFORM 3 (PTHR10366:SF639)	endoplasmic reticulum membrane
SORBI_3007G162400	ABC transporter domain-containing protein	transport	LIN	BP;CC;MF	FA	2	7.157958e-15	0.619397	1.42	43	yes	3	7	59653952	ABC TRANSPORTER G FAMILY MEMBER 8 (PTHR48041:SF27)	ATP binding | membrane | transmembrane transport
SORBI_3001G512300	Uncharacterized protein	transport	LIN	BP;CC	FA	2	4.20874e-11	1	1.42	43	yes	2	1	78006104	MITOCHONDRIAL OUTER MEMBRANE PROTEIN PORIN 4 (PTHR11743:SF27)	membrane | transmembrane transport
SORBI_3004G019800	Protein DETOXIFICATION	transport	LIN	BP;CC	FA;PC	2	1.312638e-10	0.63197	1.42	97	yes	2	4	1569868	PROTEIN DETOXIFICATION 46, CHLOROPLASTIC (PTHR42893:SF9)	membrane | transmembrane transport
SORBI_3003G122300	Envelope ADP,ATP carrier protein, chloroplastic	transport	LIN	BP;CC	FA	1	1.921e-10	0.694544	1.42	43	yes	2	3	11133615	ENVELOPE ADP,ATP CARRIER PROTEIN, CHLOROPLASTIC-RELATED (PTHR24089:SF676)	membrane | transmembrane transport
SORBI_3010G147200	Aluminum-activated malate transporter	transport	LIN	BP;CC	SQDG	1	4.397667e-11	1	1.4	31	yes	2	10	42040799	OS06G0331900 PROTEIN (PTHR31086:SF9)	membrane | transmembrane transport
SORBI_3010G151575	ABC transporter family G domain-containing protein	transport	LIN	BP;CC	SQDG	1	6.268769e-11	0.542046	1.4	31	yes	2	10	44006475	""	membrane | transmembrane transport
SORBI_3010G136900	ABC transporter domain-containing protein	transport	LIN	BP;CC;MF	SQDG	1	1.113844e-10	1	1.4	31	yes	3	10	21118106	OS10G0163290 PROTEIN (PTHR48042:SF20)	ATP binding | membrane | transmembrane transport
SORBI_3010G138400	Protein DETOXIFICATION	transport	LIN	BP;CC	SQDG	1	1.866673e-10	1	1.4	31	yes	2	10	22940193	PROTEIN DETOXIFICATION (PTHR11206:SF344)	membrane | transmembrane transport
SORBI_3010G127800	Major facilitator superfamily (MFS) profile domain-containing protein	transport	LIN	BP;CC	SQDG	1	2.957355e-10	0.493336	1.4	31	yes	2	10	16383448	MAJOR FACILITATOR SUPERFAMILY (MFS) PROFILE DOMAIN-CONTAINING PROTEIN (PTHR11654:SF399)	membrane | transmembrane transport
SORBI_3002G159900	Sugar phosphate transporter domain-containing protein	transport	LIN	BP;CC	SQDG	1	3.210896e-10	1	1.4	31	yes	2	2	49423486	PHOSPHOENOLPYRUVATE_PHOSPHATE TRANSLOCATOR 1, CHLOROPLASTIC (PTHR11132:SF496)	membrane | transmembrane transport
SORBI_3010G131600	ADP_ATP translocase	transport	LIN	BP;CC	SQDG	1	6.700401e-10	0.651225	1.4	31	yes	2	10	18073068	ADP_ATP TRANSLOCASE (PTHR45635:SF20)	membrane | transmembrane transport
SORBI_3010G133300	Major facilitator superfamily (MFS) profile domain-containing protein	transport	LIN	BP;CC	SQDG	1	1.214392e-09	0.881832	1.4	31	yes	2	10	19400991	INORGANIC PHOSPHATE TRANSPORTER 1-9-RELATED (PTHR24064:SF492)	membrane | transmembrane transport
SORBI_3010G165500	ABC transporter domain-containing protein	transport	LIN	BP;CC;MF	SQDG	1	1.326252e-09	0.929161	1.4	31	yes	3	10	48920369	ABC TRANSPORTER G FAMILY MEMBER 36 (PTHR19241:SF545)	ATP binding | membrane | transmembrane transport
SORBI_3006G025300	ABC transporter domain-containing protein	transport	LIN	BP;CC;MF	SQDG	1	1.913575e-09	1	1.4	31	yes	3	6	4388231	OS04G0194500 PROTEIN (PTHR48041:SF77)	ATP binding | membrane | transmembrane transport
SORBI_3002G141900	Citrate transporter-like domain-containing protein	transport	LIN	BP;CC	SQDG	1	3.009898e-09	1	1.4	31	yes	2	2	23104498	SODIUM_PROTON ANTIPORTER 1-RELATED (PTHR43269:SF2)	membrane | transmembrane transport
SORBI_3005G125400	S-type anion channel SLAH3	transport	CTL	BP;CC	TG	1	2.08943e-12	1	1.39	44	yes	4	5	54770158	OS07G0181100 PROTEIN (PTHR31269:SF23)	endomembrane system | membrane | plasma membrane | transmembrane transport
SORBI_3006G040500	Phospholipid-transporting ATPase	LIPID enzyme/transport	CTL	CC	TG	11	1.246008e-10	0.422605	1.39	44	yes	2	6	25522678	PHOSPHOLIPID-TRANSPORTING ATPASE (PTHR24092:SF199)	endomembrane system | membrane
SORBI_3008G004500	Protein kinase domain-containing protein	metabolic enzyme	CTL	CC	TG	1	2.103137e-09	0.456622	1.39	10	yes	1	8	406101	PROTEIN KINASE DOMAIN-CONTAINING PROTEIN (PTHR46084:SF14)	endomembrane system
SORBI_3001G454100	Major facilitator superfamily (MFS) profile domain-containing protein	transport	LIN	BP;CC;MF	PC	2	7.929932e-13	1	1.35	97	yes	3	1	73058804	IP12678P (PTHR23500:SF357)	membrane | transmembrane transport | transmembrane transporter activity
SORBI_3008G106100	Ureide permease 2	""	LIN	BP;CC;MF	PC	2	9.175627e-13	0.793565	1.35	97	yes	3	8	49962649	OS12G0503300 PROTEIN (PTHR31081:SF8)	membrane | transmembrane transport | transmembrane transporter activity
SORBI_3001G256900	Mitochondrial carrier protein	transport	LIN	BP;CC	PC	3	1.005971e-12	0.815971	1.35	97	yes	2	1	30126144	MITOCHONDRIAL CARRIER PROTEIN, EXPRESSED (PTHR46080:SF4)	membrane | transmembrane transport
SORBI_3009G136100	WAT1-related protein	""	LIN	BP;CC;MF	PC	1	1.403869e-11	1	1.35	97	yes	3	9	49161977	OS05G0409500 PROTEIN (PTHR31218:SF399)	membrane | transmembrane transport | transmembrane transporter activity
SORBI_3009G136600	Major facilitator superfamily (MFS) profile domain-containing protein	transport	LIN	BP;CC;MF	PC	1	1.403869e-11	0.674065	1.35	97	yes	3	9	49279553	OS05G0410500 PROTEIN (PTHR11654:SF393)	membrane | transmembrane transport | transmembrane transporter activity
SORBI_3004G102800	ADP_ATP translocase	transport	LIN	BP;CC	PC	1	2.067558e-11	0.451964	1.35	97	yes	2	4	9648246	ADP,ATP CARRIER PROTEIN ER-ANT1 (PTHR45635:SF8)	membrane | transmembrane transport
SORBI_3007G181100	Protein DETOXIFICATION	transport	LIN	BP;CC	PC	2	3.373222e-11	0.831305	1.35	97	yes	2	7	61437164	PROTEIN DETOXIFICATION (PTHR11206:SF144)	membrane | transmembrane transport
SORBI_3009G085900	Uncharacterized protein	""	LIN	BP;CC	PC	1	8.911286e-11	0.510551	1.35	97	yes	2	9	14570383	AQUAPORIN TIP4-1-RELATED (PTHR45665:SF13)	membrane | transmembrane transport
SORBI_3010G137400	Protein kinase domain-containing protein	transport	LIN	MF	SQDG	1	9.841433e-11	0.970998	1.35	21	yes	2	10	21875490	OS06G0496800 PROTEIN (PTHR27002:SF396)	ATP binding | protein serine/threonine kinase activity
SORBI_3005G088500	WAT1-related protein	""	LIN	BP;CC;MF	PC	1	1.000254e-10	0.892918	1.35	97	yes	3	5	12638268	WAT1-RELATED PROTEIN (PTHR31218:SF233)	membrane | transmembrane transport | transmembrane transporter activity
SORBI_3009G152800	Major facilitator superfamily (MFS) profile domain-containing protein	transport	LIN	BP;CC;MF	PC	2	1.16951e-10	0.409576	1.35	97	yes	3	9	50914823	OS07G0131250 PROTEIN (PTHR23500:SF478)	membrane | transmembrane transport | transmembrane transporter activity
SORBI_3009G147500	Potassium channel	transport	LIN	BP;CC	PC	1	1.218852e-10	1	1.35	97	yes	2	9	50441882	POTASSIUM CHANNEL AKT2_3 (PTHR45743:SF21)	membrane | transmembrane transport
SORBI_3002G306300	Nucleobase-ascorbate transporter 11	transport	LIN	BP;CC;MF	PC	1	1.364107e-10	1	1.35	97	yes	3	2	68113481	NUCLEOBASE-ASCORBATE TRANSPORTER 11 (PTHR11119:SF54)	membrane | transmembrane transport | transmembrane transporter activity
SORBI_3010G139100	non-specific serine_threonine protein kinase	metabolic enzyme	LIN	MF	SQDG	2	1.365799e-10	1	1.35	21	yes	3	10	23774936	NON-SPECIFIC SERINE_THREONINE PROTEIN KINASE (PTHR27001:SF480)	ATP binding | nucleotide binding | protein serine/threonine kinase activity
SORBI_3010G137300	Protein kinase domain-containing protein	transport	LIN	MF	SQDG	1	1.4097e-10	1	1.35	21	yes	2	10	21498050	OS06G0496800 PROTEIN (PTHR27002:SF396)	ATP binding | protein serine/threonine kinase activity
SORBI_3010G138500	Receptor-like serine_threonine-protein kinase	transport	LIN	CC;MF	SQDG	1	1.866673e-10	0.97155	1.35	31	yes	4	10	23005710	RECEPTOR-LIKE SERINE_THREONINE-PROTEIN KINASE (PTHR47976:SF115)	ATP binding | membrane | nucleotide binding | protein serine/threonine kinase activity
SORBI_3005G225800	ABC transporter domain-containing protein	transport	LIN	BP;CC;MF	PC	1	2.117281e-10	1	1.35	97	yes	4	5	71239783	ABC-2 TYPE TRANSPORTER FAMILY PROTEIN, EXPRESSED (PTHR48042:SF9)	ATP binding | ATP hydrolysis activity | membrane | transmembrane transport
SORBI_3004G349550	Protein DETOXIFICATION	transport	LIN	BP;CC	PC	1	4.143566e-10	0.499547	1.35	97	yes	2	4	67834255	PROTEIN DETOXIFICATION (PTHR11206:SF357)	membrane | transmembrane transport
SORBI_3008G111100	Major facilitator superfamily (MFS) profile domain-containing protein	transport	LIN	BP;CC;MF	PC	1	6.256766e-10	0.91678	1.35	97	yes	3	8	51571077	OS12G0512100 PROTEIN (PTHR23500:SF32)	membrane | transmembrane transport | transmembrane transporter activity
SORBI_3008G104500	Ureide permease 2	""	LIN	BP;CC;MF	PC	1	7.929619e-10	0.436917	1.35	97	yes	3	8	49121611	UREIDE PERMEASE 1-RELATED (PTHR31081:SF5)	membrane | transmembrane transport | transmembrane transporter activity
SORBI_3002G156400	MDR-like ABC transporter	transport	LIN	BP;CC;MF	PC	1	8.437376e-10	0.471479	1.35	97	yes	5	2	47469744	ABC TRANSPORTER B FAMILY MEMBER 9 (PTHR24221:SF465)	ATP binding | ATP hydrolysis activity | membrane | plasma membrane | transmembrane transport
SORBI_3009G057700	Uncharacterized protein	transport	LIN	BP;CC	PC	1	8.989195e-10	0.890136	1.35	97	yes	3	9	5972474	ZINC TRANSPORTER 6, CHLOROPLASTIC (PTHR11040:SF26)	membrane | plasma membrane | transmembrane transport
SORBI_3007G039500	Uncharacterized protein	""	LIN	BP;CC	PC	1	1.122257e-09	0.621445	1.35	97	yes	2	7	3812660	AQUAPORIN NIP5-1-RELATED (PTHR45724:SF35)	membrane | transmembrane transport
SORBI_3007G039600	Uncharacterized protein	""	LIN	BP;CC	PC	1	1.122257e-09	0.569153	1.35	97	yes	2	7	3826797	AQUAPORIN NIP3-2 (PTHR45724:SF55)	membrane | transmembrane transport
SORBI_3001G233400	Citrate transporter-like domain-containing protein	transport	LIN	BP;CC	PC	1	1.280204e-09	0.702677	1.35	97	yes	3	1	22813474	OS10G0447900 PROTEIN (PTHR43302:SF3)	membrane | plasma membrane | transmembrane transport
SORBI_3003G371400	Major facilitator superfamily (MFS) profile domain-containing protein	transport	LIN	BP;CC;MF	PC	1	1.287754e-09	0.822891	1.35	97	yes	3	3	68709809	PROTEIN NRT1_ PTR FAMILY 5.10 (PTHR11654:SF425)	membrane | transmembrane transport | transmembrane transporter activity
SORBI_3003G371600	Major facilitator superfamily (MFS) profile domain-containing protein	transport	LIN	BP;CC;MF	PC	1	1.287754e-09	0.595454	1.35	97	yes	3	3	68730882	OS01G0871900 PROTEIN (PTHR11654:SF164)	membrane | transmembrane transport | transmembrane transporter activity
SORBI_3003G372100	Major facilitator superfamily (MFS) profile domain-containing protein	transport	LIN	BP;CC;MF	PC	1	1.287754e-09	0.875747	1.35	97	yes	3	3	68756579	MAJOR FACILITATOR SUPERFAMILY (MFS) PROFILE DOMAIN-CONTAINING PROTEIN (PTHR11654:SF321)	membrane | transmembrane transport | transmembrane transporter activity
SORBI_3008G111300	Major facilitator superfamily (MFS) profile domain-containing protein	transport	LIN	BP;CC;MF	PC	1	1.408771e-09	0.869771	1.35	97	yes	3	8	51658443	OS12G0514000 PROTEIN (PTHR23500:SF5)	membrane | transmembrane transport | transmembrane transporter activity
SORBI_3010G159400	Cationic amino acid transporter C-terminal domain-containing protein	transport	LIN	BP;CC;MF	PC	1	1.668962e-09	0.943754	1.35	97	yes	4	10	46836727	CATIONIC AMINO ACID TRANSPORTER 8, VACUOLAR (PTHR43243:SF62)	membrane | plasma membrane | transmembrane transport | transmembrane transporter activity
SORBI_3010G163800	Receptor-like serine_threonine-protein kinase	transport	LIN	CC;MF	SQDG	1	3.391947e-09	0.518635	1.35	31	yes	4	10	48215148	RECEPTOR-LIKE SERINE_THREONINE-PROTEIN KINASE (PTHR47976:SF13)	ATP binding | membrane | nucleotide binding | protein serine/threonine kinase activity
SORBI_3001G000400	ABC transporter domain-containing protein	transport	LIN	BP;CC;MF	PC	1	4.327952e-09	0.80614	1.35	97	yes	4	1	22391	ABC TRANSPORTER G FAMILY MEMBER 34-RELATED (PTHR19241:SF638)	ATP binding | ATP hydrolysis activity | membrane | transmembrane transport
SORBI_3004G075800	Chloride channel protein	transport	LIN	BP;CC	PC	1	4.549206e-09	0.522698	1.35	97	yes	2	4	6171321	CHLORIDE CHANNEL PROTEIN (PTHR11689:SF147)	membrane | transmembrane transport
SORBI_3001G457200	Mitochondrial carrier protein	transport	LIN	BP;CC	PC	1	5.199021e-09	0.403775	1.35	97	yes	2	1	73319995	MITOCHONDRIAL MAGNESIUM EXPORTER 1 (PTHR45667:SF7)	membrane | transmembrane transport
