condition	layer	GeneID	GeneName	Family_Sufamily	ProteinClass	GO_MF	GO_BP	Chromosome	Gene_Start	Gene_End	Best_P_Value	N_sig_SNPs	Max_r2	N_Phenotypes	Phenotypes	GO_CC
LIN	individual	SORBI_3001G026600	Uncharacterized protein	""	""	""	""	1	2072933	2074370	3.559528e-13	7	0.718406	1	FA(22:1)	""
LIN	individual	SORBI_3001G012500	glutathione transferase	GLUTATHIONE S-TRANSFERASE GSTF2-RELATED (PTHR43900:SF39)	transferase(PC00220)	glutathione transferase activity(GO:0004364);transferase activity(GO:0016740);glutathione binding(GO:0043295)	glutathione metabolic process(GO:0006749);response to herbicide(GO:0009635)	1	1169607	1171177	4.240237e-13	18	0.568179	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	cytoplasm(GO:0005737)
LIN	individual	SORBI_3001G012800	Nucleotide-diphospho-sugar transferase domain-containing protein	NUCLEOTIDE-DIPHOSPHO-SUGAR TRANSFERASE FAMILY PROTEIN (PTHR46038:SF14)	""	""	""	1	1203141	1207730	4.240237e-13	18	0.560209	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3001G189700	J domain-containing protein	DNAJ DOMAIN CONTAINING PROTEIN, EXPRESSED (PTHR44137:SF53)	""	""	""	1	16767935	16769266	4.33485e-13	25	1	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	endoplasmic reticulum(GO:0005783)
LIN	individual	SORBI_3001G189750	10 kDa chaperonin	10 KDA HEAT SHOCK PROTEIN, MITOCHONDRIAL (PTHR10772:SF0)	chaperonin(PC00073)	ATP binding(GO:0005524);protein folding chaperone(GO:0044183);metal ion binding(GO:0046872);unfolded protein binding(GO:0051082);protein-folding chaperone binding(GO:0051087)	protein folding(GO:0006457)	1	16770833	16773743	4.33485e-13	25	0.873657	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	mitochondrion(GO:0005739)
LIN	individual	SORBI_3001G189800	J domain-containing protein	DNAJ DOMAIN CONTAINING PROTEIN, EXPRESSED (PTHR44137:SF53)	""	""	""	1	16776718	16777461	4.33485e-13	11	1	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	endoplasmic reticulum(GO:0005783)
LIN	individual	SORBI_3005G108300	Uncharacterized protein	""	""	ligase activity(GO:0016874)	""	5	20948577	20949774	4.455687e-13	1	0.871626	1	NAE(18:0)	""
LIN	individual	SORBI_3005G108500						5	20992041	21005017	4.455687e-13	1	0.992937	1	NAE(18:0)	
LIN	individual	SORBI_3005G108501						5	20988818	20990091	4.455687e-13	1	0.729842	1	NAE(18:0)	
LIN	individual	SORBI_3005G108600						5	21003931	21007786	4.455687e-13	1	0.871814	1	NAE(18:0)	
LIN	individual	SORBI_3005G108601						5	21013121	21015028	4.455687e-13	1	0.989294	1	NAE(18:0)	
LIN	individual	SORBI_3005G108700	Uncharacterized protein	""	""	""	""	5	21057351	21058389	4.455687e-13	1	0.471452	1	NAE(18:0)	""
LIN	individual	SORBI_3005G108801	DET1- and DDB1-associated protein 1	DET1- AND DDB1-ASSOCIATED PROTEIN 1 (PTHR31879:SF2)	""	""	regulation of proteasomal ubiquitin-dependent protein catabolic process(GO:0032434);positive regulation of proteasomal ubiquitin-dependent protein catabolic process(GO:0032436)	5	21058607	21075607	4.455687e-13	1	0.992854	1	NAE(18:0)	Cul4-RING E3 ubiquitin ligase complex(GO:0080008)
LIN	individual	SORBI_3005G108900	Uncharacterized protein	""	""	""	""	5	21204856	21206337	4.455687e-13	1	0.897735	1	NAE(18:0)	""
LIN	individual	SORBI_3005G109000	Cytochrome P450	CYTOCHROME P450, FAMILY 94, SUBFAMILY B, POLYPEPTIDE 2 (PTHR24296:SF204)	oxygenase(PC00177)	monooxygenase activity(GO:0004497);iron ion binding(GO:0005506);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);heme binding(GO:0020037);metal ion binding(GO:0046872)	""	5	21259432	21261780	4.455687e-13	1	0.87165	1	NAE(18:0)	""
LIN	individual	SORBI_3009G093900	Rhodanese domain-containing protein	RHODANESE-LIKE DOMAIN-CONTAINING PROTEIN 7-RELATED (PTHR43268:SF3)	transferase(PC00220)	""	""	9	24244929	24253647	4.911213e-13	1	1	1	TG(18:1_18:2_18:2)	""
LIN	individual	SORBI_3003G355200						3	67387221	67390118	5.155536e-13	1	0.415064	1	FA(22:1)	
LIN	individual	SORBI_3003G356300						3	67466193	67477208	5.155536e-13	1	0.416346	1	FA(22:1)	
LIN	individual	SORBI_3003G356400	Uncharacterized protein	OS01G0848900 PROTEIN (PTHR33738:SF4)	""	""	""	3	67488026	67491345	5.155536e-13	1	0.408396	1	FA(22:1)	""
LIN	individual	SORBI_3003G356500	Bifunctional inhibitor_plant lipid transfer protein_seed storage helical domain-containing protein	OS01G0849000 PROTEIN (PTHR33122:SF76)	""	fatty acid binding(GO:0005504)	systemic acquired resistance(GO:0009627)	3	67490999	67492096	5.155536e-13	1	0.416346	1	FA(22:1)	""
LIN	individual	SORBI_3003G356600	PRONE domain-containing protein	ROP GUANINE NUCLEOTIDE EXCHANGE FACTOR 7 (PTHR33101:SF14)	guanyl-nucleotide exchange factor(PC00113)	guanyl-nucleotide exchange factor activity(GO:0005085)	""	3	67492758	67496854	5.155536e-13	1	0.439633	1	FA(22:1)	plasma membrane(GO:0005886)
LIN	individual	SORBI_3003G356850	Uncharacterized protein	SUBTILISIN INHIBITOR 1 (PTHR33091:SF29)	protease inhibitor(PC00191)	serine-type endopeptidase inhibitor activity(GO:0004867);peptidase inhibitor activity(GO:0030414)	response to wounding(GO:0009611)	3	67504498	67505498	5.155536e-13	1	0.429328	1	FA(22:1)	""
LIN	individual	SORBI_3010G180800						10	52023606	52037400	5.823838e-13	4	0.836068	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	
LIN	individual	SORBI_3010G181200						10	52051092	52054002	5.823838e-13	3	0.594403	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	
LIN	individual	SORBI_3010G182000	AAA+ ATPase domain-containing protein	AAA+ ATPASE DOMAIN-CONTAINING PROTEIN (PTHR23073:SF110)	protease(PC00190)	nucleotide binding(GO:0000166);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);proteasome-activating activity(GO:0036402)	proteasome-mediated ubiquitin-dependent protein catabolic process(GO:0043161)	10	52111939	52115686	5.823838e-13	5	0.761344	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	proteasome complex(GO:0000502);nucleus(GO:0005634);cytoplasm(GO:0005737);proteasome regulatory particle, base subcomplex(GO:0008540)
LIN	individual	SORBI_3010G182100						10	52122844	52125920	5.823838e-13	38	0.903377	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	
LIN	individual	SORBI_3010G182200						10	52135657	52140467	5.823838e-13	33	1	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	
LIN	individual	SORBI_3010G182600						10	52224553	52228422	5.823838e-13	56	1	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	
LIN	individual	SORBI_3010G184100	Uncharacterized protein	OS06G0602700 PROTEIN (PTHR24089:SF358)	mitochondrial carrier protein(PC00158)	""	organic anion transport(GO:0015711);organophosphate ester transport(GO:0015748);transmembrane transport(GO:0055085)	10	52392383	52396386	5.823838e-13	54	1	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	mitochondrial inner membrane(GO:0005743);chloroplast inner membrane(GO:0009706);membrane(GO:0016020)
LIN	individual	SORBI_3003G222400						3	55810516	55815716	6.699814e-13	3	0.415929	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	
LIN	individual	SORBI_3004G087500	ADP,ATP carrier protein	ADP,ATP CARRIER PROTEIN 1, CHLOROPLASTIC (PTHR31187:SF13)	""	nucleotide binding(GO:0000166);ATP:ADP antiporter activity(GO:0005471);ATP binding(GO:0005524)	nucleotide transport(GO:0006862);ADP transport(GO:0015866);ATP transport(GO:0015867)	4	7408007	7411418	7.060457e-13	130	0.542006	1	TG(12:0_18:2_18:3)	membrane(GO:0016020);chloroplast membrane(GO:0031969)
LIN	individual	SORBI_3004G089000	Glycosyltransferase family 28 N-terminal domain-containing protein	GLYCOSYLTRANSFERASE (PTHR48050:SF11)	glycosyltransferase(PC00111)	UDP-glycosyltransferase activity(GO:0008194);transferase activity(GO:0016740);hexosyltransferase activity(GO:0016758)	sterol metabolic process(GO:0016125)	4	7551965	7557542	7.060457e-13	130	0.4764	1	TG(12:0_18:2_18:3)	""
LIN	individual	SORBI_3010G147000	CRC domain-containing protein	OS06G0332700 PROTEIN (PTHR12446:SF58)	""	""	regulation of DNA-templated transcription(GO:0006355)	10	41921555	41927514	7.295295e-13	1	0.914724	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	nucleus(GO:0005634)
LIN	individual	SORBI_3010G147966	Uncharacterized protein	""	""	""	""	10	42371882	42372991	7.295295e-13	1	0.788146	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3005G110508						5	33882593	33913310	7.46883e-13	26	1	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	
LIN	individual	SORBI_3005G110511						5	33932093	33945918	7.46883e-13	26	0.988799	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	
LIN	individual	SORBI_3005G110514						5	33946250	33951317	7.46883e-13	26	0.988799	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	
LIN	individual	SORBI_3004G339100						4	67104883	67109555	7.555142e-13	4	0.619647	1	FA(22:1)	
LIN	individual	SORBI_3004G341300	3-ketoacyl-CoA synthase	3-KETOACYL-COA SYNTHASE (PTHR31561:SF7)	""	transferase activity(GO:0016740);acyltransferase activity(GO:0016746);acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747)	fatty acid biosynthetic process(GO:0006633)	4	67266760	67272191	7.555142e-13	5	0.935155	1	FA(22:1)	membrane(GO:0016020)
LIN	individual	SORBI_3004G341600	O-methyltransferase domain-containing protein	5-PENTADECATRIENYL RESORCINOL O-METHYLTRANSFERASE (PTHR11746:SF318)	methyltransferase(PC00155)	methyltransferase activity(GO:0008168);O-methyltransferase activity(GO:0008171);S-adenosylmethionine-dependent methyltransferase activity(GO:0008757);transferase activity(GO:0016740);protein dimerization activity(GO:0046983)	methylation(GO:0032259)	4	67285704	67287857	7.555142e-13	5	0.869222	1	FA(22:1)	""
LIN	individual	SORBI_3004G341700	LisH domain-containing protein	TRANSCRIPTIONAL COREPRESSOR LEUNIG_HOMOLOG (PTHR44376:SF9)	DNA-binding transcription factor(PC00218)	transcription corepressor activity(GO:0003714)	negative regulation of DNA-templated transcription(GO:0045892)	4	67289061	67298886	7.555142e-13	5	0.878098	1	FA(22:1)	""
LIN	individual	SORBI_3004G341800	PPPDE domain-containing protein	OS02G0814000 PROTEIN (PTHR12378:SF81)	cysteine protease(PC00081)	peptidase activity(GO:0008233);hydrolase activity(GO:0016787)	proteolysis(GO:0006508);protein export from nucleus(GO:0006611);regulation of proteasomal ubiquitin-dependent protein catabolic process(GO:0032434)	4	67307270	67309050	7.555142e-13	5	0.816809	1	FA(22:1)	""
LIN	individual	SORBI_3004G341900	Phospholipid--sterol O-acyltransferase	PHOSPHOLIPID--STEROL O-ACYLTRANSFERASE (PTHR11440:SF7)	acyltransferase(PC00042)	phosphatidylcholine-sterol O-acyltransferase activity(GO:0004607);O-acyltransferase activity(GO:0008374);phosphatidylethanolamine-sterol O-acyltransferase activity(GO:0080095);phosphatidate-sterol O-acyltransferase activity(GO:0080096)	lipid metabolic process(GO:0006629);leaf senescence(GO:0010150);sterol catabolic process(GO:0016127)	4	67310692	67318156	7.555142e-13	5	0.753177	1	FA(22:1)	cytoplasm(GO:0005737)
LIN	individual	SORBI_3001G454200	Uncharacterized protein	""	""	""	""	1	73061860	73062909	7.929932e-13	22	1	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3001G454301	Nuclear pore complex protein Nup214 phenylalanine-glycine (FG) domain-containing protein	""	""	structural constituent of nuclear pore(GO:0017056)	RNA export from nucleus(GO:0006405)	1	73065985	73068874	7.929932e-13	22	1	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3001G454401	Uncharacterized protein	""	""	structural constituent of nuclear pore(GO:0017056)	RNA export from nucleus(GO:0006405)	1	73079120	73082932	7.929932e-13	22	1	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3001G454500	Protein OBERON 4	PROTEIN OBERON 4 (PTHR21736:SF20)	""	zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	root meristem specification(GO:0010071);maintenance of root meristem identity(GO:0010078);regulation of gene expression(GO:0010468);maintenance of shoot apical meristem identity(GO:0010492)	1	73084043	73091107	7.929932e-13	22	1	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	nucleus(GO:0005634)
LIN	individual	SORBI_3001G454600	Uncharacterized protein	""	""	""	""	1	73088927	73094130	7.929932e-13	23	1	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3010G183900	Uncharacterized protein	FERREDOXIN-LIKE PROTEIN (PTHR34537:SF2)	""	""	""	10	52348521	52349875	8.29264e-13	52	0.515998	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3008G033400	Trichome birefringence-like N-terminal domain-containing protein	PROTEIN TRICHOME BIREFRINGENCE-LIKE 11 (PTHR32285:SF213)	""	O-acetyltransferase activity(GO:0016413);transferase activity(GO:0016740);xylan O-acetyltransferase activity(GO:1990538)	""	8	3048818	3052927	8.733768e-13	8	0.76801	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	Golgi membrane(GO:0000139);Golgi apparatus(GO:0005794)
LIN	individual	SORBI_3008G098098	Uncharacterized protein	""	""	""	""	8	46579370	46580681	8.760717e-13	6	0.91054	1	PC(18:2_20:4)	""
LIN	individual	SORBI_3006G036300	Flowering-promoting factor 1-like protein 3	FLOWERING-PROMOTING FACTOR 1-LIKE PROTEIN 4 (PTHR33433:SF4)	""	""	regulation of flower development(GO:0009909)	6	11836848	11837626	9.59957e-13	2	0.796416	1	TG(12:0_18:2_18:3)	""
LIN	individual	SORBI_3006G036400						6	12195253	12199306	9.59957e-13	2	0.795849	1	TG(12:0_18:2_18:3)	
LIN	individual	SORBI_3001G448750	Uncharacterized protein	""	""	""	""	1	72608223	72624385	9.994466e-13	15	1	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3001G449100	Calcium uniporter protein	CALCIUM UNIPORTER PROTEIN (PTHR13462:SF38)	""	calcium channel activity(GO:0005262);uniporter activity(GO:0015292)	monoatomic ion transport(GO:0006811);calcium ion transport(GO:0006816);calcium import into the mitochondrion(GO:0036444);mitochondrial calcium ion homeostasis(GO:0051560)	1	72630740	72632041	9.994466e-13	15	1	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	membrane(GO:0016020);uniplex complex(GO:1990246)
LIN	individual	SORBI_3001G449300	Protein kinase domain-containing protein	SERINE_THREONINE RECEPTOR-LIKE KINASE NFP (PTHR45927:SF2)	transmembrane signal receptor(PC00197)	protein kinase activity(GO:0004672);ATP binding(GO:0005524)	""	1	72636279	72638460	9.994466e-13	15	0.898754	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	plasma membrane(GO:0005886)
LIN	individual	SORBI_3001G449400	RBR-type E3 ubiquitin transferase	E3 UBIQUITIN-PROTEIN LIGASE RNF14 (PTHR11685:SF371)	ubiquitin-protein ligase(PC00234)	ubiquitin-protein transferase activity(GO:0004842);zinc ion binding(GO:0008270);transferase activity(GO:0016740);ubiquitin conjugating enzyme binding(GO:0031624);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)	ubiquitin-dependent protein catabolic process(GO:0006511);protein ubiquitination(GO:0016567)	1	72650052	72657209	9.994466e-13	15	0.898754	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	ubiquitin ligase complex(GO:0000151);cytoplasm(GO:0005737)
LIN	individual	SORBI_3001G450700	HSF-type DNA-binding domain-containing protein	HEAT STRESS TRANSCRIPTION FACTOR A-9 (PTHR10015:SF407)	winged helix/forkhead transcription factor(PC00246)	RNA polymerase II cis-regulatory region sequence-specific DNA binding(GO:0000978);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565)	regulation of DNA-templated transcription(GO:0006355);response to heat(GO:0009408);cellular response to heat(GO:0034605)	1	72751311	72756591	9.994466e-13	17	1	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	nucleus(GO:0005634)
LIN	individual	SORBI_3001G258100	Subtilisin-like protease	SUBTILISIN-LIKE PROTEASE SBT1.8 (PTHR10795:SF836)	serine protease(PC00203)	serine-type endopeptidase activity(GO:0004252);peptidase activity(GO:0008233);serine-type peptidase activity(GO:0008236);hydrolase activity(GO:0016787)	proteolysis(GO:0006508)	1	30561196	30565169	1.005971e-12	16	0.609734	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	extracellular region(GO:0005576)
LIN	individual	SORBI_3006G186800						6	54172650	54179664	1.025088e-12	5	0.533199	1	FA(22:1)	
LIN	individual	SORBI_3006G187000						6	54187565	54191059	1.025088e-12	5	0.538476	1	FA(22:1)	
LIN	individual	SORBI_3006G187100						6	54194635	54199815	1.025088e-12	5	0.575422	1	FA(22:1)	
LIN	individual	SORBI_3010G142401	Secreted protein	""	""	""	""	10	36831057	36834569	1.048507e-12	22	0.978268	1	SQDG(16:0_18:1)	""
LIN	individual	SORBI_3010G142600	Uncharacterized protein	""	""	""	""	10	37013049	37018276	1.048507e-12	29	0.986631	1	SQDG(16:0_18:1)	""
LIN	individual	SORBI_3010G142650	Uncharacterized protein	""	""	""	""	10	37148319	37152822	1.048507e-12	26	0.974238	1	SQDG(16:0_18:1)	""
LIN	individual	SORBI_3001G263200	Maspardin	MASPARDIN (PTHR15913:SF0)	""	""	""	1	47692339	47702900	1.135024e-12	2	0.679924	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	cytoplasm(GO:0005737)
LIN	individual	SORBI_3003G156700	Uncharacterized protein	SUBFAMILY NOT NAMED (PTHR35717:SF2)	""	""	""	3	17310134	17314835	1.149202e-12	7	0.577194	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3003G156733	Uncharacterized protein	""	""	""	""	3	17351895	17352645	1.149202e-12	9	0.614034	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3003G156900	Uncharacterized protein	COTTON FIBER PROTEIN (PTHR36378:SF1)	""	""	""	3	17372320	17373427	1.149202e-12	9	0.606612	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3003G157000	DUF4005 domain-containing protein	""	""	""	""	3	17526638	17527669	1.149202e-12	5	0.582911	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3003G157100	IBB domain-containing protein	""	""	nuclear import signal receptor activity(GO:0061608)	protein import into nucleus(GO:0006606)	3	17531482	17541258	1.149202e-12	2	0.554837	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3003G157200	Importin subunit alpha	IMPORTIN SUBUNIT ALPHA-7 (PTHR23316:SF104)	transporter(PC00227)	nuclear localization sequence binding(GO:0008139);nuclear import signal receptor activity(GO:0061608)	NLS-bearing protein import into nucleus(GO:0006607);protein transport(GO:0015031)	3	17566654	17569900	1.149202e-12	2	0.571158	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	nucleus(GO:0005634);NLS-dependent protein nuclear import complex(GO:0042564)
LIN	individual	SORBI_3003G157400	Uncharacterized protein	TETRATRICOPEPTIDE REPEAT (TPR)-LIKE SUPERFAMILY PROTEIN (PTHR47908:SF2)	""	""	""	3	17590138	17595415	1.149202e-12	5	0.460218	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3001G295000	Cyclin	CYCLIN-P4-1 (PTHR15615:SF91)	""	protein kinase binding(GO:0019901)	cell division(GO:0051301)	1	57362626	57368138	1.165916e-12	10	1	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3001G295400	Protein kinase domain-containing protein	CELL DIVISION CYCLE 7-RELATED PROTEIN KINASE (PTHR11909:SF7)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	double-strand break repair via break-induced replication(GO:0000727);signal transduction(GO:0007165)	1	57382297	57387970	1.165916e-12	4	0.539403	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	nucleus(GO:0005634);cytoplasm(GO:0005737)
LIN	individual	SORBI_3001G295500	Uncharacterized protein	DYNAMIN (PTHR36051:SF2)	""	""	""	1	57388606	57393094	1.165916e-12	5	0.588639	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3001G295600	Uncharacterized protein	TRANSCRIPTION FACTOR MYBS2 (PTHR44191:SF70)	homeodomain transcription factor(PC00119)	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355);response to ethylene(GO:0009723);response to gibberellin(GO:0009739);response to sucrose(GO:0009744)	1	57393095	57396375	1.165916e-12	4	0.541214	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	nucleus(GO:0005634)
LIN	individual	SORBI_3001G160200	PH domain-containing protein	AUXIN CANALIZATION PROTEIN (DUF828) (PTHR31351:SF4)	""	""	auxin-activated signaling pathway(GO:0009734);phloem or xylem histogenesis(GO:0010087);leaf vascular tissue pattern formation(GO:0010305)	1	13149779	13157433	1.18887e-12	14	1	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3001G209600	Gnk2-homologous domain-containing protein	OS01G0774133 PROTEIN (PTHR32099:SF104)	""	""	""	1	19185357	19186656	1.220265e-12	2	0.43205	1	PC(18:2_20:4)	""
LIN	individual	SORBI_3004G260500	Uncharacterized protein	PROTEIN NRT1_ PTR FAMILY 7.1 (PTHR11654:SF331)	transporter(PC00227)	transmembrane transporter activity(GO:0022857)	transmembrane transport(GO:0055085)	4	60573602	60577784	1.243758e-12	1	0.417731	1	TG(14:0_18:3_18:3)	membrane(GO:0016020)
LIN	individual	SORBI_3003G081000	Uncharacterized protein	TRANSCRIPTION FACTOR TGA2-RELATED (PTHR45693:SF46)	DNA-binding transcription factor(PC00218)	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565)	DNA-templated transcription(GO:0006351);regulation of DNA-templated transcription(GO:0006355)	3	6962855	6973141	1.367717e-12	9	0.456113	1	TG(14:0_18:3_18:3)	nucleus(GO:0005634)
LIN	individual	SORBI_3003G083400	PB1 domain-containing protein	PROTEIN CLMP1 (PTHR46183:SF8)	""	""	""	3	7161171	7171894	1.367717e-12	13	0.489436	1	TG(14:0_18:3_18:3)	""
LIN	individual	SORBI_3001G483400	Lipoxygenase	LIPOXYGENASE 6-RELATED (PTHR11771:SF113)	oxygenase(PC00177)	oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen(GO:0016702);metal ion binding(GO:0046872);dioxygenase activity(GO:0051213)	lipid metabolic process(GO:0006629);fatty acid metabolic process(GO:0006631);fatty acid biosynthetic process(GO:0006633);response to wounding(GO:0009611);oxylipin biosynthetic process(GO:0031408);lipid oxidation(GO:0034440);response to other organism(GO:0051707)	1	75467368	75473615	1.632255e-12	2	0.618096	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	""
LIN	individual	SORBI_3001G483700	Germin-like protein	GERMIN-LIKE PROTEIN SUBFAMILY 1 MEMBER 1 (PTHR31238:SF5)	""	manganese ion binding(GO:0030145);metal ion binding(GO:0046872)	plasmodesmata-mediated intercellular transport(GO:0010497);regulation of root development(GO:2000280)	1	75497636	75498417	1.632255e-12	2	0.818638	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	plasmodesma(GO:0009506);apoplast(GO:0048046)
LIN	individual	SORBI_3001G483800	Tubulin-tyrosine ligase	TUBULIN--TYROSINE LIGASE-LIKE PROTEIN 12 (PTHR46088:SF1)	""	""	""	1	75496871	75505884	1.632255e-12	3	0.818638	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-	cytoplasm(GO:0005737)
LIN	individual	SORBI_3002G208900	Glutamate receptor	GLUTAMATE RECEPTOR (PTHR18966:SF379)	transmembrane signal receptor(PC00197)	G protein-coupled receptor activity(GO:0004930);ligand-gated monoatomic ion channel activity(GO:0015276);signaling receptor activity(GO:0038023)	monoatomic ion transport(GO:0006811);G protein-coupled receptor signaling pathway(GO:0007186);monoatomic ion transmembrane transport(GO:0034220)	2	60079331	60086802	1.744996e-12	2	0.444664	1	FA(22:1)	plasma membrane(GO:0005886);membrane(GO:0016020)
LIN	individual	SORBI_3002G209000	Glutamate receptor	GLUTAMATE RECEPTOR (PTHR18966:SF461)	transmembrane signal receptor(PC00197)	ligand-gated monoatomic ion channel activity(GO:0015276);signaling receptor activity(GO:0038023)	monoatomic ion transport(GO:0006811);monoatomic ion transmembrane transport(GO:0034220)	2	60089652	60096586	1.744996e-12	2	0.445953	1	FA(22:1)	plasma membrane(GO:0005886);membrane(GO:0016020)
LIN	individual	SORBI_3002G210150						2	60297123	60298024	1.744996e-12	10	0.795224	1	FA(22:1)	
LIN	individual	SORBI_3002G210200	Histone H2B	HISTONE H2B.4 (PTHR23428:SF72)	chromatin/chromatin-binding, or -regulatory protein(PC00077)	DNA binding(GO:0003677);structural constituent of chromatin(GO:0030527);protein heterodimerization activity(GO:0046982)	chromatin organization(GO:0006325)	2	60320549	60321365	1.744996e-12	10	0.535889	1	FA(22:1)	nucleosome(GO:0000786);nucleus(GO:0005634);chromosome(GO:0005694)
LIN	individual	SORBI_3002G210300	Hexosyltransferase	HEXOSYLTRANSFERASE (PTHR11214:SF244)	glycosyltransferase(PC00111)	transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757);hexosyltransferase activity(GO:0016758)	""	2	60324272	60325273	1.744996e-12	10	0.796069	1	FA(22:1)	Golgi membrane(GO:0000139);membrane(GO:0016020)
LIN	individual	SORBI_3002G210401	Hexosyltransferase	""	""	transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757);hexosyltransferase activity(GO:0016758)	""	2	60328176	60329388	1.744996e-12	10	0.842846	1	FA(22:1)	Golgi membrane(GO:0000139);membrane(GO:0016020)
LIN	individual	SORBI_3002G210700	Pectinesterase	PECTINESTERASE (PTHR31707:SF192)	esterase(PC00097)	enzyme inhibitor activity(GO:0004857);hydrolase activity(GO:0016787);pectinesterase activity(GO:0030599);pectinesterase inhibitor activity(GO:0046910)	cell wall modification(GO:0042545);pectin catabolic process(GO:0045490)	2	60348073	60350290	1.744996e-12	10	0.9025	1	FA(22:1)	""
LIN	individual	SORBI_3002G210800	Uncharacterized protein	""	""	""	""	2	60350709	60353544	1.744996e-12	10	1	1	FA(22:1)	""
LIN	individual	SORBI_3002G210901	Uncharacterized protein	""	""	""	""	2	60373589	60374865	1.744996e-12	10	0.950291	1	FA(22:1)	""
