condition,layer,GeneID,trait,max_r2,best_p
LIN,individual,SORBI_3003G089200,FA(22:1),1,4.464413e-20
LIN,individual,SORBI_3003G089300,FA(22:1),1,4.464413e-20
LIN,individual,SORBI_3003G095100,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.472875,1.018666e-09
LIN,individual,SORBI_3003G095100,PC(18:2_20:4),0.423362,8.82974e-10
LIN,individual,SORBI_3003G095200,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.849688,1.018666e-09
LIN,individual,SORBI_3003G095200,PC(18:2_20:4),0.82155,8.82974e-10
LIN,individual,SORBI_3003G095301,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.635577,1.018666e-09
LIN,individual,SORBI_3003G095301,PC(18:2_20:4),0.578794,8.82974e-10
LIN,individual,SORBI_3003G096300,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.504207,1.018666e-09
LIN,individual,SORBI_3003G096300,PC(18:2_20:4),0.40568,8.82974e-10
LIN,individual,SORBI_3003G099701,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.574056,2.454717e-13
LIN,individual,SORBI_3003G099701,PC(18:2_20:4),0.602794,1.834754e-09
LIN,individual,SORBI_3003G099800,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.564669,3.23951e-11
LIN,individual,SORBI_3003G099800,PC(18:2_20:4),0.563219,1.834754e-09
LIN,individual,SORBI_3003G099900,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.565862,2.454717e-13
LIN,individual,SORBI_3003G099900,PC(18:2_20:4),0.602274,1.834754e-09
LIN,individual,SORBI_3003G100200,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.519783,2.454717e-13
LIN,individual,SORBI_3003G100500,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",1,9.951364e-15
LIN,individual,SORBI_3003G103701,PC(18:2_20:4),0.421377,2.916859e-09
LIN,individual,SORBI_3003G104100,PC(18:2_20:4),0.714463,1.169839e-09
LIN,individual,SORBI_3003G104200,PC(18:2_20:4),1,1.169839e-09
LIN,individual,SORBI_3003G104800,PC(18:2_20:4),0.498704,2.916859e-09
LIN,individual,SORBI_3003G105500,PC(18:2_20:4),0.510303,9.712778e-11
LIN,individual,SORBI_3003G105700,PC(18:2_20:4),0.510303,9.712778e-11
LIN,individual,SORBI_3003G105800,PC(18:2_20:4),0.669166,6.188695e-11
LIN,individual,SORBI_3003G105900,PC(18:2_20:4),1,6.188695e-11
LIN,individual,SORBI_3003G105900,TG(18:2_20:2_22:2),0.521589,1.139756e-10
LIN,individual,SORBI_3003G106000,PC(18:2_20:4),0.969866,6.188695e-11
LIN,individual,SORBI_3003G106000,alpha-Tocopherol,0.43474,2.861453e-09
LIN,individual,SORBI_3003G106100,PC(18:2_20:4),0.887577,6.188695e-11
LIN,individual,SORBI_3003G106100,alpha-Tocopherol,0.43474,2.861453e-09
LIN,individual,SORBI_3003G106200,PC(18:2_20:4),1,6.188695e-11
LIN,individual,SORBI_3003G106200,TG(18:2_20:2_22:2),0.406475,1.139756e-10
LIN,individual,SORBI_3003G106300,PC(18:2_20:4),0.948246,6.188695e-11
LIN,individual,SORBI_3003G106400,PC(18:2_20:4),0.948246,6.188695e-11
LIN,individual,SORBI_3003G106600,PC(18:2_20:4),1,6.188695e-11
LIN,individual,SORBI_3003G106600,TG(18:2_20:2_22:2),0.414145,1.139756e-10
LIN,individual,SORBI_3003G106600,alpha-Tocopherol,0.557395,2.861453e-09
LIN,individual,SORBI_3003G106800,PC(18:2_20:4),1,6.188695e-11
LIN,individual,SORBI_3003G106900,PC(18:2_20:4),1,6.188695e-11
LIN,individual,SORBI_3003G107300,alpha-Tocopherol,0.477466,2.861453e-09
LIN,individual,SORBI_3003G107400,alpha-Tocopherol,0.434388,2.861453e-09
LIN,individual,SORBI_3003G107500,TG(18:2_20:2_22:2),0.450033,1.139756e-10
LIN,individual,SORBI_3003G107500,alpha-Tocopherol,0.429816,2.861453e-09
LIN,individual,SORBI_3003G107600,PC(18:2_20:4),1,6.188695e-11
LIN,individual,SORBI_3003G107700,PC(18:2_20:4),0.693447,6.188695e-11
LIN,individual,SORBI_3003G107700,alpha-Tocopherol,0.437766,2.861453e-09
LIN,individual,SORBI_3003G107800,PC(18:2_20:4),1,6.188695e-11
LIN,individual,SORBI_3003G107900,PC(18:2_20:4),0.948246,6.188695e-11
LIN,individual,SORBI_3003G107900,alpha-Tocopherol,0.458355,2.861453e-09
LIN,individual,SORBI_3003G110400,PC(18:2_20:4),0.427797,2.519215e-09
LIN,individual,SORBI_3003G112600,TG(16:1_20:1_20:2),0.519012,2.902343e-09
LIN,individual,SORBI_3003G112600,TG(18:1_18:2_22:0),0.519012,3.87971e-10
LIN,individual,SORBI_3003G113200,TG(16:1_20:1_20:2),0.495706,2.902343e-09
LIN,individual,SORBI_3003G113200,TG(18:1_18:2_18:2),1,4.212443e-12
LIN,individual,SORBI_3003G113200,TG(18:1_18:2_22:0),0.495706,3.87971e-10
LIN,individual,SORBI_3003G113300,TG(16:1_20:1_20:2),0.463614,2.902343e-09
LIN,individual,SORBI_3003G113300,TG(18:1_18:2_22:0),0.463614,3.87971e-10
LIN,individual,SORBI_3003G113400,TG(16:1_20:1_20:2),0.451938,2.902343e-09
LIN,individual,SORBI_3003G113400,TG(18:1_18:2_22:0),0.451938,3.87971e-10
LIN,individual,SORBI_3003G119900,FA(22:1),1,1.921e-10
LIN,individual,SORBI_3003G120050,FA(22:1),0.989811,1.921e-10
LIN,individual,SORBI_3003G120200,FA(22:1),0.968254,1.921e-10
LIN,individual,SORBI_3003G120300,FA(22:1),0.968254,1.921e-10
LIN,individual,SORBI_3003G120500,FA(22:1),0.902863,1.921e-10
LIN,individual,SORBI_3003G120700,FA(22:1),0.797178,1.921e-10
LIN,individual,SORBI_3003G120800,FA(22:1),0.880067,1.921e-10
LIN,individual,SORBI_3003G120900,FA(22:1),0.840679,1.921e-10
LIN,individual,SORBI_3003G121500,FA(22:1),0.694489,1.921e-10
LIN,individual,SORBI_3003G121600,FA(22:1),0.694544,1.921e-10
LIN,individual,SORBI_3003G121700,FA(22:1),0.565376,1.921e-10
LIN,individual,SORBI_3003G121800,FA(22:1),0.550204,1.921e-10
LIN,individual,SORBI_3003G121900,FA(22:1),0.787114,1.921e-10
LIN,individual,SORBI_3003G122000,FA(22:1),0.693584,1.921e-10
LIN,individual,SORBI_3003G122100,FA(22:1),0.665399,1.921e-10
LIN,individual,SORBI_3003G122300,FA(22:1),0.694544,1.921e-10
LIN,individual,SORBI_3003G122400,FA(22:1),0.648736,1.921e-10
LIN,individual,SORBI_3003G122500,FA(22:1),0.661071,1.921e-10
LIN,individual,SORBI_3003G139300,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.57678,3.155713e-13
LIN,individual,SORBI_3003G139500,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.725534,3.155713e-13
LIN,individual,SORBI_3003G139900,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.459628,9.815005e-11
LIN,individual,SORBI_3003G140100,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.466473,9.815005e-11
LIN,individual,SORBI_3003G141500,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.725232,5.605742e-10
LIN,individual,SORBI_3003G141550,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.771075,5.605742e-10
LIN,individual,SORBI_3003G141600,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.771329,5.605742e-10
LIN,individual,SORBI_3003G141700,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.550524,5.605742e-10
LIN,individual,SORBI_3003G145400,PC(18:2_20:4),0.446069,3.39513e-09
LIN,individual,SORBI_3003G146100,PC(18:2_20:4),0.673756,1.775104e-10
LIN,individual,SORBI_3003G155000,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.822589,3.087698e-09
LIN,individual,SORBI_3003G155100,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.871313,3.087698e-09
LIN,individual,SORBI_3003G155300,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.905659,3.087698e-09
LIN,individual,SORBI_3003G155600,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.932366,3.087698e-09
LIN,individual,SORBI_3003G155700,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.898092,3.087698e-09
LIN,individual,SORBI_3003G155800,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.917076,3.087698e-09
LIN,individual,SORBI_3003G156400,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.530683,1.149202e-12
LIN,individual,SORBI_3003G156500,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.517918,1.149202e-12
LIN,individual,SORBI_3003G156600,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.504684,3.708448e-10
LIN,individual,SORBI_3003G156700,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.550829,1.149202e-12
LIN,individual,SORBI_3003G156733,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.590051,1.149202e-12
LIN,individual,SORBI_3003G156900,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.582512,1.149202e-12
LIN,individual,SORBI_3003G157000,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.556958,1.149202e-12
LIN,individual,SORBI_3003G157100,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.550829,1.149202e-12
LIN,individual,SORBI_3003G157200,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.56968,1.149202e-12
LIN,individual,SORBI_3003G157300,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.53826,1.149202e-12
LIN,individual,SORBI_3003G157400,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.537,1.149202e-12
LIN,individual,SORBI_3003G158100,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.442504,1.890184e-11
LIN,individual,SORBI_3003G158201,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.408944,1.890184e-11
LIN,individual,SORBI_3003G158500,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.581451,1.890184e-11
LIN,individual,SORBI_3003G158600,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.624174,1.890184e-11
LIN,individual,SORBI_3003G158700,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.64071,1.890184e-11
LIN,individual,SORBI_3003G158900,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.653199,1.890184e-11
LIN,individual,SORBI_3003G159000,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.653199,1.890184e-11
LIN,individual,SORBI_3003G159450,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.55034,1.890184e-11
LIN,individual,SORBI_3003G159600,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.466682,1.890184e-11
LIN,individual,SORBI_3003G163200,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.540199,1.757879e-12
LIN,individual,SORBI_3003G163301,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.437727,1.757879e-12
LIN,individual,SORBI_3003G164000,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.534864,1.757879e-12
LIN,individual,SORBI_3003G165401,DGTS(34:5),0.600595,1.468132e-09
LIN,individual,SORBI_3003G165401,TG(18:2_20:2_22:2),0.666167,6.114135e-09
LIN,individual,SORBI_3003G165551,DGTS(34:5),0.48914,1.468132e-09
LIN,individual,SORBI_3003G165551,TG(18:2_20:2_22:2),0.611679,6.114135e-09
LIN,individual,SORBI_3003G166200,DGTS(34:5),0.711454,4.776195e-09
LIN,individual,SORBI_3003G166450,DGTS(34:5),0.605405,7.077691e-10
LIN,individual,SORBI_3003G166500,DGTS(34:5),0.624818,7.077691e-10
LIN,individual,SORBI_3003G166750,DGTS(34:5),0.985758,5.517186e-10
LIN,individual,SORBI_3003G167101,DGTS(34:5),1,2.356821e-10
LIN,individual,SORBI_3003G167300,DGTS(34:5),0.413201,7.594447e-09
LIN,individual,SORBI_3003G174301,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.531486,4.354393e-09
LIN,individual,SORBI_3003G183800,TG(18:2_20:2_22:2),0.412561,2.321325e-10
LIN,individual,SORBI_3003G184600,TG(18:2_20:2_22:2),0.579911,2.094283e-11
LIN,individual,SORBI_3003G184600,TG(18:2_20:3_22:0),0.481608,2.419886e-10
LIN,individual,SORBI_3003G184666,TG(18:2_20:2_22:2),1,2.094283e-11
LIN,individual,SORBI_3003G184666,TG(18:2_20:3_22:0),0.986278,2.419886e-10
LIN,individual,SORBI_3003G184699,TG(18:2_20:2_22:2),0.926333,2.094283e-11
LIN,individual,SORBI_3003G184699,TG(18:2_20:3_22:0),0.922959,2.419886e-10
LIN,individual,SORBI_3003G184732,TG(18:2_20:2_22:2),1,5.614322e-11
LIN,individual,SORBI_3003G184732,TG(18:2_20:3_22:0),1,2.419886e-10
LIN,individual,SORBI_3003G184765,TG(18:2_20:2_22:2),0.932288,5.614322e-11
LIN,individual,SORBI_3003G184765,TG(18:2_20:3_22:0),0.844646,2.419886e-10
LIN,individual,SORBI_3003G184800,TG(18:2_20:2_22:2),0.932288,5.614322e-11
LIN,individual,SORBI_3003G184800,TG(18:2_20:3_22:0),0.844646,2.419886e-10
LIN,individual,SORBI_3003G185000,TG(18:2_20:2_22:2),0.932288,1.056684e-09
LIN,individual,SORBI_3003G185100,TG(18:2_20:2_22:2),0.918746,2.224595e-09
LIN,individual,SORBI_3003G185200,TG(18:2_20:2_22:2),0.921204,2.77557e-09
LIN,individual,SORBI_3003G185250,TG(18:2_20:2_22:2),0.83395,8.031726e-09
LIN,individual,SORBI_3003G185300,TG(18:2_20:2_22:2),0.985745,1.531726e-09
LIN,individual,SORBI_3003G185500,TG(18:2_20:2_22:2),0.985745,1.531726e-09
LIN,individual,SORBI_3003G185600,TG(18:2_20:2_22:2),0.986441,1.531726e-09
LIN,individual,SORBI_3003G185800,TG(18:2_20:2_22:2),0.985745,1.531726e-09
LIN,individual,SORBI_3003G185900,TG(18:2_20:2_22:2),0.857232,1.531726e-09
LIN,individual,SORBI_3003G186000,TG(18:2_20:2_22:2),0.985745,1.531726e-09
LIN,individual,SORBI_3003G186200,TG(18:2_20:2_22:2),0.985745,1.531726e-09
LIN,individual,SORBI_3003G186300,TG(18:2_20:2_22:2),0.667243,1.531726e-09
LIN,individual,SORBI_3003G186400,TG(18:2_20:2_22:2),0.696052,4.787097e-09
LIN,individual,SORBI_3003G198500,PC(18:2_20:4),1,1.220213e-10
LIN,individual,SORBI_3003G198550,PC(18:2_20:4),1,1.220213e-10
LIN,individual,SORBI_3003G198701,PC(18:2_20:4),0.436983,5.564084e-10
LIN,individual,SORBI_3003G199101,AEG(o-15:2_15:0),0.427848,3.849771e-09
LIN,individual,SORBI_3003G199101,PC(18:2_20:4),0.791789,4.045966e-11
LIN,individual,SORBI_3003G199800,AEG(o-15:2_15:0),1,3.849771e-09
LIN,individual,SORBI_3003G199800,PC(18:2_20:4),1,7.353324e-12
LIN,individual,SORBI_3003G199900,PC(18:2_20:4),1,7.353324e-12
LIN,individual,SORBI_3003G200100,PC(18:2_20:4),1,7.353324e-12
LIN,individual,SORBI_3003G200700,TG(18:2_20:2_22:2),0.579858,7.926358e-10
LIN,individual,SORBI_3003G200700,TG(18:3_18:3_18:3),0.579858,1.120387e-11
LIN,individual,SORBI_3003G201500,PC(18:1_20:4),0.501829,3.596263e-09
LIN,individual,SORBI_3003G201500,PC(18:2_20:4),0.668566,5.152412e-11
LIN,individual,SORBI_3003G201500,TG(18:2_20:2_22:2),0.668566,1.445273e-09
LIN,individual,SORBI_3003G201750,PC(18:1_20:4),0.790413,3.596263e-09
LIN,individual,SORBI_3003G201750,PC(18:2_20:4),1,5.152412e-11
LIN,individual,SORBI_3003G201750,TG(18:2_20:2_22:2),1,7.926358e-10
LIN,individual,SORBI_3003G201750,TG(18:3_18:3_18:3),0.569524,1.120387e-11
LIN,individual,SORBI_3003G201800,PC(18:1_20:4),0.985741,3.596263e-09
LIN,individual,SORBI_3003G201800,PC(18:2_20:4),1,5.152412e-11
LIN,individual,SORBI_3003G201800,TG(18:2_20:2_22:2),0.830887,7.926358e-10
LIN,individual,SORBI_3003G201800,TG(18:3_18:3_18:3),0.484651,1.120387e-11
LIN,individual,SORBI_3003G201850,PC(18:1_20:4),0.985741,3.596263e-09
LIN,individual,SORBI_3003G201850,PC(18:2_20:4),1,5.152412e-11
LIN,individual,SORBI_3003G201850,TG(18:2_20:2_22:2),0.830887,7.926358e-10
LIN,individual,SORBI_3003G201850,TG(18:3_18:3_18:3),0.484983,1.120387e-11
LIN,individual,SORBI_3003G201900,PC(18:1_20:4),0.971886,3.596263e-09
LIN,individual,SORBI_3003G201900,PC(18:2_20:4),1,5.152412e-11
LIN,individual,SORBI_3003G201900,TG(18:2_20:2_22:2),0.830913,7.926358e-10
LIN,individual,SORBI_3003G201900,TG(18:3_18:3_18:3),0.476591,1.120387e-11
LIN,individual,SORBI_3003G203600,PC(18:2_20:4),1,5.410085e-09
LIN,individual,SORBI_3003G203700,DGTS(34:5),0.575633,1.149669e-10
LIN,individual,SORBI_3003G222800,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.402234,6.699814e-13
LIN,individual,SORBI_3003G224100,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",1,9.08081e-17
LIN,individual,SORBI_3003G224300,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",1,9.08081e-17
LIN,individual,SORBI_3003G224400,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.959601,9.08081e-17
LIN,individual,SORBI_3003G225200,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.464109,2.282965e-11
LIN,individual,SORBI_3003G225300,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.534599,1.655207e-09
LIN,individual,SORBI_3003G225500,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.439822,1.655207e-09
LIN,individual,SORBI_3003G231900,PC(18:2_20:4),0.611111,3.10866e-10
LIN,individual,SORBI_3003G232001,PC(18:2_20:4),0.630005,3.10866e-10
LIN,individual,SORBI_3003G232100,PC(18:2_20:4),0.609435,3.10866e-10
LIN,individual,SORBI_3003G232900,PC(18:2_20:4),0.791202,2.894586e-10
LIN,individual,SORBI_3003G233000,PC(18:2_20:4),0.912569,2.894586e-10
LIN,individual,SORBI_3003G233100,PC(18:2_20:4),1,2.894586e-10
LIN,individual,SORBI_3003G234200,PC(18:2_20:4),1,4.934441e-10
LIN,individual,SORBI_3003G234500,PC(18:2_20:4),0.402029,2.19347e-09
LIN,individual,SORBI_3003G234701,PC(18:2_20:4),0.400321,1.011192e-09
LIN,individual,SORBI_3003G236600,FA(22:1),1,7.890026e-11
LIN,individual,SORBI_3003G236701,FA(22:1),0.851504,7.890026e-11
LIN,individual,SORBI_3003G236900,FA(22:1),0.491606,7.890026e-11
LIN,individual,SORBI_3003G237000,FA(22:1),0.590432,7.890026e-11
LIN,individual,SORBI_3003G237100,FA(22:1),0.590432,7.890026e-11
LIN,individual,SORBI_3003G237700,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",1,4.633238e-09
LIN,individual,SORBI_3003G244800,NAE(18:0),0.898895,1.609175e-10
LIN,individual,SORBI_3003G244850,NAE(18:0),0.898895,1.609175e-10
LIN,individual,SORBI_3003G245101,NAE(18:0),0.54682,1.609175e-10
LIN,individual,SORBI_3003G245500,NAE(18:0),1,1.609175e-10
LIN,individual,SORBI_3003G246100,NAE(18:0),0.440436,2.621679e-09
LIN,individual,SORBI_3003G252200,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-",0.451385,6.551256e-11
LIN,individual,SORBI_3003G255600,TG(12:0_18:2_18:3),0.596856,2.884805e-09
LIN,individual,SORBI_3003G255800,TG(12:0_18:2_18:3),1,2.884805e-09
LIN,individual,SORBI_3003G255850,TG(12:0_18:2_18:3),0.91903,2.884805e-09
LIN,individual,SORBI_3003G255900,TG(12:0_18:2_18:3),0.45263,2.884805e-09
LIN,individual,SORBI_3003G266100,PC(18:2_20:4),0.592278,3.368183e-09
LIN,individual,SORBI_3003G267700,TG(8:0_10:0_10:0),0.482925,5.47831e-10
LIN,individual,SORBI_3003G268000,TG(8:0_10:0_10:0),0.434588,5.47831e-10
LIN,individual,SORBI_3003G268100,TG(8:0_10:0_10:0),0.461396,5.47831e-10
LIN,individual,SORBI_3003G268600,TG(8:0_10:0_10:0),0.784879,5.47831e-10
LIN,individual,SORBI_3003G268900,TG(8:0_10:0_10:0),1,5.47831e-10
LIN,individual,SORBI_3003G269000,TG(8:0_10:0_10:0),0.430012,5.47831e-10
LIN,individual,SORBI_3003G269300,TG(8:0_10:0_10:0),0.885167,5.47831e-10
LIN,individual,SORBI_3003G269400,TG(8:0_10:0_10:0),1,5.47831e-10
LIN,individual,SORBI_3003G269500,TG(8:0_10:0_10:0),0.425405,5.47831e-10
LIN,individual,SORBI_3003G269700,TG(8:0_10:0_10:0),0.433292,5.47831e-10
LIN,individual,SORBI_3003G271300,TG(8:0_10:0_10:0),0.407746,5.47831e-10
LIN,individual,SORBI_3003G271400,TG(8:0_10:0_10:0),0.426702,5.47831e-10
LIN,individual,SORBI_3003G278000,NAE(18:0),0.595916,2.361509e-09
LIN,individual,SORBI_3003G278200,NAE(18:0),1,2.361509e-09
LIN,individual,SORBI_3003G323700,"13-Keto-9Z,11E-octadecadienoic acid",1,1.451887e-09
LIN,individual,SORBI_3003G323700,13S-HOTrE,1,1.451885e-09
LIN,individual,SORBI_3003G323750,"13-Keto-9Z,11E-octadecadienoic acid",0.460586,1.451887e-09
LIN,individual,SORBI_3003G323750,13S-HOTrE,0.460586,1.451885e-09
LIN,individual,SORBI_3003G323800,"13-Keto-9Z,11E-octadecadienoic acid",0.603548,1.451887e-09
LIN,individual,SORBI_3003G323800,13S-HOTrE,0.603548,1.451885e-09
LIN,individual,SORBI_3003G323800,FA(22:1),0.453194,1.277574e-14
LIN,individual,SORBI_3003G323900,"13-Keto-9Z,11E-octadecadienoic acid",0.630996,1.451887e-09
LIN,individual,SORBI_3003G323900,13S-HOTrE,0.630996,1.451885e-09
LIN,individual,SORBI_3003G323900,FA(22:1),0.465463,1.277574e-14
LIN,individual,SORBI_3003G324000,"13-Keto-9Z,11E-octadecadienoic acid",0.576782,1.451887e-09
LIN,individual,SORBI_3003G324000,13S-HOTrE,0.576782,1.451885e-09
LIN,individual,SORBI_3003G324100,"13-Keto-9Z,11E-octadecadienoic acid",0.621954,1.451887e-09
LIN,individual,SORBI_3003G324100,13S-HOTrE,0.621954,1.451885e-09
LIN,individual,SORBI_3003G324100,FA(22:1),0.403331,1.277574e-14
LIN,individual,SORBI_3003G324200,"13-Keto-9Z,11E-octadecadienoic acid",0.57859,1.451887e-09
LIN,individual,SORBI_3003G324200,13S-HOTrE,0.57859,1.451885e-09
LIN,individual,SORBI_3003G324400,"13-Keto-9Z,11E-octadecadienoic acid",0.547411,1.451887e-09
LIN,individual,SORBI_3003G324400,13S-HOTrE,0.547411,1.451885e-09
LIN,individual,SORBI_3003G324400,FA(22:1),0.460737,1.277574e-14
LIN,individual,SORBI_3003G324500,"13-Keto-9Z,11E-octadecadienoic acid",0.502434,1.451887e-09
LIN,individual,SORBI_3003G324500,13S-HOTrE,0.502434,1.451885e-09
LIN,individual,SORBI_3003G324500,FA(22:1),0.624107,1.277574e-14
LIN,individual,SORBI_3003G324600,"13-Keto-9Z,11E-octadecadienoic acid",0.502016,1.451887e-09
LIN,individual,SORBI_3003G324600,13S-HOTrE,0.502016,1.451885e-09
LIN,individual,SORBI_3003G324600,FA(22:1),0.748064,1.277574e-14
LIN,individual,SORBI_3003G328300,PC(18:2_20:4),0.977701,7.437492e-12
LIN,individual,SORBI_3003G328400,PC(18:2_20:4),1,7.437492e-12
LIN,individual,SORBI_3003G328600,PC(18:2_20:4),0.967065,7.437492e-12
LIN,individual,SORBI_3003G328700,PC(18:2_20:4),1,7.437492e-12
LIN,individual,SORBI_3003G341300,FA(22:1),0.773444,2.243761e-09
LIN,individual,SORBI_3003G343500,FA(22:1),0.40021,2.243761e-09
LIN,individual,SORBI_3003G343600,FA(22:1),0.447584,2.243761e-09
LIN,individual,SORBI_3003G343700,FA(22:1),0.514059,2.243761e-09
LIN,individual,SORBI_3003G343900,FA(22:1),1,2.243761e-09
LIN,individual,SORBI_3003G344050,FA(22:1),0.448404,2.243761e-09
LIN,individual,SORBI_3003G355200,FA(22:1),0.419299,5.155536e-13
LIN,individual,SORBI_3003G356300,FA(22:1),0.41134,5.155536e-13
LIN,individual,SORBI_3003G356500,FA(22:1),0.404951,5.155536e-13
LIN,individual,SORBI_3003G356600,FA(22:1),0.429206,5.155536e-13
LIN,individual,SORBI_3003G356850,FA(22:1),0.417936,5.155536e-13
LIN,individual,SORBI_3003G364600,PC(18:2_20:4),1,1.826718e-10
LIN,individual,SORBI_3003G364600,TG(14:0_18:3_18:3),0.949429,1.638e-09
LIN,individual,SORBI_3003G364700,PC(18:2_20:4),1,1.826718e-10
LIN,individual,SORBI_3003G364700,TG(14:0_18:3_18:3),0.771965,1.638e-09
LIN,individual,SORBI_3003G364800,PC(18:2_20:4),1,1.826718e-10
LIN,individual,SORBI_3003G364800,TG(14:0_18:3_18:3),0.735898,1.638e-09
LIN,individual,SORBI_3003G364900,PC(18:2_20:4),1,1.826718e-10
LIN,individual,SORBI_3003G364900,TG(14:0_18:3_18:3),0.718906,1.638e-09
LIN,individual,SORBI_3003G365000,PC(18:2_20:4),1,1.826718e-10
LIN,individual,SORBI_3003G365000,TG(14:0_18:3_18:3),0.762581,1.638e-09
LIN,individual,SORBI_3003G365200,PC(18:2_20:4),0.987517,1.826718e-10
LIN,individual,SORBI_3003G365200,TG(14:0_18:3_18:3),0.804641,1.638e-09
LIN,individual,SORBI_3003G365300,PC(18:2_20:4),1,1.826718e-10
LIN,individual,SORBI_3003G365300,TG(14:0_18:3_18:3),0.811468,1.638e-09
LIN,individual,SORBI_3003G365400,PC(18:2_20:4),1,1.826718e-10
LIN,individual,SORBI_3003G365400,TG(14:0_18:3_18:3),0.811468,1.638e-09
LIN,individual,SORBI_3003G365450,PC(18:2_20:4),1,1.826718e-10
LIN,individual,SORBI_3003G365450,TG(14:0_18:3_18:3),0.801178,1.638e-09
LIN,individual,SORBI_3003G366850,TG(18:1_18:2_18:2),1,1.103826e-09
LIN,individual,SORBI_3003G368000,TG(12:0_18:2_18:3),0.607538,7.015425e-09
LIN,individual,SORBI_3003G368300,PC(18:2_20:4),0.463977,7.022179e-10
LIN,individual,SORBI_3003G369000,TG(12:0_18:2_18:3),0.444154,7.015425e-09
LIN,individual,SORBI_3003G369200,PC(18:2_20:4),0.674694,1.928803e-09
LIN,individual,SORBI_3003G370100,PC(18:2_20:4),0.747725,1.287754e-09
LIN,individual,SORBI_3003G370300,PC(18:2_20:4),0.812586,1.287754e-09
LIN,individual,SORBI_3003G370500,PC(18:2_20:4),0.621774,1.287754e-09
LIN,individual,SORBI_3003G370700,PC(18:2_20:4),0.41914,1.960867e-09
LIN,individual,SORBI_3003G370800,PC(18:2_20:4),0.405423,2.131314e-09
LIN,individual,SORBI_3003G370900,PC(18:2_20:4),0.408852,2.131314e-09
LIN,individual,SORBI_3003G371400,PC(18:2_20:4),0.822891,1.287754e-09
LIN,individual,SORBI_3003G371600,PC(18:2_20:4),0.595454,1.287754e-09
