GeneID	GeneName	Family_SubFamily	Protein_class	GO_MF	GO_BP	GO_CC	Chromosome	Gene_Start	Gene_End	Best_P_Value	N_sig_SNPs	Max_r2	N_Phenotypes	Phenotypes
SORBI_3003G087800							3	7628737	7629274	5.65835e-12	1	0.405713	1	FA
SORBI_3003G087900							3	7631052	7637057	5.65835e-12	1	0.41441	1	FA
SORBI_3010G216200	Glutaredoxin domain-containing protein	GLUTAREDOXIN 2 (PTHR45694:SF5)	oxidoreductase(PC00176)	glutathione disulfide oxidoreductase activity(GO:0015038)	cellular response to oxidative stress(GO:0034599)	cytoplasm(GO:0005737)	10	55953564	55956097	8.736378e-12	3	0.537551	1	FA
SORBI_3006G033001							6	7505109	7508651	9.085925e-12	1	1	1	SM
SORBI_3007G046200							7	4640694	4649122	1.165368e-11	2	0.442449	1	FA
SORBI_3007G048700	Band 7 domain-containing protein	STOMATIN-LIKE PROTEIN 2, MITOCHONDRIAL (PTHR43327:SF10)	transporter(PC00227)	""	mitochondrion organization(GO:0007005)	mitochondrion(GO:0005739);membrane(GO:0016020)	7	4836377	4840990	1.165368e-11	4	1	1	FA
SORBI_3007G048800	Uncharacterized protein	DUF569 DOMAIN-CONTAINING PROTEIN (PTHR31205:SF36)	""	""	""	""	7	4841494	4845320	1.165368e-11	4	0.892734	1	FA
SORBI_3007G049200	DUF569 domain-containing protein	DUF569 DOMAIN-CONTAINING PROTEIN (PTHR31205:SF36)	""	""	""	""	7	4881681	4884392	1.165368e-11	4	0.617358	1	FA
SORBI_3004G059100							4	4749942	4752726	1.270875e-11	10	0.545888	1	FA
SORBI_3004G059300							4	4762507	4765128	1.270875e-11	11	0.571577	1	FA
SORBI_3004G059400							4	4768725	4772660	1.270875e-11	10	0.42707	1	FA
SORBI_3004G059600							4	4779394	4784452	1.270875e-11	11	0.466833	1	FA
SORBI_3004G060900	Protein kinase domain-containing protein	STRUBBELIG FAMILY RECEPTOR PROTEIN KINASE-RELATED (PTHR48007:SF85)	transmembrane signal receptor(PC00197)	protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524)	""	plasma membrane(GO:0005886);membrane(GO:0016020)	4	4875224	4886671	1.270875e-11	11	0.654409	1	FA
SORBI_3004G061100							4	4896232	4897446	1.270875e-11	11	0.508105	1	FA
SORBI_3004G061400	Calcium-transporting ATPase	CALCIUM-TRANSPORTING ATPASE (PTHR24093:SF521)	primary active transporter(PC00068)	nucleotide binding(GO:0000166);P-type calcium transporter activity(GO:0005388);calmodulin binding(GO:0005516);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);metal ion binding(GO:0046872)	monoatomic ion transport(GO:0006811);calcium ion transport(GO:0006816);calcium ion transmembrane transport(GO:0070588)	plasma membrane(GO:0005886);membrane(GO:0016020)	4	4933922	4963814	1.270875e-11	11	0.904248	1	FA
SORBI_3004G061701	Uncharacterized protein	""	""	""	""	""	4	4983379	4985303	1.270875e-11	11	0.903817	1	FA
SORBI_3004G061800	rRNA adenine N(6)-methyltransferase	DIMETHYLADENOSINE TRANSFERASE-RELATED (PTHR11727:SF7)	RNA methyltransferase(PC00033)	rRNA (adenine-N6,N6-)-dimethyltransferase activity(GO:0000179);RNA binding(GO:0003723);methyltransferase activity(GO:0008168);transferase activity(GO:0016740)	rRNA modification(GO:0000154);cell fate specification(GO:0001708);rRNA processing(GO:0006364);rRNA methylation(GO:0031167);methylation(GO:0032259);cell division(GO:0051301)	nucleus(GO:0005634);nucleolus(GO:0005730)	4	4985794	4988259	1.270875e-11	11	0.55861	1	FA
SORBI_3004G061900	SUN domain-containing protein	KLAROID PROTEIN-RELATED (PTHR12911:SF8)	non-motor microtubule binding protein(PC00166)	protein-membrane adaptor activity(GO:0043495)	nucleus organization(GO:0006997);protein homooligomerization(GO:0051260);protein heterooligomerization(GO:0051291);meiotic attachment of telomere to nuclear envelope(GO:0070197);protein localization to nuclear envelope(GO:0090435)	nuclear envelope(GO:0005635);nuclear inner membrane(GO:0005637);endoplasmic reticulum membrane(GO:0005789);phragmoplast(GO:0009524)	4	4988593	4993809	1.270875e-11	11	0.930505	1	FA
SORBI_3004G062000	glucose-6-phosphate 1-epimerase	GLUCOSE-6-PHOSPHATE 1-EPIMERASE (PTHR11122:SF19)	""	catalytic activity(GO:0003824);isomerase activity(GO:0016853);carbohydrate binding(GO:0030246);glucose-6-phosphate 1-epimerase activity(GO:0047938)	carbohydrate metabolic process(GO:0005975)	cytoplasm(GO:0005737)	4	4995399	5002773	1.270875e-11	11	0.930505	1	FA
SORBI_3004G062100	SBP-type domain-containing protein	SQUAMOSA PROMOTER-BINDING-LIKE PROTEIN 8 (PTHR31251:SF169)	""	transcription cis-regulatory region binding(GO:0000976);DNA-binding transcription activator activity(GO:0001216);DNA binding(GO:0003677);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	positive regulation of DNA-templated transcription(GO:0045893)	nucleus(GO:0005634)	4	5015589	5019321	1.270875e-11	11	0.665126	1	FA
SORBI_3004G062200	DUF3741 domain-containing protein	OS06G0658500 PROTEIN (PTHR33416:SF14)	""	""	nuclear membrane organization(GO:0071763)	nuclear envelope(GO:0005635)	4	5025384	5029917	1.270875e-11	11	0.55908	1	FA
SORBI_3004G062300							4	5031191	5032219	1.270875e-11	11	0.716025	1	FA
SORBI_3003G407600	Protein MAK16 homolog	PROTEIN MAK16 HOMOLOG (PTHR23405:SF4)	""	""	maturation of 5.8S rRNA(GO:0000460);maturation of LSU-rRNA(GO:0000470);ribosomal large subunit biogenesis(GO:0042273)	nucleus(GO:0005634);nucleolus(GO:0005730);preribosome(GO:0030684);preribosome, large subunit precursor(GO:0030687)	3	71534485	71538757	1.49531e-11	7	0.444697	1	FA
SORBI_3003G407800	Nop domain-containing protein	NUCLEOLAR PROTEIN 58 (PTHR10894:SF1)	RNA metabolism protein(PC00031)	snoRNA binding(GO:0030515)	ribosome biogenesis(GO:0042254)	nucleolus(GO:0005730);box C/D methylation guide snoRNP complex(GO:0031428);small-subunit processome(GO:0032040);ribonucleoprotein complex(GO:1990904)	3	71553674	71557498	1.49531e-11	7	0.542132	1	FA
SORBI_3003G407900	F-box domain-containing protein	F-BOX ONLY PROTEIN 6 (PTHR46301:SF77)	""	""	leaf vascular tissue pattern formation(GO:0010305);regulation of auxin mediated signaling pathway(GO:0010928);simple leaf morphogenesis(GO:0060776)	""	3	71558255	71562504	1.49531e-11	7	0.558561	1	FA
SORBI_3004G043001	DUF6598 domain-containing protein	DUF6598 DOMAIN-CONTAINING PROTEIN (PTHR33065:SF212)	""	""	""	""	4	3560996	3565654	1.598385e-11	1	0.532319	1	FA
SORBI_3004G043200	DUF6598 domain-containing protein	DUF6598 DOMAIN-CONTAINING PROTEIN (PTHR33065:SF167)	""	""	""	""	4	3572491	3576714	1.598385e-11	1	0.496272	1	FA
SORBI_3004G043400	No apical meristem-associated C-terminal domain-containing protein	NO-APICAL-MERISTEM-ASSOCIATED CARBOXY-TERMINAL DOMAIN PROTEIN (PTHR45125:SF3)	""	""	""	""	4	3582649	3584456	1.598385e-11	1	0.546872	1	FA
SORBI_3004G043500	FBD domain-containing protein	FBD DOMAIN-CONTAINING PROTEIN (PTHR32141:SF98)	""	""	""	""	4	3586665	3591646	1.598385e-11	1	0.604309	1	FA
SORBI_3004G043600							4	3598122	3603652	1.598385e-11	1	0.586436	1	FA
SORBI_3004G043750							4	3604376	3618601	1.598385e-11	1	0.666593	1	FA
SORBI_3004G044200	Naphthoate synthase	1,4-DIHYDROXY-2-NAPHTHOYL-COA SYNTHASE, PEROXISOMAL (PTHR43113:SF1)	epimerase/racemase(PC00096)	catalytic activity(GO:0003824);1,4-dihydroxy-2-naphthoyl-CoA synthase activity(GO:0008935);lyase activity(GO:0016829)	menaquinone biosynthetic process(GO:0009234)	peroxisome(GO:0005777)	4	3632033	3634903	1.598385e-11	1	0.42311	1	FA
SORBI_3004G044300	Uncharacterized protein	EXPRESSED PROTEIN (PTHR31549:SF257)	""	""	""	""	4	3650143	3651900	1.598385e-11	1	0.674411	1	FA
SORBI_3004G044700	Protein kinase domain-containing protein	OS02G0154975 PROTEIN (PTHR27000:SF756)	transmembrane signal receptor(PC00197)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	""	plasma membrane(GO:0005886)	4	3679891	3683061	1.598385e-11	1	1	1	FA
SORBI_3004G044800	Protein kinase domain-containing protein	OS02G0154200 PROTEIN (PTHR48005:SF81)	""	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	detection of stimulus(GO:0051606)	plasma membrane(GO:0005886)	4	3688626	3692202	1.598385e-11	1	0.897251	1	FA
SORBI_3004G045000	Leucine-rich repeat-containing N-terminal plant-type domain-containing protein	OS02G0154975 PROTEIN (PTHR27000:SF756)	transmembrane signal receptor(PC00197)	""	detection of stimulus(GO:0051606)	plasma membrane(GO:0005886)	4	3699722	3702355	1.598385e-11	1	0.857347	1	FA
SORBI_3004G045100	Leucine-rich repeat-containing N-terminal plant-type domain-containing protein	LEUCINE-RICH REPEAT-CONTAINING N-TERMINAL PLANT-TYPE DOMAIN-CONTAINING PROTEIN (PTHR27000:SF752)	transmembrane signal receptor(PC00197)	""	detection of stimulus(GO:0051606)	plasma membrane(GO:0005886)	4	3705318	3707468	1.598385e-11	1	0.888177	1	FA
SORBI_3004G045200	Leucine-rich repeat-containing N-terminal plant-type domain-containing protein	RECEPTOR-LIKE PROTEIN 2-RELATED (PTHR48062:SF4)	transmembrane signal receptor(PC00197)	""	""	plasma membrane(GO:0005886)	4	3716333	3718471	1.598385e-11	1	0.407515	1	FA
SORBI_3004G045300							4	3726646	3731394	1.598385e-11	1	0.913478	1	FA
SORBI_3004G045400							4	3734132	3736141	1.598385e-11	1	0.863001	1	FA
SORBI_3004G045500							4	3737944	3740721	1.598385e-11	1	0.802335	1	FA
SORBI_3004G045632	Uncharacterized protein	""	""	""	""	""	4	3747974	3753792	1.598385e-11	1	0.862457	1	FA
SORBI_3004G045700	Leucine-rich repeat-containing N-terminal plant-type domain-containing protein	LEUCINE-RICH REPEAT-CONTAINING N-TERMINAL PLANT-TYPE DOMAIN-CONTAINING PROTEIN (PTHR27000:SF708)	transmembrane signal receptor(PC00197)	""	""	plasma membrane(GO:0005886)	4	3749722	3752365	1.598385e-11	1	0.862457	1	FA
SORBI_3004G046100	Sulfotransferase	SULFOTRANSFERASE (PTHR11783:SF317)	transferase(PC00220)	sulfotransferase activity(GO:0008146);transferase activity(GO:0016740)	sulfation(GO:0051923)	cytoplasm(GO:0005737)	4	3767785	3769094	1.598385e-11	1	0.82016	1	FA
SORBI_3004G046800	DUF1618 domain-containing protein	OS01G0182100 PROTEIN (PTHR33086:SF62)	""	""	""	""	4	3813315	3815899	1.598385e-11	1	0.52525	1	FA
SORBI_3004G047001							4	3831231	3833850	1.598385e-11	1	0.425556	1	FA
SORBI_3004G047200							4	3839237	3844566	1.598385e-11	1	0.455641	1	FA
SORBI_3004G047400	Arabinose 5-phosphate isomerase	ARABINOSE 5-PHOSPHATE ISOMERASE-RELATED (PTHR47476:SF2)	""	isomerase activity(GO:0016853);carbohydrate derivative binding(GO:0097367)	carbohydrate metabolic process(GO:0005975);carbohydrate derivative metabolic process(GO:1901135)	""	4	3855891	3860016	1.598385e-11	1	0.447384	1	FA
SORBI_3004G047500	Uncharacterized protein	SINGLE-STRANDED DNA-BINDING PROTEIN WHY2, MITOCHONDRIAL (PTHR31745:SF1)	DNA metabolism protein(PC00009)	DNA binding(GO:0003677);single-stranded DNA binding(GO:0003697);mRNA binding(GO:0003729)	DNA repair(GO:0006281);regulation of DNA-templated transcription(GO:0006355);defense response(GO:0006952)	mitochondrion(GO:0005739);DNA repair complex(GO:1990391)	4	3860175	3863495	1.598385e-11	1	0.467395	1	FA
SORBI_3004G047600	Uncharacterized protein	PROTEIN IRREGULAR XYLEM 15 (PTHR31444:SF8)	""	""	plant-type secondary cell wall biogenesis(GO:0009834);xylan biosynthetic process(GO:0045492)	Golgi membrane(GO:0000139);Golgi apparatus(GO:0005794)	4	3864532	3866795	1.598385e-11	1	0.486602	1	FA
SORBI_3004G047700	Uncharacterized protein	OS02G0158600 PROTEIN (PTHR35513:SF1)	""	""	""	""	4	3866796	3871085	1.598385e-11	1	0.487405	1	FA
SORBI_3004G048000	IST1-like protein	REGULATOR OF VPS4 ACTIVITY IN THE MVB PATHWAY PROTEIN (PTHR12161:SF14)	""	""	intracellular protein localization(GO:0008104);protein transport(GO:0015031)	""	4	3885861	3890083	1.598385e-11	1	0.521655	1	FA
SORBI_3004G048100	Uncharacterized protein	OS02G0159250 PROTEIN (PTHR37900:SF5)	""	""	""	""	4	3890658	3891001	1.598385e-11	1	0.51711	1	FA
SORBI_3004G048201	Uncharacterized protein	""	""	""	""	""	4	3904664	3905200	1.598385e-11	1	0.47788	1	FA
SORBI_3004G048300	Knottin scorpion toxin-like domain-containing protein	""	""	""	defense response(GO:0006952)	""	4	3909550	3911285	1.598385e-11	1	0.557868	1	FA
SORBI_3004G048400	Knottin scorpion toxin-like domain-containing protein	""	""	""	""	""	4	3919363	3920217	1.598385e-11	1	0.605528	1	FA
SORBI_3004G048500	Knottin scorpion toxin-like domain-containing protein	""	""	""	""	""	4	3922828	3923697	1.598385e-11	1	0.550551	1	FA
SORBI_3004G048600	Small EDRK-rich factor-like N-terminal domain-containing protein	F9L1.21 PROTEIN (PTHR28632:SF9)	""	""	""	""	4	3926210	3928126	1.598385e-11	1	0.6038	1	FA
SORBI_3001G401700	Aminotransferase class I_classII domain-containing protein	LL-DIAMINOPIMELATE AMINOTRANSFERASE, CHLOROPLASTIC (PTHR43144:SF1)	transaminase(PC00216)	transaminase activity(GO:0008483);transferase activity(GO:0016740);pyridoxal phosphate binding(GO:0030170)	systemic acquired resistance, salicylic acid mediated signaling pathway(GO:0009862)	""	1	68712092	68718271	1.716327e-11	2	0.470643	1	FA
SORBI_3001G401800	PLAC8 family protein	OS03G0299800 PROTEIN (PTHR31045:SF19)	""	cyclase activity(GO:0009975)	sesquiterpene biosynthetic process(GO:0051762)	membrane(GO:0016020)	1	68725115	68729533	1.716327e-11	2	0.438129	1	FA
SORBI_3001G402300	RRM domain-containing protein	U2 SMALL NUCLEAR RIBONUCLEOPROTEIN B''-RELATED (PTHR10501:SF71)	RNA splicing factor(PC00148)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723)	mRNA splicing, via spliceosome(GO:0000398);mRNA processing(GO:0006397);RNA splicing(GO:0008380)	nucleus(GO:0005634);spliceosomal complex(GO:0005681);U2 snRNP(GO:0005686);small nuclear ribonucleoprotein complex(GO:0030532);ribonucleoprotein complex(GO:1990904)	1	68785271	68790307	1.716327e-11	3	0.633974	1	FA
SORBI_3001G403200							1	68831715	68834548	1.716327e-11	3	0.792263	1	FA
SORBI_3001G403700	Mitochondrial carrier protein	MITOCHONDRIAL SUBSTRATE CARRIER FAMILY PROTEIN (PTHR45758:SF11)	""	iron ion transmembrane transporter activity(GO:0005381);ferrous iron transmembrane transporter activity(GO:0015093)	iron import into the mitochondrion(GO:0048250);transmembrane transport(GO:0055085)	membrane(GO:0016020);mitochondrial membrane(GO:0031966)	1	68883407	68887163	1.716327e-11	3	0.774471	1	FA
SORBI_3001G404400	Uncharacterized protein	F14D16.11-RELATED (PTHR47994:SF5)	""	transcription cis-regulatory region binding(GO:0000976);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)	1	68915238	68917810	1.716327e-11	3	0.56672	1	FA
SORBI_3001G406700	Trichome birefringence-like N-terminal domain-containing protein	XYLAN O-ACETYLTRANSFERASE 6 (PTHR32285:SF276)	""	O-acetyltransferase activity(GO:0016413);transferase activity(GO:0016740);xylan O-acetyltransferase activity(GO:1990538)	xylan biosynthetic process(GO:0045492)	Golgi membrane(GO:0000139);Golgi apparatus(GO:0005794)	1	69087156	69092253	1.716327e-11	3	0.496624	1	FA
SORBI_3001G500700	Uncharacterized protein	D-TAGATOSE-1,6-BISPHOSPHATE ALDOLASE SUBUNIT (PTHR36739:SF1)	aldolase(PC00044)	""	""	""	1	76996459	76999542	1.836149e-11	1	1	1	FA
SORBI_3006G190900	Helicase ATP-binding domain-containing protein	P-LOOP CONTAINING NUCLEOSIDE TRIPHOSPHATE HYDROLASE SUPERFAMILY PROTEIN (PTHR10887:SF488)	RNA helicase(PC00032)	nucleotide binding(GO:0000166);RNA binding(GO:0003723);helicase activity(GO:0004386);ATP binding(GO:0005524);hydrolase activity(GO:0016787)	""	chromosome(GO:0005694)	6	54521768	54528010	2.05201e-11	1	0.411059	1	FA
SORBI_3010G221400	Histone H2A_H2B_H3 domain-containing protein	NUCLEAR TRANSCRIPTION FACTOR Y SUBUNIT C-4 (PTHR10252:SF145)	DNA-binding transcription factor(PC00218)	RNA polymerase II cis-regulatory region sequence-specific DNA binding(GO:0000978);DNA-binding transcription factor activity, RNA polymerase II-specific(GO:0000981);DNA binding(GO:0003677);protein heterodimerization activity(GO:0046982)	regulation of transcription by RNA polymerase II(GO:0006357);negative regulation of long-day photoperiodism, flowering(GO:0048579)	nucleus(GO:0005634);cytoplasm(GO:0005737)	10	56411273	56415563	2.538942e-11	12	0.925712	1	FA
SORBI_3010G221500	Uncharacterized protein	MADS-BOX TRANSCRIPTION FACTOR 30 (PTHR11945:SF758)	MADS box transcription factor(PC00250)	RNA polymerase II transcription regulatory region sequence-specific DNA binding(GO:0000977);RNA polymerase II cis-regulatory region sequence-specific DNA binding(GO:0000978);DNA-binding transcription factor activity, RNA polymerase II-specific(GO:0000981);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);protein dimerization activity(GO:0046983)	regulation of DNA-templated transcription(GO:0006355);regulation of transcription by RNA polymerase II(GO:0006357);positive regulation of transcription by RNA polymerase II(GO:0045944)	nucleus(GO:0005634)	10	56416017	56418738	2.538942e-11	12	0.787153	1	FA
SORBI_3010G221600	HIT domain-containing protein	HISTIDINE TRIAD NUCLEOTIDE-BINDING 2 (PTHR23089:SF51)	nucleotide phosphatase(PC00173)	catalytic activity(GO:0003824);adenylylsulfatase activity(GO:0047627)	sulfur compound metabolic process(GO:0006790);purine ribonucleotide metabolic process(GO:0009150)	cytoplasm(GO:0005737)	10	56425400	56428107	2.538942e-11	12	0.587984	1	FA
SORBI_3010G222000	BTB domain-containing protein	OS06G0668300 PROTEIN (PTHR26379:SF314)	""	""	protein ubiquitination(GO:0016567)	""	10	56444548	56445812	2.538942e-11	12	0.750525	1	FA
SORBI_3010G222050	Uncharacterized protein	""	""	""	""	""	10	56447290	56457753	2.538942e-11	12	0.924736	1	FA
SORBI_3010G222400	BTB domain-containing protein	TRAF TRANSCRIPTION FACTOR (PTHR26379:SF180)	""	""	protein ubiquitination(GO:0016567)	""	10	56466475	56468578	2.538942e-11	12	0.975547	1	FA
SORBI_3010G222732	Uncharacterized protein	""	""	""	""	""	10	56483960	56487342	2.538942e-11	12	0.525041	1	FA
SORBI_3010G222800	SANTA domain-containing protein	PROTEIN EMBRYO DEFECTIVE 1674 (PTHR35311:SF1)	""	""	""	""	10	56494125	56498766	2.538942e-11	12	0.578221	1	FA
SORBI_3010G223900	OTU domain-containing protein	OVARIAN TUMOR DOMAIN-CONTAINING DEUBIQUITINATING ENZYME 11 (PTHR12419:SF85)	cysteine protease(PC00081)	cysteine-type deubiquitinase activity(GO:0004843);hydrolase activity(GO:0016787)	""	""	10	56567398	56571947	2.538942e-11	12	1	1	FA
SORBI_3010G224100	Protein JASON	OS06G0670100 PROTEIN (PTHR33318:SF5)	RNA processing factor(PC00147)	""	male meiosis II(GO:0007142)	""	10	56582807	56585572	2.538942e-11	12	1	1	FA
SORBI_3010G224200	HTH myb-type domain-containing protein	MYB FAMILY TRANSCRIPTION FACTOR MPH1 (PTHR31314:SF113)	homeodomain transcription factor(PC00119)	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355)	""	10	56596202	56600159	2.538942e-11	12	0.569508	1	FA
SORBI_3010G224300	Peptidyl-prolyl cis-trans isomerase	PEPTIDYL-PROLYL CIS-TRANS ISOMERASE-LIKE 4 (PTHR45843:SF1)	chaperone(PC00072)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723);peptidyl-prolyl cis-trans isomerase activity(GO:0003755);zinc ion binding(GO:0008270);isomerase activity(GO:0016853)	""	nucleus(GO:0005634)	10	56603672	56609258	2.538942e-11	12	0.569508	1	FA
SORBI_3010G224400	Potassium transporter	POTASSIUM TRANSPORTER 13-RELATED (PTHR30540:SF88)	transporter(PC00227)	potassium ion transmembrane transporter activity(GO:0015079)	monoatomic ion transport(GO:0006811);potassium ion transport(GO:0006813);potassium ion transmembrane transport(GO:0071805)	membrane(GO:0016020)	10	56622387	56631581	2.538942e-11	12	0.542654	1	FA
SORBI_3010G224501	Uncharacterized protein	SAUR25-AUXIN-RESPONSIVE SAUR FAMILY MEMBER (PTHR31374:SF380)	""	""	response to auxin(GO:0009733)	""	10	56635200	56636603	2.538942e-11	12	0.527176	1	FA
SORBI_3003G036950	Uncharacterized protein	""	""	""	""	""	3	3414839	3416670	3.573212e-11	8	0.950894	1	FA
SORBI_3003G037100	PGG domain-containing protein	""	""	""	""	""	3	3468242	3469666	3.573212e-11	8	0.421527	1	FA
SORBI_3004G058800	Uncharacterized protein	""	""	""	""	""	4	4717276	4718696	3.647412e-11	7	0.44991	1	FA
SORBI_3004G059200							4	4753488	4756202	3.647412e-11	7	0.416303	1	FA
SORBI_3006G243200	Isoaspartyl peptidase_L-asparaginase 2	ISOASPARTYL PEPTIDASE_L-ASPARAGINASE 2-RELATED (PTHR10188:SF13)	protease(PC00190)	asparaginase activity(GO:0004067);peptidase activity(GO:0008233);beta-aspartyl-peptidase activity(GO:0008798);hydrolase activity(GO:0016787)	proteolysis(GO:0006508)	""	6	58340313	58344144	3.691926e-11	1	0.438485	1	FA
SORBI_3010G150325	F-box domain-containing protein	F-BOX DOMAIN-CONTAINING PROTEIN (PTHR34591:SF23)	""	""	""	""	10	43371492	43382976	3.732413e-11	1	0.904442	16	Sum_Cer_over_AEG_log10safe; Sum_Cer_over_DG_log10safe; Sum_Cer_over_DGDG_log10safe; Sum_Cer_over_FA_log10safe; Sum_Cer_over_GalCer_log10safe; Sum_Cer_over_LPC_log10safe; Sum_Cer_over_LPE_log10safe; Sum_Cer_over_MG_log10safe; Sum_Cer_over_MGDG_log10safe; Sum_Cer_over_PC_log10safe; Sum_Cer_over_PE_log10safe; Sum_Cer_over_PG_log10safe; Sum_Cer_over_PS_log10safe; Sum_Cer_over_SM_log10safe; Sum_Cer_over_SQDG_log10safe; Sum_Cer_over_TG_log10safe
SORBI_3010G150575	Small ribosomal subunit protein uS5 C-terminal domain-containing protein	RIBOSOMAL PROTEIN S2, PUTATIVE, EXPRESSED-RELATED (PTHR13718:SF118)	ribosomal protein(PC00202)	RNA binding(GO:0003723);mRNA binding(GO:0003729);structural constituent of ribosome(GO:0003735)	translation(GO:0006412)	ribosome(GO:0005840);cytosolic small ribosomal subunit(GO:0022627);ribonucleoprotein complex(GO:1990904)	10	43378469	43381792	3.732413e-11	1	0.900267	16	Sum_Cer_over_AEG_log10safe; Sum_Cer_over_DG_log10safe; Sum_Cer_over_DGDG_log10safe; Sum_Cer_over_FA_log10safe; Sum_Cer_over_GalCer_log10safe; Sum_Cer_over_LPC_log10safe; Sum_Cer_over_LPE_log10safe; Sum_Cer_over_MG_log10safe; Sum_Cer_over_MGDG_log10safe; Sum_Cer_over_PC_log10safe; Sum_Cer_over_PE_log10safe; Sum_Cer_over_PG_log10safe; Sum_Cer_over_PS_log10safe; Sum_Cer_over_SM_log10safe; Sum_Cer_over_SQDG_log10safe; Sum_Cer_over_TG_log10safe
SORBI_3010G150600	Uncharacterized protein	""	""	""	""	""	10	43384079	43387095	3.732413e-11	1	0.903582	16	Sum_Cer_over_AEG_log10safe; Sum_Cer_over_DG_log10safe; Sum_Cer_over_DGDG_log10safe; Sum_Cer_over_FA_log10safe; Sum_Cer_over_GalCer_log10safe; Sum_Cer_over_LPC_log10safe; Sum_Cer_over_LPE_log10safe; Sum_Cer_over_MG_log10safe; Sum_Cer_over_MGDG_log10safe; Sum_Cer_over_PC_log10safe; Sum_Cer_over_PE_log10safe; Sum_Cer_over_PG_log10safe; Sum_Cer_over_PS_log10safe; Sum_Cer_over_SM_log10safe; Sum_Cer_over_SQDG_log10safe; Sum_Cer_over_TG_log10safe
SORBI_3010G150700	PABC domain-containing protein	""	""	RNA binding(GO:0003723)	""	""	10	43385894	43391519	3.732413e-11	1	0.899015	16	Sum_Cer_over_AEG_log10safe; Sum_Cer_over_DG_log10safe; Sum_Cer_over_DGDG_log10safe; Sum_Cer_over_FA_log10safe; Sum_Cer_over_GalCer_log10safe; Sum_Cer_over_LPC_log10safe; Sum_Cer_over_LPE_log10safe; Sum_Cer_over_MG_log10safe; Sum_Cer_over_MGDG_log10safe; Sum_Cer_over_PC_log10safe; Sum_Cer_over_PE_log10safe; Sum_Cer_over_PG_log10safe; Sum_Cer_over_PS_log10safe; Sum_Cer_over_SM_log10safe; Sum_Cer_over_SQDG_log10safe; Sum_Cer_over_TG_log10safe
SORBI_3010G150701	Uncharacterized protein	""	""	""	""	""	10	43516457	43518915	3.732413e-11	2	0.843802	16	Sum_Cer_over_AEG_log10safe; Sum_Cer_over_DG_log10safe; Sum_Cer_over_DGDG_log10safe; Sum_Cer_over_FA_log10safe; Sum_Cer_over_GalCer_log10safe; Sum_Cer_over_LPC_log10safe; Sum_Cer_over_LPE_log10safe; Sum_Cer_over_MG_log10safe; Sum_Cer_over_MGDG_log10safe; Sum_Cer_over_PC_log10safe; Sum_Cer_over_PE_log10safe; Sum_Cer_over_PG_log10safe; Sum_Cer_over_PS_log10safe; Sum_Cer_over_SM_log10safe; Sum_Cer_over_SQDG_log10safe; Sum_Cer_over_TG_log10safe
SORBI_3010G150800	Cytoplasmic tRNA 2-thiolation protein 1 C-terminal domain-containing protein	CYTOPLASMIC TRNA 2-THIOLATION PROTEIN (PTHR33513:SF45)	""	""	""	""	10	43592744	43593468	3.732413e-11	2	0.899819	16	Sum_Cer_over_AEG_log10safe; Sum_Cer_over_DG_log10safe; Sum_Cer_over_DGDG_log10safe; Sum_Cer_over_FA_log10safe; Sum_Cer_over_GalCer_log10safe; Sum_Cer_over_LPC_log10safe; Sum_Cer_over_LPE_log10safe; Sum_Cer_over_MG_log10safe; Sum_Cer_over_MGDG_log10safe; Sum_Cer_over_PC_log10safe; Sum_Cer_over_PE_log10safe; Sum_Cer_over_PG_log10safe; Sum_Cer_over_PS_log10safe; Sum_Cer_over_SM_log10safe; Sum_Cer_over_SQDG_log10safe; Sum_Cer_over_TG_log10safe
