GeneID	GeneName	Flag	Conditions	Ontologies	Classes	Max_recurrence	Best_GWAS_p	Max_r2	Max_fold	Max_intervals	Specific	N_terms	Chr	Start	Family	Terms
SORBI_3001G526300	RRM domain-containing protein		LIN	BP	PC	1	3.929503e-10	1.0	9.4	11	yes	2	1	79038519	FIZZY-RELATED PROTEIN HOMOLOG (PTHR19918:SF1)	LIN:PC:anaphase-promoting complex-dependent catabolic process; LIN:PC:cell division
SORBI_3004G140600	Exonuclease domain-containing protein		CTL	MF	TG	1	4.396448e-10	0.843	1.8	25	yes	1	4	40959559	OLIGORIBONUCLEASE, MITOCHONDRIAL (PTHR11046:SF0)	CTL:TG:nucleic acid binding
SORBI_3003G234200	carbonic anhydrase		LIN	BP	PC	1	4.934441e-10	1.0	9.4	2	single locus	1	3	57297987	CARBONIC ANHYDRASE (PTHR11002:SF81)	LIN:PC:carbon utilization
SORBI_3010G128000	Peptidase A1 domain-containing protein		LIN	MF	SQDG	1	5.665001e-10	0.49	6.1	5	yes	1	10	16460621	ASPARTYL PROTEASE AED1 (PTHR13683:SF669)	LIN:SQDG:aspartic-type endopeptidase activity
SORBI_3009G104900	Uncharacterized protein		LIN	BP	PC	1	7.403466e-10	1.0	9.4	11	yes	2	9	42374805	ANAPHASE-PROMOTING COMPLEX SUBUNIT 1 (PTHR12827:SF3)	LIN:PC:anaphase-promoting complex-dependent catabolic process; LIN:PC:cell division
SORBI_3008G104000	Cyclin N-terminal domain-containing protein		LIN	BP	PC	1	7.929619e-10	0.721	2.8	11	yes	1	8	49071115	SUPERFAMILY PROTEIN, PUTATIVE-RELATED (PTHR10177:SF389)	LIN:PC:cell division
SORBI_3010G128800	Peptidase A1 domain-containing protein		LIN	MF	SQDG	1	7.950883e-10	1.0	6.1	5	yes	1	10	17172501	OS05G0203912 PROTEIN (PTHR13683:SF664)	LIN:SQDG:aspartic-type endopeptidase activity
SORBI_3004G104000	Pentacotripeptide-repeat region of PRORP domain-containing protein		CTL	MF	TG	1	8.011247e-10	0.895	2.2	23	yes	1	4	9802085	OS02G0711100 PROTEIN (PTHR47942:SF7)	CTL:TG:mRNA binding
SORBI_3004G104250	Pentacotripeptide-repeat region of PRORP domain-containing protein		CTL	MF	TG	1	8.011247e-10	0.912	2.2	23	yes	1	4	9814281	OS02G0711100 PROTEIN (PTHR47942:SF7)	CTL:TG:mRNA binding
SORBI_3004G104600	Pentacotripeptide-repeat region of PRORP domain-containing protein		CTL	MF	TG	1	8.011247e-10	0.545	2.2	23	yes	1	4	9852878	OS02G0711100 PROTEIN (PTHR47942:SF7)	CTL:TG:mRNA binding
SORBI_3002G230900	Cyclin N-terminal domain-containing protein		LIN	BP	PC	1	8.076351e-10	0.446	2.8	11	yes	1	2	62228246	CYCLIN-D4-1 (PTHR10177:SF564)	LIN:PC:cell division
SORBI_3002G230100	carbonic anhydrase		LIN	BP	PC	1	8.076351e-10	0.796	9.4	2	single locus	1	2	62133898	CARBONIC ANHYDRASE (PTHR11002:SF12)	LIN:PC:carbon utilization
SORBI_3007G038800	Uncharacterized protein		LIN	MF	PC	1	1.122257e-09	0.61	9.3	4	yes	1	7	3747543	OS08G0151600 PROTEIN (PTHR42938:SF19)	LIN:PC:phosphoglycerate dehydrogenase activity
SORBI_3010G133275	C2H2-type domain-containing protein		LIN	MF	SQDG	1	1.12701e-09	0.858	1.7	29	yes	1	10	19158521		LIN:SQDG:zinc ion binding
SORBI_3003G083200	Uncharacterized protein		LIN	BP	TG	1	1.365925e-09	0.514	13.8	3	yes	1	3	7131291	PROTEIN SAR DEFICIENT 1 (PTHR31713:SF42)	LIN:TG:regulation of salicylic acid biosynthetic process
SORBI_3001G166800	Cyclin-like domain-containing protein		LIN	BP	PC	1	1.900976e-09	0.432	2.8	11	yes	1	1	13890658	CYCLIN-D5-1 (PTHR10177:SF400)	LIN:PC:cell division
SORBI_3005G011200	Peroxidase		CTL	BP/MF	PA	1	2.013684e-09	0.629	17.7	2	single locus	6	5	997462	PEROXIDASE 52 (PTHR31388:SF24)	CTL:PA:cellular oxidant detoxification; CTL:PA:hydrogen peroxide catabolic process; CTL:PA:lactoperoxidase activity; CTL:PA:peroxidase activity; CTL:PA:response to oxidative stress
SORBI_3005G011300	Peroxidase		CTL	BP/MF	PA	1	2.013684e-09	0.629	17.7	2	single locus	6	5	1016821	PEROXIDASE (PTHR31388:SF238)	CTL:PA:cellular oxidant detoxification; CTL:PA:hydrogen peroxide catabolic process; CTL:PA:lactoperoxidase activity; CTL:PA:peroxidase activity; CTL:PA:response to oxidative stress
SORBI_3005G011500	Peroxidase		CTL	BP/MF	PA	1	2.013684e-09	0.551	17.7	2	single locus	6	5	1026099	PEROXIDASE (PTHR31388:SF247)	CTL:PA:cellular oxidant detoxification; CTL:PA:hydrogen peroxide catabolic process; CTL:PA:lactoperoxidase activity; CTL:PA:peroxidase activity; CTL:PA:response to oxidative stress
SORBI_3010G133100	Uncharacterized protein		LIN	MF	TG	1	2.118821e-09	0.865	1.9	20	yes	1	10	18669805	MAJOR FACILITATOR SUPERFAMILY (MFS) PROFILE DOMAIN-CONTAINING PROTEIN (PTHR11654:SF359)	LIN:TG:transmembrane transporter activity
SORBI_3003G234500	Carbonic anhydrase		LIN	BP	PC	1	2.19347e-09	0.407	9.4	2	single locus	1	3	57318984	CARBONIC ANHYDRASE (PTHR11002:SF54)	LIN:PC:carbon utilization
SORBI_3009G184200	Structural maintenance of chromosomes protein		LIN	BP	PC	1	2.194588e-09	0.615	2.8	11	yes	1	9	53732001	STRUCTURAL MAINTENANCE OF CHROMOSOMES PROTEIN (PTHR18937:SF172)	LIN:PC:cell division
SORBI_3003G185100	Uncharacterized protein		LIN	MF	TG	1	2.224595e-09	0.882	1.9	20	yes	1	3	49714573	PROTEIN NRT1_ PTR FAMILY 6.2 (PTHR11654:SF85)	LIN:TG:transmembrane transporter activity
SORBI_3002G311200	Protein DETOXIFICATION		LIN	MF	TG	1	2.520227e-09	0.677	1.9	20	yes	1	2	68498413	PROTEIN DETOXIFICATION (PTHR11206:SF491)	LIN:TG:transmembrane transporter activity
SORBI_3006G139100	Polyadenylate-binding protein		CTL	MF	TG	1	4.462323e-09	0.404	1.8	25	yes	1	6	50123934	POLYADENYLATE-BINDING PROTEIN (PTHR24012:SF879)	CTL:TG:nucleic acid binding
SORBI_3002G104200	VOC domain-containing protein		CTL	BP	TG	1	4.633664e-09	0.591	9.8	3	yes	1	2	12324179	PHYTOENE DESATURATION 1 (PTHR11959:SF7)	CTL:TG:L-tyrosine catabolic process
SORBI_3001G024000	PUM-HD domain-containing protein		CTL	MF	TG	1	5.0281e-09	0.715	2.2	23	yes	1	1	1902840	PUMILIO HOMOLOG 3 (PTHR13389:SF0)	CTL:TG:mRNA binding
SORBI_3003G033400	3'-5' exonuclease domain-containing protein		LIN	MF	SQDG	1	5.25602e-09	0.564	2.3	20	yes	1	3	3062354	3'-5' EXONUCLEASE DOMAIN-CONTAINING PROTEIN (PTHR13620:SF120)	LIN:SQDG:nucleic acid binding
SORBI_3003G033500	Dof zinc finger protein		LIN	MF	SQDG	1	5.25602e-09	0.653	1.7	29	yes	1	3	3066533	DOF ZINC FINGER PROTEIN DOF1.2 (PTHR31992:SF316)	LIN:SQDG:zinc ion binding
SORBI_3003G033100	TRAM domain-containing protein		LIN	MF	SQDG	1	5.25602e-09	0.822	2.2	18	yes	1	3	3050505	TRNA (URACIL(54)-C(5))-METHYLTRANSFERASE (PTHR11061:SF30)	LIN:SQDG:mRNA binding
SORBI_3004G206500	RRM domain-containing protein		CTL	MF	TG	1	5.311382e-09	0.954	2.2	25	yes	2	4	55713261	OS02G0602600 PROTEIN (PTHR48024:SF17)	CTL:TG:mRNA binding; CTL:TG:nucleic acid binding
SORBI_3004G206200	Transcription termination factor MTERF5, chloroplastic		CTL	MF	TG	1	5.311382e-09	0.909	1.8	25	yes	1	4	55697535	TRANSCRIPTION TERMINATION FACTOR MTERF5, CHLOROPLASTIC (PTHR13068:SF9)	CTL:TG:nucleic acid binding
SORBI_3004G191000	Glycosyltransferase		LIN	MF	TG	1	7.171916e-09	0.401	5.6	3	yes	2	4	54299577	GLYCOSYLTRANSFERASE (PTHR11926:SF1071)	LIN:TG:quercetin 3-O-glucosyltransferase activity; LIN:TG:quercetin 7-O-glucosyltransferase activity
SORBI_3001G133900	Protein NRT1_ PTR FAMILY 2.9		LIN	MF	TG	1	7.635278e-09	0.517	1.9	20	yes	1	1	10565545	OS03G0687000 PROTEIN (PTHR11654:SF589)	LIN:TG:transmembrane transporter activity
SORBI_3010G136450	CCHC-type domain-containing protein	repeat-associated domain	CTL/LIN	BP/MF	DG/DGDG/FA/GalCer/MG/MGDG/SQDG	34	4.284987e-23	0.961	5.3	29	yes	13	10	20767863	OS11G0296500 PROTEIN (PTHR23002:SF89)	CTL:DG:zinc ion binding; CTL:DGDG:zinc ion binding; CTL:FA:zinc ion binding; CTL:GalCer:zinc ion binding; CTL:MG:zinc ion binding; CTL:MGDG:zinc ion binding; CTL:SQDG:zinc ion binding; LIN:SQDG:mRNA binding; LIN:SQDG:nucleic acid binding; LIN:SQDG:positive regulation of cytoplasmic translation; LIN:SQDG:single-stranded RNA binding; LIN:SQDG:translation regulator activity; LIN:SQDG:zinc ion binding
SORBI_3010G151200	GRF-type domain-containing protein	repeat-associated domain	CTL/LIN	MF	DG/DGDG/FA/GalCer/MG/MGDG/SQDG	34	1.414634e-13	0.784	4.1	29	yes	8	10	43755649		CTL:DG:zinc ion binding; CTL:DGDG:zinc ion binding; CTL:FA:zinc ion binding; CTL:GalCer:zinc ion binding; CTL:MG:zinc ion binding; CTL:MGDG:zinc ion binding; CTL:SQDG:zinc ion binding; LIN:SQDG:zinc ion binding
SORBI_3010G151325	Protein FAR1-RELATED SEQUENCE	repeat-associated domain	CTL/LIN	MF	DG/DGDG/FA/GalCer/MG/MGDG/SQDG	34	1.414634e-13	0.869	4.1	29	yes	8	10	43771550	PROTEIN FAR1-RELATED SEQUENCE (PTHR31669:SF168)	CTL:DG:zinc ion binding; CTL:DGDG:zinc ion binding; CTL:FA:zinc ion binding; CTL:GalCer:zinc ion binding; CTL:MG:zinc ion binding; CTL:MGDG:zinc ion binding; CTL:SQDG:zinc ion binding; LIN:SQDG:zinc ion binding
SORBI_3008G131800	CCHC-type domain-containing protein	repeat-associated domain	CTL	MF	TG	10	6.204077e-14	0.877	1.8	25	yes	1	8	55801939	RIBOSOME QUALITY CONTROL COMPLEX SUBUNIT NEMF (PTHR15239:SF6)	CTL:TG:nucleic acid binding
SORBI_3006G048925	CCHC-type domain-containing protein	repeat-associated domain	CTL	BP/MF	TG	9	5.869617e-12	0.598	3.4	25	yes	5	6	35635177	OS11G0296500 PROTEIN (PTHR23002:SF89)	CTL:TG:mRNA binding; CTL:TG:nucleic acid binding; CTL:TG:positive regulation of cytoplasmic translation; CTL:TG:single-stranded RNA binding; CTL:TG:translation regulator activity
SORBI_3006G049450	CCHC-type domain-containing protein	repeat-associated domain	CTL	BP/MF	TG	9	5.869617e-12	0.681	3.4	25	yes	5	6	35705198	OS11G0296500 PROTEIN (PTHR23002:SF89)	CTL:TG:mRNA binding; CTL:TG:nucleic acid binding; CTL:TG:positive regulation of cytoplasmic translation; CTL:TG:single-stranded RNA binding; CTL:TG:translation regulator activity
SORBI_3006G040201	CCHC-type domain-containing protein	repeat-associated domain	CTL	BP/MF	TG	8	1.570776e-11	0.931	3.4	25	yes	5	6	19847940	OS11G0296500 PROTEIN (PTHR23002:SF89)	CTL:TG:mRNA binding; CTL:TG:nucleic acid binding; CTL:TG:positive regulation of cytoplasmic translation; CTL:TG:single-stranded RNA binding; CTL:TG:translation regulator activity
SORBI_3009G095560	CCHC-type domain-containing protein	repeat-associated domain	CTL	BP/MF	TG	8	6.895748e-11	0.961	3.4	25	yes	5	9	26980037	OS11G0296500 PROTEIN (PTHR23002:SF89)	CTL:TG:mRNA binding; CTL:TG:nucleic acid binding; CTL:TG:positive regulation of cytoplasmic translation; CTL:TG:single-stranded RNA binding; CTL:TG:translation regulator activity
SORBI_3007G103350	CCHC-type domain-containing protein	repeat-associated domain	CTL	BP/MF	TG	7	5.068772e-11	0.537	3.4	25	yes	5	7	29073128	OS11G0296500 PROTEIN (PTHR23002:SF89)	CTL:TG:mRNA binding; CTL:TG:nucleic acid binding; CTL:TG:positive regulation of cytoplasmic translation; CTL:TG:single-stranded RNA binding; CTL:TG:translation regulator activity
SORBI_3006G209700	CCHC-type domain-containing protein	repeat-associated domain	CTL	MF	TG	7	5.298874e-11	0.922	1.8	25	yes	1	6	55933544	PROTEIN SREK1IP1 (PTHR31437:SF1)	CTL:TG:nucleic acid binding
SORBI_3001G221850	CCHC-type domain-containing protein	repeat-associated domain	CTL	BP/MF	TG	6	1.102206e-09	0.64	3.4	25	yes	5	1	21023882	OS11G0296500 PROTEIN (PTHR23002:SF89)	CTL:TG:mRNA binding; CTL:TG:nucleic acid binding; CTL:TG:positive regulation of cytoplasmic translation; CTL:TG:single-stranded RNA binding; CTL:TG:translation regulator activity
SORBI_3008G094500	CCHC-type domain-containing protein	repeat-associated domain	CTL	BP/MF	TG	5	7.128154e-10	0.863	3.4	25	yes	5	8	44774969	OS11G0296500 PROTEIN (PTHR23002:SF89)	CTL:TG:mRNA binding; CTL:TG:nucleic acid binding; CTL:TG:positive regulation of cytoplasmic translation; CTL:TG:single-stranded RNA binding; CTL:TG:translation regulator activity
SORBI_3006G040301	CCHC-type domain-containing protein	repeat-associated domain	CTL	BP/MF	TG	4	3.453196e-10	0.965	3.4	25	yes	5	6	20621419	OS11G0296500 PROTEIN (PTHR23002:SF89)	CTL:TG:mRNA binding; CTL:TG:nucleic acid binding; CTL:TG:positive regulation of cytoplasmic translation; CTL:TG:single-stranded RNA binding; CTL:TG:translation regulator activity
SORBI_3010G134801	CCHC-type domain-containing protein	repeat-associated domain	CTL/LIN	BP/MF	SQDG/TG	3	3.193903e-12	1.0	5.3	29	yes	11	10	19930750	OS11G0296500 PROTEIN (PTHR23002:SF89)	CTL:TG:mRNA binding; CTL:TG:nucleic acid binding; CTL:TG:positive regulation of cytoplasmic translation; CTL:TG:single-stranded RNA binding; CTL:TG:translation regulator activity; LIN:SQDG:mRNA binding; LIN:SQDG:nucleic acid binding; LIN:SQDG:positive regulation of cytoplasmic translation; LIN:SQDG:single-stranded RNA binding; LIN:SQDG:translation regulator activity; LIN:SQDG:zinc ion binding
SORBI_3010G125500	RING-type domain-containing protein	repeat-associated domain	LIN	MF	SQDG	3	5.991652e-11	0.91	1.7	29	yes	1	10	15508131	E3 UBIQUITIN-PROTEIN LIGASE SYNOVIOLIN (PTHR22763:SF184)	LIN:SQDG:zinc ion binding
SORBI_3010G140750	CCHC-type domain-containing protein	repeat-associated domain	CTL/LIN	BP/MF	SQDG/TG	3	9.116389e-11	0.953	5.3	29	yes	11	10	32286029	OS11G0296500 PROTEIN (PTHR23002:SF89)	CTL:TG:mRNA binding; CTL:TG:nucleic acid binding; CTL:TG:positive regulation of cytoplasmic translation; CTL:TG:single-stranded RNA binding; CTL:TG:translation regulator activity; LIN:SQDG:mRNA binding; LIN:SQDG:nucleic acid binding; LIN:SQDG:positive regulation of cytoplasmic translation; LIN:SQDG:single-stranded RNA binding; LIN:SQDG:translation regulator activity; LIN:SQDG:zinc ion binding
SORBI_3010G158400	RING-type domain-containing protein	repeat-associated domain	LIN	MF	SQDG	3	1.749323e-10	0.987	1.7	29	yes	1	10	46573122	RING ZINC FINGER DOMAIN SUPERFAMILY PROTEIN-RELATED (PTHR14155:SF623)	LIN:SQDG:zinc ion binding
SORBI_3010G123750	CCHC-type domain-containing protein	repeat-associated domain	LIN	MF	SQDG	2	6.232295e-13	1.0	2.3	29	yes	2	10	14655059	OS07G0485366 PROTEIN (PTHR33170:SF8)	LIN:SQDG:nucleic acid binding; LIN:SQDG:zinc ion binding
SORBI_3010G118000	PHD-type domain-containing protein	repeat-associated domain	LIN	MF	SQDG	2	1.459576e-11	0.511	1.7	29	yes	1	10	12993551	OS06G0283200 PROTEIN (PTHR47177:SF4)	LIN:SQDG:zinc ion binding
SORBI_3003G105900	RING-type domain-containing protein	repeat-associated domain	CTL	MF	DGDG	2	6.188695e-11	1.0	3.8	8	yes	1	3	9602593	OS01G0104100 PROTEIN (PTHR15315:SF89)	CTL:DGDG:zinc ion binding
SORBI_3010G137333	CCHC-type domain-containing protein	repeat-associated domain	LIN	BP/MF	SQDG	2	9.841433e-11	0.932	5.3	29	yes	6	10	21671423	OS11G0296500 PROTEIN (PTHR23002:SF89)	LIN:SQDG:mRNA binding; LIN:SQDG:nucleic acid binding; LIN:SQDG:positive regulation of cytoplasmic translation; LIN:SQDG:single-stranded RNA binding; LIN:SQDG:translation regulator activity; LIN:SQDG:zinc ion binding
SORBI_3010G140150	CCHC-type domain-containing protein	repeat-associated domain	CTL/LIN	BP/MF	SQDG/TG	2	1.082071e-10	0.987	5.3	29	yes	11	10	25475463	OS11G0296500 PROTEIN (PTHR23002:SF89)	CTL:TG:mRNA binding; CTL:TG:nucleic acid binding; CTL:TG:positive regulation of cytoplasmic translation; CTL:TG:single-stranded RNA binding; CTL:TG:translation regulator activity; LIN:SQDG:mRNA binding; LIN:SQDG:nucleic acid binding; LIN:SQDG:positive regulation of cytoplasmic translation; LIN:SQDG:single-stranded RNA binding; LIN:SQDG:translation regulator activity; LIN:SQDG:zinc ion binding
SORBI_3010G144050	CCHC-type domain-containing protein	repeat-associated domain	LIN	BP/MF	SQDG	2	1.088706e-10	0.974	5.3	29	yes	6	10	38838752	OS11G0296500 PROTEIN (PTHR23002:SF89)	LIN:SQDG:mRNA binding; LIN:SQDG:nucleic acid binding; LIN:SQDG:positive regulation of cytoplasmic translation; LIN:SQDG:single-stranded RNA binding; LIN:SQDG:translation regulator activity; LIN:SQDG:zinc ion binding
SORBI_3010G156800	RING-type domain-containing protein	repeat-associated domain	LIN	MF	SQDG	2	1.45686e-10	0.45	1.7	29	yes	1	10	46109352	RING-TYPE DOMAIN-CONTAINING PROTEIN (PTHR14155:SF525)	LIN:SQDG:zinc ion binding
SORBI_3007G086032	CCHC-type domain-containing protein	repeat-associated domain	CTL	BP/MF	TG	2	3.734675e-09	0.411	3.4	25	yes	5	7	11145529	OS11G0296500 PROTEIN (PTHR23002:SF89)	CTL:TG:mRNA binding; CTL:TG:nucleic acid binding; CTL:TG:positive regulation of cytoplasmic translation; CTL:TG:single-stranded RNA binding; CTL:TG:translation regulator activity
SORBI_3006G036632	CCHC-type domain-containing protein	repeat-associated domain	CTL	BP/MF	TG	2	7.718894e-09	0.872	3.4	25	yes	5	6	12709354	OS11G0296500 PROTEIN (PTHR23002:SF89)	CTL:TG:mRNA binding; CTL:TG:nucleic acid binding; CTL:TG:positive regulation of cytoplasmic translation; CTL:TG:single-stranded RNA binding; CTL:TG:translation regulator activity
SORBI_3010G140550	CCHC-type domain-containing protein	repeat-associated domain	LIN	BP/MF	SQDG	1	5.034469e-11	0.975	5.3	29	yes	6	10	27225026	OS11G0296500 PROTEIN (PTHR23002:SF89)	LIN:SQDG:mRNA binding; LIN:SQDG:nucleic acid binding; LIN:SQDG:positive regulation of cytoplasmic translation; LIN:SQDG:single-stranded RNA binding; LIN:SQDG:translation regulator activity; LIN:SQDG:zinc ion binding
SORBI_3010G130100	PHD-type domain-containing protein	repeat-associated domain	LIN	MF	SQDG	1	5.314511e-11	0.499	1.7	29	yes	1	10	17564545	OS06G0309000 PROTEIN (PTHR47527:SF6)	LIN:SQDG:zinc ion binding
SORBI_3010G152250	CCHC-type domain-containing protein	repeat-associated domain	LIN	BP/MF	SQDG	1	6.268769e-11	0.517	5.3	29	yes	6	10	44126217	OS11G0296500 PROTEIN (PTHR23002:SF89)	LIN:SQDG:mRNA binding; LIN:SQDG:nucleic acid binding; LIN:SQDG:positive regulation of cytoplasmic translation; LIN:SQDG:single-stranded RNA binding; LIN:SQDG:translation regulator activity; LIN:SQDG:zinc ion binding
SORBI_3010G140575	CCHC-type domain-containing protein	repeat-associated domain	LIN	BP/MF	SQDG	1	8.013081e-11	0.968	5.3	29	yes	6	10	27296735	OS11G0296500 PROTEIN (PTHR23002:SF89)	LIN:SQDG:mRNA binding; LIN:SQDG:nucleic acid binding; LIN:SQDG:positive regulation of cytoplasmic translation; LIN:SQDG:single-stranded RNA binding; LIN:SQDG:translation regulator activity; LIN:SQDG:zinc ion binding
SORBI_3010G127550	CCHC-type domain-containing protein	repeat-associated domain	LIN	BP/MF	SQDG	1	9.595744e-11	0.549	5.3	29	yes	6	10	16111016	OS11G0296500 PROTEIN (PTHR23002:SF89)	LIN:SQDG:mRNA binding; LIN:SQDG:nucleic acid binding; LIN:SQDG:positive regulation of cytoplasmic translation; LIN:SQDG:single-stranded RNA binding; LIN:SQDG:translation regulator activity; LIN:SQDG:zinc ion binding
SORBI_3010G113150	CCHC-type domain-containing protein	repeat-associated domain	LIN	BP/MF	SQDG	1	1.14374e-10	0.499	5.3	29	yes	6	10	11781945	OS11G0296500 PROTEIN (PTHR23002:SF89)	LIN:SQDG:mRNA binding; LIN:SQDG:nucleic acid binding; LIN:SQDG:positive regulation of cytoplasmic translation; LIN:SQDG:single-stranded RNA binding; LIN:SQDG:translation regulator activity; LIN:SQDG:zinc ion binding
SORBI_3010G141700	Protein FAR1-RELATED SEQUENCE	repeat-associated domain	LIN	MF	SQDG	1	2.042273e-10	0.979	1.7	29	yes	1	10	35388586	PROTEIN FAR1-RELATED SEQUENCE (PTHR31669:SF217)	LIN:SQDG:zinc ion binding
SORBI_3010G131900	RING-type E3 ubiquitin transferase	repeat-associated domain	LIN	MF	SQDG	1	3.071507e-10	0.72	1.7	29	yes	1	10	18148226	IP09428P-RELATED (PTHR11224:SF10)	LIN:SQDG:zinc ion binding
SORBI_3010G145300	CCHC-type domain-containing protein	repeat-associated domain	LIN	MF	SQDG	1	3.458588e-10	1.0	2.3	29	yes	2	10	40912089	OS04G0557100 PROTEIN (PTHR33170:SF40)	LIN:SQDG:nucleic acid binding; LIN:SQDG:zinc ion binding
SORBI_3010G157300	RING-type domain-containing protein	repeat-associated domain	LIN	MF	SQDG	1	6.067959e-10	0.475	1.7	29	yes	1	10	46193899	OS06G0257700 PROTEIN (PTHR22765:SF163)	LIN:SQDG:zinc ion binding
SORBI_3010G161050	CCHC-type domain-containing protein	repeat-associated domain	LIN	BP/MF	SQDG	1	6.219886e-10	0.432	5.3	29	yes	6	10	47644843	OS11G0296500 PROTEIN (PTHR23002:SF89)	LIN:SQDG:mRNA binding; LIN:SQDG:nucleic acid binding; LIN:SQDG:positive regulation of cytoplasmic translation; LIN:SQDG:single-stranded RNA binding; LIN:SQDG:translation regulator activity; LIN:SQDG:zinc ion binding
SORBI_3010G120500	GRF-type domain-containing protein	repeat-associated domain	LIN	MF	SQDG	1	2.13066e-09	0.406	1.7	29	yes	1	10	13837692	OS12G0198650 PROTEIN (PTHR33248:SF54)	LIN:SQDG:zinc ion binding
SORBI_3008G088887	CCHC-type domain-containing protein	repeat-associated domain	CTL	BP/MF	TG	1	3.546281e-09	0.864	3.4	25	yes	5	8	26571367	OS11G0296500 PROTEIN (PTHR23002:SF89)	CTL:TG:mRNA binding; CTL:TG:nucleic acid binding; CTL:TG:positive regulation of cytoplasmic translation; CTL:TG:single-stranded RNA binding; CTL:TG:translation regulator activity
