"Condition","Theme","GeneID","GeneName","Family_SubFamily","Protein_class","GO_MF","GO_BP","Best_P_Value","Max_N_Phenotypes","TraitLayers"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3002G422100","Nuclear pore complex protein NUP214","NUCLEAR PORE COMPLEX PROTEIN NUP214 (PTHR34418:SF3)",NA,"structural constituent of nuclear pore(GO:0017056)","RNA export from nucleus(GO:0006405)",2.55e-09,10,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3002G422200","AB hydrolase-1 domain-containing protein","LYSOPHOSPHOLIPASE BODYGUARD 4-RELATED (PTHR43689:SF14)","serine protease(PC00203)","hydrolase activity(GO:0016787)",NA,2.55e-09,10,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3002G422300","Ethylene insensitive 3-like DNA-binding domain-containing protein","PROTEIN ETHYLENE-INSENSITIVE 3-LIKE 2 (PTHR33305:SF32)",NA,"DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565)","ethylene-activated signaling pathway(GO:0009873);regulation of ethylene-activated signaling pathway(GO:0010104);positive regulation of DNA-templated transcription(GO:0045893);negative regulation of response to salt stress(GO:1901001);regulation of response to wounding(GO:1903034)",2.55e-09,10,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3001G357200","RRM domain-containing protein","RRM DOMAIN-CONTAINING PROTEIN (PTHR48025:SF1)",NA,"nucleic acid binding(GO:0003676);RNA binding(GO:0003723);mRNA binding(GO:0003729)","mRNA processing(GO:0006397);response to cold(GO:0009409);chloroplast rRNA processing(GO:1901259)",1.18e-12,9,"Individual"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3006G049450","CCHC-type domain-containing protein","OS11G0296500 PROTEIN (PTHR23002:SF89)","RNA metabolism protein(PC00031)","nucleic acid binding(GO:0003676);single-stranded RNA binding(GO:0003727);mRNA binding(GO:0003729);zinc ion binding(GO:0008270);translation regulator activity(GO:0045182)","positive regulation of cytoplasmic translation(GO:2000767)",5.87e-12,9,"Individual"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3009G003400","Uncharacterized protein (Fragment)","RRNA N-GLYCOSYLASE (PTHR33453:SF21)",NA,"rRNA N-glycosylase activity(GO:0030598)","negative regulation of translation(GO:0017148)",7.95e-11,9,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3005G002400","Clp R domain-containing protein","PROTEIN SMAX1-LIKE 6 (PTHR43572:SF38)","chaperone(PC00072)","ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);protein folding chaperone(GO:0044183)","protein folding(GO:0006457)",5.21e-10,9,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3003G330000","U3 small nucleolar RNA-associated protein 11","U3 SMALL NUCLEOLAR RNA-ASSOCIATED PROTEIN 11-RELATED (PTHR12838:SF0)","RNA metabolism protein(PC00031)",NA,"rRNA processing(GO:0006364);megagametogenesis(GO:0009561)",1.96e-09,9,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3003G330100","RNase III domain-containing protein","RIBONUCLEASE III DOMAIN-CONTAINING PROTEIN RNC1, CHLOROPLASTIC (PTHR11207:SF34)","endoribonuclease(PC00094)","RNA binding(GO:0003723);double-stranded RNA binding(GO:0003725);ribonuclease III activity(GO:0004525)","RNA processing(GO:0006396);mRNA processing(GO:0006397);RNA splicing(GO:0008380);regulation of gene expression(GO:0010468)",1.96e-09,9,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3008G122001","CCHC-type domain-containing protein","OS11G0296500 PROTEIN (PTHR23002:SF89)","RNA metabolism protein(PC00031)","nucleic acid binding(GO:0003676);single-stranded RNA binding(GO:0003727);mRNA binding(GO:0003729);zinc ion binding(GO:0008270);translation regulator activity(GO:0045182)","positive regulation of cytoplasmic translation(GO:2000767)",2.36e-09,9,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3001G177800","Uncharacterized protein","LARGE RIBOSOMAL SUBUNIT PROTEIN UL16 (PTHR11726:SF10)","ribosomal protein(PC00202)","structural constituent of ribosome(GO:0003735)","translation(GO:0006412);response to UV-B(GO:0010224)",2.4e-09,9,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3001G178300","AAA+ ATPase domain-containing protein","DNA-BINDING PROTEIN SMUBP-2 (PTHR43788:SF8)","DNA metabolism protein(PC00009)","nucleotide binding(GO:0000166);DNA binding(GO:0003677);DNA helicase activity(GO:0003678);RNA binding(GO:0003723);helicase activity(GO:0004386);ATP binding(GO:0005524);hydrolase activity(GO:0016787);5'-3' DNA helicase activity(GO:0043139)","DNA damage response(GO:0006974)",2.4e-09,9,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3001G178400","Lysine--tRNA ligase","LYSINE--TRNA LIGASE (PTHR42918:SF9)","aminoacyl-tRNA synthetase(PC00047)","tRNA binding(GO:0000049);nucleotide binding(GO:0000166);nucleic acid binding(GO:0003676);aminoacyl-tRNA ligase activity(GO:0004812);lysine-tRNA ligase activity(GO:0004824);ATP binding(GO:0005524);ligase activity(GO:0016874)","translation(GO:0006412);tRNA aminoacylation for protein translation(GO:0006418);lysyl-tRNA aminoacylation(GO:0006430)",2.4e-09,9,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3006G248500","Transcriptional coactivator Hfi1_Transcriptional adapter 1","TRANSCRIPTIONAL ADAPTER 1 (PTHR21277:SF5)",NA,"transcription coactivator activity(GO:0003713)","regulation of transcription by RNA polymerase II(GO:0006357);positive regulation of DNA-templated transcription(GO:0045893)",6.02e-13,8,"Individual"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3007G110800","MATH domain-containing protein","MATH DOMAIN CONTAINING PROTEIN (PTHR26379:SF468)",NA,NA,"protein ubiquitination(GO:0016567)",1.18e-11,8,"Individual"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3008G095100","SAM domain-containing protein","SAM DOMAIN FAMILY PROTEIN (PTHR10627:SF63)","RNA metabolism protein(PC00031)",NA,NA,2.21e-11,8,"Individual"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3007G150700","Uncharacterized protein","OS08G0459100 PROTEIN (PTHR13318:SF255)",NA,NA,"SCF-dependent proteasomal ubiquitin-dependent protein catabolic process(GO:0031146)",5.1e-11,8,"Individual"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3001G222900","RRM domain-containing protein","RNA-BINDING REGION RNP-1 DOMAIN-CONTAINING PROTEIN (PTHR48035:SF2)",NA,"nucleic acid binding(GO:0003676);RNA binding(GO:0003723)",NA,7.08e-11,8,"Individual"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3001G223000","Protein kinase domain-containing protein","PROTEIN KINASE DOMAIN-CONTAINING PROTEIN (PTHR24055:SF372)","non-receptor serine/threonine protein kinase(PC00167)","nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);RNA polymerase II CTD heptapeptide repeat kinase activity(GO:0008353);kinase activity(GO:0016301);transferase activity(GO:0016740)","regulation of transcription by RNA polymerase II(GO:0006357);intracellular signal transduction(GO:0035556)",7.08e-11,8,"Individual"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3008G095200","Uncharacterized protein","OS12G0479100 PROTEIN (PTHR47290:SF5)",NA,NA,"regulation of DNA-templated transcription(GO:0006355)",7.53e-11,8,"Individual"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3006G279200","LisH domain-containing protein","DDB1- AND CUL4-ASSOCIATED FACTOR 1 (PTHR13129:SF4)",NA,NA,"protein ubiquitination(GO:0016567)",1.24e-10,8,"Individual"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3009G076900","Pentacotripeptide-repeat region of PRORP domain-containing protein","OS05G0207200 PROTEIN (PTHR47933:SF24)",NA,"mRNA binding(GO:0003729)",NA,1.96e-10,8,"Individual;SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3009G077100","Mediator of RNA polymerase II transcription subunit 32","MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 32 (PTHR35989:SF1)","general transcription factor(PC00259)",NA,"regulation of DNA-templated transcription(GO:0006355);cold acclimation(GO:0009631);leaf senescence(GO:0010150);root development(GO:0048364)",1.96e-10,8,"Individual;SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3009G077200","Ribosomal protein L5 C-terminal domain-containing protein",NA,NA,"structural constituent of ribosome(GO:0003735)","translation(GO:0006412)",1.96e-10,8,"Individual"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3006G158100","DUS-like FMN-binding domain-containing protein","TRNA-DIHYDROURIDINE(20) SYNTHASE [NAD(P)+]-LIKE (PTHR45936:SF1)","RNA processing factor(PC00147)","oxidoreductase activity(GO:0016491);tRNA dihydrouridine synthase activity(GO:0017150);flavin adenine dinucleotide binding(GO:0050660)","tRNA dihydrouridine synthesis(GO:0002943);tRNA processing(GO:0008033)",2.26e-10,8,"Individual;SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3006G080300","Histone-lysine N-methyltransferase ASHH1","HISTONE-LYSINE N-METHYLTRANSFERASE ASHH1 (PTHR22884:SF455)",NA,"methyltransferase activity(GO:0008168);transferase activity(GO:0016740);histone methyltransferase activity(GO:0042054);histone H3K36 methyltransferase activity(GO:0046975)","chromatin remodeling(GO:0006338);regulation of DNA-templated transcription(GO:0006355);methylation(GO:0032259)",5.69e-10,8,"Individual;SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3006G080400","Ubiquitin carboxyl-terminal hydrolase","UBIQUITIN CARBOXYL-TERMINAL HYDROLASE 30 (PTHR24006:SF888)","cysteine protease(PC00081)","cysteine-type deubiquitinase activity(GO:0004843);peptidase activity(GO:0008233);cysteine-type peptidase activity(GO:0008234);hydrolase activity(GO:0016787)","proteolysis(GO:0006508);protein deubiquitination(GO:0016579);regulation of protein stability(GO:0031647)",5.69e-10,8,"Individual;SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3006G080500","BHLH domain-containing protein","TRANSCRIPTION FACTOR BHLH95 (PTHR46772:SF15)",NA,"DNA-binding transcription factor activity(GO:0003700);protein dimerization activity(GO:0046983)","regulation of DNA-templated transcription(GO:0006355);endosperm development(GO:0009960)",5.69e-10,8,"Individual;SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3006G080600","Cellulose synthase-like protein H1","CELLULOSE SYNTHASE-LIKE PROTEIN B1-RELATED (PTHR13301:SF53)","DNA-binding transcription factor(PC00218)","transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757);cellulose synthase activity(GO:0016759);cellulose synthase (UDP-forming) activity(GO:0016760)","plant-type primary cell wall biogenesis(GO:0009833);cellulose biosynthetic process(GO:0030244);cell wall organization(GO:0071555);plant-type cell wall organization or biogenesis(GO:0071669)",5.69e-10,8,"Individual;SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3004G107100","RRM domain-containing protein","OS02G0244600 PROTEIN (PTHR32343:SF82)","RNA splicing factor(PC00148)","nucleic acid binding(GO:0003676);RNA binding(GO:0003723)",NA,1.78e-09,8,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3004G150300","Ubiquitin-like protease family profile domain-containing protein",NA,NA,NA,NA,2.15e-09,8,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3002G373300","Proteasome alpha-type subunits domain-containing protein","PROTEASOME SUBUNIT ALPHA TYPE (PTHR11599:SF118)","protease(PC00190)",NA,"ubiquitin-dependent protein catabolic process(GO:0006511);proteasome-mediated ubiquitin-dependent protein catabolic process(GO:0043161);proteolysis involved in protein catabolic process(GO:0051603)",4e-09,8,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3006G080700","Cellulose synthase-like protein H1","CELLULOSE SYNTHASE-LIKE PROTEIN B1-RELATED (PTHR13301:SF53)","DNA-binding transcription factor(PC00218)","transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757);cellulose synthase activity(GO:0016759);cellulose synthase (UDP-forming) activity(GO:0016760)","plant-type primary cell wall biogenesis(GO:0009833);cellulose biosynthetic process(GO:0030244);cell wall organization(GO:0071555);plant-type cell wall organization or biogenesis(GO:0071669)",4.37e-09,8,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3008G095500","W2 domain-containing protein","W2 DOMAIN-CONTAINING PROTEIN (PTHR23001:SF50)","translation initiation factor(PC00224)","nucleotide binding(GO:0000166);translation initiation factor activity(GO:0003743);GDP-dissociation inhibitor activity(GO:0005092);GTP binding(GO:0005525);eukaryotic initiation factor eIF2 binding(GO:0071074)","formation of cytoplasmic translation initiation complex(GO:0001732);translation(GO:0006412);translational initiation(GO:0006413)",1.89e-11,7,"Individual"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3006G209500","TFIIE beta domain-containing protein","TRANSCRIPTION INITIATION FACTOR IIE SUBUNIT BETA (PTHR12716:SF8)","general transcription factor(PC00259)","DNA binding(GO:0003677)","transcription initiation at RNA polymerase II promoter(GO:0006367)",5.3e-11,7,"Individual"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3006G209850","PHD-type domain-containing protein","PROTEIN FORGETTER 1 (PTHR12706:SF13)",NA,"zinc ion binding(GO:0008270);chromatin DNA binding(GO:0031490);histone binding(GO:0042393);metal ion binding(GO:0046872)","regulation of DNA-templated transcription(GO:0006355)",5.3e-11,7,"Individual"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3006G279400","NAC domain-containing protein","NAC DOMAIN-CONTAINING PROTEIN 30 (PTHR31989:SF363)",NA,"DNA binding(GO:0003677)","regulation of DNA-templated transcription(GO:0006355)",1.24e-10,7,"Individual"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3001G252800","Dof-type domain-containing protein","DOF-TYPE ZINC FINGER DNA-BINDING FAMILY PROTEIN (PTHR31089:SF74)",NA,"DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)","regulation of DNA-templated transcription(GO:0006355)",2.26e-10,7,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3005G003800","Ribosome assembly factor mrt4","MRNA TURNOVER PROTEIN 4 HOMOLOG (PTHR45841:SF1)",NA,NA,"ribosomal large subunit assembly(GO:0000027);nuclear-transcribed mRNA catabolic process(GO:0000956);rRNA processing(GO:0006364);ribosome biogenesis(GO:0042254);ribosomal large subunit biogenesis(GO:0042273)",5.53e-10,7,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3005G004000","HTH myb-type domain-containing protein","OS11G0106100 PROTEIN (PTHR31314:SF128)","homeodomain transcription factor(PC00119)","DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)","regulation of DNA-templated transcription(GO:0006355)",5.53e-10,7,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3007G090537","CpSecY","PREPROTEIN TRANSLOCASE SUBUNIT SCY1, CHLOROPLASTIC (PTHR10906:SF9)","transporter(PC00227)","signal sequence binding(GO:0005048);protein transmembrane transporter activity(GO:0008320)","SRP-dependent cotranslational protein targeting to membrane, translocation(GO:0006616);protein transport(GO:0015031)",1.12e-09,7,"Individual"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3002G235600","DYW domain-containing protein","OS09G0474051 PROTEIN (PTHR47928:SF45)",NA,"RNA binding(GO:0003723);zinc ion binding(GO:0008270)","RNA modification(GO:0009451)",1.88e-09,7,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3002G235700","BHLH domain-containing protein","BHLH-TRANSCRIPTION FACTOR (PTHR12565:SF418)",NA,"DNA-binding transcription factor activity(GO:0003700);protein dimerization activity(GO:0046983)","regulation of DNA-templated transcription(GO:0006355);regulation of primary metabolic process(GO:0080090)",1.88e-09,7,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3002G393400","10 kDa chaperonin","OS07G0641700 PROTEIN (PTHR10772:SF39)","chaperonin(PC00073)","ATP binding(GO:0005524);protein folding chaperone(GO:0044183);metal ion binding(GO:0046872);unfolded protein binding(GO:0051082);protein-folding chaperone binding(GO:0051087)","protein folding(GO:0006457)",2.54e-09,7,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3005G030266","RING-type domain-containing protein","OS12G0139201 PROTEIN (PTHR15710:SF183)","ubiquitin-protein ligase(PC00234)","zinc ion binding(GO:0008270);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)","protein ubiquitination(GO:0016567)",2.62e-09,7,"Individual"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3005G074400","Protein disulfide-isomerase","PROTEIN DISULFIDE-ISOMERASE A3 (PTHR18929:SF132)","chaperone(PC00072)","protein disulfide isomerase activity(GO:0003756);isomerase activity(GO:0016853)","protein folding(GO:0006457);endosperm development(GO:0009960);protein folding in endoplasmic reticulum(GO:0034975);response to endoplasmic reticulum stress(GO:0034976)",3.9e-09,7,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3006G165800","SET domain-containing protein","OS04G0544100 PROTEIN (PTHR45660:SF22)","histone modifying enzyme(PC00261)","double-stranded DNA binding(GO:0003690);methyltransferase activity(GO:0008168);zinc ion binding(GO:0008270);transferase activity(GO:0016740);histone methyltransferase activity(GO:0042054)","chromatin remodeling(GO:0006338);methylation(GO:0032259)",3.25e-12,6,"Individual"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3006G166000","Pentacotripeptide-repeat region of PRORP domain-containing protein","OS04G0544400 PROTEIN (PTHR45717:SF3)",NA,"mRNA binding(GO:0003729)",NA,3.25e-12,6,"Individual"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3006G166100","Uncharacterized protein","GATA TRANSCRIPTION FACTOR 26 (PTHR46855:SF1)",NA,"transcription cis-regulatory region binding(GO:0000976);zinc ion binding(GO:0008270);sequence-specific DNA binding(GO:0043565);metal ion binding(GO:0046872)","regulation of DNA-templated transcription(GO:0006355)",3.25e-12,6,"Individual"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3001G221100","Ubiquitin-like domain-containing protein","OS07G0493033 PROTEIN (PTHR10666:SF250)",NA,"mRNA binding(GO:0003729);structural constituent of ribosome(GO:0003735);protein tag activity(GO:0031386)","protein ubiquitination(GO:0016567);modification-dependent protein catabolic process(GO:0019941)",1.23e-11,6,"Individual"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3003G076500","Uncharacterized protein","MYB TRANSCRIPTION FACTOR (PTHR44042:SF59)",NA,"DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)","regulation of DNA-templated transcription(GO:0006355);response to gibberellin(GO:0009739);response to sucrose(GO:0009744)",3.26e-11,6,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3006G059800","AP2_ERF domain-containing protein","OS04G0399800 PROTEIN (PTHR31677:SF118)","DNA-binding transcription factor(PC00218)","DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)","regulation of DNA-templated transcription(GO:0006355)",4.6e-11,6,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3006G279900","RING-type domain-containing protein","RECEPTOR HOMOLOGY REGION, TRANSMEMBRANE DOMAIN- AND RING DOMAIN-CONTAINING PROTEIN 1 (PTHR22765:SF419)","ubiquitin-protein ligase(PC00234)","zinc ion binding(GO:0008270);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)","ubiquitin-dependent protein catabolic process(GO:0006511);protein transport(GO:0015031)",1.24e-10,6,"Individual"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3001G136000","Uncharacterized protein","PROTEIN ARGONAUTE 12 (PTHR22891:SF124)","translation initiation factor(PC00224)","nucleic acid binding(GO:0003676);RNA binding(GO:0003723);RNA endonuclease activity(GO:0004521)","regulatory ncRNA-mediated gene silencing(GO:0031047)",2.43e-10,6,"Individual"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3001G136150","Uncharacterized protein","PROTEIN ARGONAUTE 11 (PTHR22891:SF133)","translation initiation factor(PC00224)","nucleic acid binding(GO:0003676);RNA binding(GO:0003723);RNA endonuclease activity(GO:0004521)","regulatory ncRNA-mediated gene silencing(GO:0031047)",2.43e-10,6,"Individual"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3001G136500","Uncharacterized protein","RNA-BINDING PROTEIN 4 (PTHR48031:SF2)",NA,"nucleic acid binding(GO:0003676);RNA binding(GO:0003723);mRNA binding(GO:0003729);zinc ion binding(GO:0008270)",NA,2.43e-10,6,"Individual"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3008G103000","BTB domain-containing protein","TRAF TRANSCRIPTION FACTOR (PTHR26379:SF180)",NA,NA,"protein ubiquitination(GO:0016567)",5.22e-10,6,"Individual"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3003G206600","Btz domain-containing protein","PROTEIN MLN51 HOMOLOG (PTHR46837:SF5)",NA,"RNA binding(GO:0003723);mRNA binding(GO:0003729)","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay(GO:0000184);mRNA processing(GO:0006397);regulation of translation(GO:0006417);RNA splicing(GO:0008380);mRNA transport(GO:0051028)",7.56e-10,6,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3002G165600","AP2_ERF domain-containing protein","AP2_ERF DOMAIN-CONTAINING PROTEIN (PTHR31190:SF101)",NA,"DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)","regulation of DNA-templated transcription(GO:0006355)",1.48e-09,6,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3001G533800","S1-like domain-containing protein","RNA-BINDING PROTEIN EIF1AD-RELATED (PTHR21641:SF0)","translation initiation factor(PC00224)","RNA binding(GO:0003723);translation initiation factor activity(GO:0003743)","translational initiation(GO:0006413)",1.81e-09,6,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3001G353100","Carboxypeptidase","CARBOXYPEPTIDASE (PTHR11802:SF496)","serine protease(PC00203)","carboxypeptidase activity(GO:0004180);serine-type carboxypeptidase activity(GO:0004185);peptidase activity(GO:0008233);hydrolase activity(GO:0016787)","proteolysis(GO:0006508)",1.91e-09,6,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3002G391600","DExH-box ATP-dependent RNA helicase DExH12","LOW QUALITY PROTEIN: DEXH-BOX ATP-DEPENDENT RNA HELICASE DEXH12-LIKE (PTHR12131:SF12)","DNA metabolism protein(PC00009)","nucleotide binding(GO:0000166);nucleic acid binding(GO:0003676);RNA binding(GO:0003723);RNA helicase activity(GO:0003724);helicase activity(GO:0004386);ATP binding(GO:0005524);hydrolase activity(GO:0016787)","mRNA processing(GO:0006397);RNA splicing(GO:0008380)",2.79e-09,6,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3009G191200","40S ribosomal protein S15","40S RIBOSOMAL PROTEIN S15 (PTHR11880:SF57)","ribosomal protein(PC00202)","RNA binding(GO:0003723);structural constituent of ribosome(GO:0003735)","translation(GO:0006412)",3.07e-09,6,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3009G191500","TRUD domain-containing protein","PSEUDOURIDYLATE SYNTHASE PUS7L (PTHR13326:SF21)",NA,"RNA binding(GO:0003723);pseudouridine synthase activity(GO:0009982);isomerase activity(GO:0016853)","pseudouridine synthesis(GO:0001522);tRNA processing(GO:0008033);RNA modification(GO:0009451)",3.07e-09,6,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3009G191600","CRC domain-containing protein","OS05G0509400 PROTEIN (PTHR46159:SF2)",NA,"DNA-binding transcription factor activity(GO:0003700)","regulation of DNA-templated transcription(GO:0006355)",3.07e-09,6,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3009G191700","Signal recognition particle 54 kDa protein","SIGNAL RECOGNITION PARTICLE 54 KDA PROTEIN (PTHR11564:SF31)","RNA metabolism protein(PC00031)","nucleotide binding(GO:0000166);RNA binding(GO:0003723);GTPase activity(GO:0003924);GTP binding(GO:0005525);7S RNA binding(GO:0008312);hydrolase activity(GO:0016787);endoplasmic reticulum signal peptide binding(GO:0030942)","protein targeting to membrane(GO:0006612);SRP-dependent cotranslational protein targeting to membrane(GO:0006614);SRP-dependent cotranslational protein targeting to membrane, translocation(GO:0006616);protein targeting to ER(GO:0045047)",3.07e-09,6,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3005G052700","C2H2-type domain-containing protein","OS11G0169400 PROTEIN (PTHR31681:SF109)","C2H2 zinc finger transcription factor(PC00248)","zinc ion binding(GO:0008270)",NA,4.16e-09,6,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3006G058800","glycine--tRNA ligase","GLYCINE--TRNA LIGASE (PTHR10745:SF17)","aminoacyl-tRNA synthetase(PC00047)","nucleotide binding(GO:0000166);aminoacyl-tRNA ligase activity(GO:0004812);glycine-tRNA ligase activity(GO:0004820);ATP binding(GO:0005524);transferase activity(GO:0016740);ligase activity(GO:0016874)","translation(GO:0006412);tRNA aminoacylation for protein translation(GO:0006418);glycyl-tRNA aminoacylation(GO:0006426);mitochondrial glycyl-tRNA aminoacylation(GO:0070150)",3.05e-12,5,"Individual;SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3006G059150","RNase H type-1 domain-containing protein","EXPRESSED PROTEIN (PTHR33033:SF112)","RNA processing factor(PC00147)","nucleic acid binding(GO:0003676);RNA-DNA hybrid ribonuclease activity(GO:0004523)",NA,3.05e-12,5,"Individual;SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3008G094500","CCHC-type domain-containing protein","OS11G0296500 PROTEIN (PTHR23002:SF89)","RNA metabolism protein(PC00031)","nucleic acid binding(GO:0003676);single-stranded RNA binding(GO:0003727);mRNA binding(GO:0003729);zinc ion binding(GO:0008270);translation regulator activity(GO:0045182)","positive regulation of cytoplasmic translation(GO:2000767)",4e-10,5,"Individual"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3003G224600","WRKY transcription factor 19","OS01G0621900 PROTEIN (PTHR31827:SF61)",NA,NA,NA,7.04e-10,5,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3002G366800","RRM domain-containing protein","OS07G0602600 PROTEIN (PTHR48027:SF19)",NA,"nucleic acid binding(GO:0003676);RNA binding(GO:0003723);mRNA binding(GO:0003729)",NA,1.33e-09,5,"SumRatio"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3010G255800","Pentacotripeptide-repeat region of PRORP domain-containing protein","PENTATRICOPEPTIDE REPEAT-CONTAINING PROTEIN (PTHR47924:SF149)",NA,"RNA binding(GO:0003723)","RNA modification(GO:0009451);plant organ development(GO:0099402)",1.35e-09,5,"Individual"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3010G255900","DNL-type domain-containing protein","F24J5.3 (PTHR20922:SF19)",NA,"zinc ion binding(GO:0008270);protein-folding chaperone binding(GO:0051087)","protein folding(GO:0006457);protein import into mitochondrial matrix(GO:0030150);protein stabilization(GO:0050821)",1.35e-09,5,"Individual"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3010G256000","DYW domain-containing protein","OS06G0705350 PROTEIN (PTHR47928:SF140)",NA,"RNA binding(GO:0003723);zinc ion binding(GO:0008270)","RNA modification(GO:0009451)",1.35e-09,5,"Individual"
"CTL","Gene expression, RNA, and proteostasis","SORBI_3010G256200","CUE domain-containing protein",NA,NA,"ubiquitin binding(GO:0043130)",NA,1.35e-09,5,"Individual"
