Condition	Theme	GeneID	GeneName	Family_SubFamily	Protein_class	GO_MF	GO_BP	Best_P_Value	Max_N_Phenotypes	TraitLayers
LIN	Development and growth regulation	SORBI_3009G106400	Bifunctional inhibitor_plant lipid transfer protein_seed storage helical domain-containing protein	OS05G0355900 PROTEIN (PTHR34366:SF5)	NA	NA	NA	5.76e-09	1	Individual
LIN	Development and growth regulation	SORBI_3007G207700	Protein kinase domain-containing protein	CELL DIVISION CONTROL PROTEIN 2 (PTHR24056:SF530)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);cyclin-dependent protein serine/threonine kinase activity(GO:0004693);ATP binding(GO:0005524);RNA polymerase II CTD heptapeptide repeat kinase activity(GO:0008353);kinase activity(GO:0016301);transferase activity(GO:0016740)	G2/M transition of mitotic cell cycle(GO:0000086);regulation of transcription by RNA polymerase II(GO:0006357);signal transduction(GO:0007165);regulation of cell cycle phase transition(GO:1901987)	5.83e-09	1	Individual
LIN	Development and growth regulation	SORBI_3002G027600	Protein kinase domain-containing protein	PROTEIN KINASE DOMAIN-CONTAINING PROTEIN (PTHR45974:SF260)	transmembrane signal receptor(PC00197)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	cell differentiation(GO:0030154);regulation of developmental process(GO:0050793)	5.88e-09	1	Individual
LIN	Development and growth regulation	SORBI_3004G276400	Protein PHOTOPERIOD-INDEPENDENT EARLY FLOWERING 1	HELICASE SRCAP (PTHR45685:SF1)	NA	nucleotide binding(GO:0000166);DNA binding(GO:0003677);DNA helicase activity(GO:0003678);helicase activity(GO:0004386);ATP binding(GO:0005524);hydrolase activity(GO:0016787);ATP hydrolysis activity(GO:0016887);histone binding(GO:0042393)	chromatin organization(GO:0006325);chromatin remodeling(GO:0006338)	6.08e-09	1	Individual
LIN	Development and growth regulation	SORBI_3004G276600	PH domain-containing protein	OS02G0689600 PROTEIN (PTHR31351:SF43)	NA	NA	auxin-activated signaling pathway(GO:0009734);phloem or xylem histogenesis(GO:0010087);leaf vascular tissue pattern formation(GO:0010305)	6.08e-09	1	Individual
LIN	Development and growth regulation	SORBI_3006G160800	Uncharacterized protein	PROTEIN YABBY 5 (PTHR31675:SF50)	NA	zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	regionalization(GO:0003002);polarity specification of adaxial/abaxial axis(GO:0009944);fruit development(GO:0010154);abaxial cell fate specification(GO:0010158);cell fate commitment(GO:0045165);regulation of developmental process(GO:0050793);regulation of shoot apical meristem development(GO:1902183);regulation of leaf development(GO:2000024)	6.15e-09	1	SumRatio
LIN	Development and growth regulation	SORBI_3001G004000	DUF3475 domain-containing protein	SIMILARITY TO UNKNOWN PROTEIN (PTHR31371:SF14)	NA	NA	positive regulation of growth(GO:0045927)	6.16e-09	1	Individual
LIN	Development and growth regulation	SORBI_3008G098900	ubiquitinyl hydrolase 1	UBIQUITINYL HYDROLASE 1 (PTHR24006:SF927)	cysteine protease(PC00081)	cysteine-type deubiquitinase activity(GO:0004843);peptidase activity(GO:0008233);cysteine-type peptidase activity(GO:0008234);hydrolase activity(GO:0016787)	proteolysis(GO:0006508);jasmonic acid mediated signaling pathway(GO:0009867);maintenance of root meristem identity(GO:0010078);protein deubiquitination(GO:0016579);regulation of protein stability(GO:0031647);regulation of root development(GO:2000280)	6.19e-09	1	Individual
LIN	Development and growth regulation	SORBI_3008G177100	Spindle and kinetochore-associated protein 3	SPINDLE AND KINETOCHORE-ASSOCIATED PROTEIN 3 (PTHR48118:SF1)	NA	NA	mitotic cell cycle(GO:0000278);chromosome segregation(GO:0007059);cell division(GO:0051301)	6.22e-09	1	SumRatio
LIN	Development and growth regulation	SORBI_3002G373700	NGR2	PROTEIN LAZY 4 (PTHR34045:SF3)	NA	NA	gravitropism(GO:0009630);regulation of growth(GO:0040008)	6.24e-09	1	Individual
LIN	Development and growth regulation	SORBI_3001G297500	Uncharacterized protein	TRANSCRIPTION FACTOR KUA1 (PTHR44191:SF26)	homeodomain transcription factor(PC00119)	transcription cis-regulatory region binding(GO:0000976);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	negative regulation of transcription by RNA polymerase II(GO:0000122);response to absence of light(GO:0009646);response to ethylene(GO:0009723);response to abscisic acid(GO:0009737);response to gibberellin(GO:0009739);response to sucrose(GO:0009744);leaf senescence(GO:0010150);positive regulation of cell growth(GO:0030307);negative regulation of DNA-templated transcription(GO:0045892);leaf development(GO:0048366);lateral root development(GO:0048527);post-embryonic plant organ morphogenesis(GO:0090697);intracellular auxin homeostasis(GO:0140964);regulation of reactive oxygen species metabolic process(GO:2000377)	6.25e-09	1	SumRatio
LIN	Development and growth regulation	SORBI_3009G257300	Protein EARLY FLOWERING 3	PROTEIN EARLY FLOWERING 3 (PTHR34281:SF20)	NA	NA	regulation of photoperiodism, flowering(GO:2000028)	6.25e-09	1	Individual
LIN	Development and growth regulation	SORBI_3009G257600	DEAD-box ATP-dependent RNA helicase 56	DEAD-BOX ATP-DEPENDENT RNA HELICASE 15-RELATED (PTHR47958:SF129)	RNA helicase(PC00032)	nucleotide binding(GO:0000166);nucleic acid binding(GO:0003676);RNA binding(GO:0003723);RNA helicase activity(GO:0003724);mRNA binding(GO:0003729);helicase activity(GO:0004386);ATP binding(GO:0005524);hydrolase activity(GO:0016787)	pollen development(GO:0009555);anther development(GO:0048653)	6.25e-09	1	Individual
LIN	Development and growth regulation	SORBI_3004G276133	Uncharacterized protein	PECTINESTERASE INHIBITOR DOMAIN-CONTAINING PROTEIN (PTHR33070:SF84)	NA	NA	root development(GO:0048364);shoot system development(GO:0048367)	6.3e-09	1	Individual
LIN	Development and growth regulation	SORBI_3004G282601	Growth-regulating factor	NA	NA	ATP binding(GO:0005524)	DNA-templated transcription(GO:0006351);regulation of DNA-templated transcription(GO:0006355);developmental process(GO:0032502)	6.36e-09	1	SumRatio
LIN	Development and growth regulation	SORBI_3009G167300	CCT domain-containing protein	OS05G0466100 PROTEIN (PTHR31319:SF115)	NA	NA	regulation of flower development(GO:0009909)	6.42e-09	1	SumRatio
LIN	Development and growth regulation	SORBI_3002G116200	Adenylate kinase isoenzyme 6 homolog	ADENYLATE KINASE ISOENZYME 6 (PTHR12595:SF0)	chromatin/chromatin-binding, or -regulatory protein(PC00077)	nucleotide binding(GO:0000166);AMP kinase activity(GO:0004017);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);ATP hydrolysis activity(GO:0016887)	rRNA processing(GO:0006364);unidimensional cell growth(GO:0009826);ribosome biogenesis(GO:0042254);ribosomal small subunit biogenesis(GO:0042274);nucleoside monophosphate phosphorylation(GO:0046940);developmental vegetative growth(GO:0080186)	6.67e-09	1	Individual
LIN	Development and growth regulation	SORBI_3004G257300	Bifunctional inhibitor_plant lipid transfer protein_seed storage helical domain-containing protein	GPI-ANCHORED PROTEIN LLG1 (PTHR31533:SF2)	NA	NA	NA	6.67e-09	1	Individual
LIN	Development and growth regulation	SORBI_3005G187700	Protein kinase domain-containing protein	OS11G0490200 PROTEIN (PTHR27008:SF521)	NA	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	post-embryonic development(GO:0009791)	6.82e-09	1	SumRatio
LIN	Development and growth regulation	SORBI_3002G174300	WRKY domain-containing protein	WRKY TRANSCRIPTION FACTOR 30-RELATED (PTHR31282:SF227)	DNA-binding transcription factor(PC00218)	transcription cis-regulatory region binding(GO:0000976);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565)	regulation of DNA-templated transcription(GO:0006355);response to salicylic acid(GO:0009751);leaf senescence(GO:0010150);response to ozone(GO:0010193);response to hydrogen peroxide(GO:0042542)	6.97e-09	1	Individual
LIN	Development and growth regulation	SORBI_3003G367300	Actin	ACTIN-7 (PTHR11937:SF408)	actin and actin related protein(PC00039)	nucleotide binding(GO:0000166);structural constituent of cytoskeleton(GO:0005200);ATP binding(GO:0005524);hydrolase activity(GO:0016787)	cytoskeleton organization(GO:0007010);root hair elongation(GO:0048767)	7.02e-09	1	Individual
LIN	Development and growth regulation	SORBI_3001G215000	Chalcone synthase	TYPE III POLYKETIDE SYNTHASE A (PTHR11877:SF46)	transferase(PC00220)	transferase activity(GO:0016740);acyltransferase activity(GO:0016746);acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747);tetraketide alpha-pyrone synthase activity(GO:0090439)	pollen wall assembly(GO:0010208);polyketide biosynthetic process(GO:0030639)	7.11e-09	1	Individual;SumRatio
LIN	Development and growth regulation	SORBI_3005G056300	NAC domain-containing protein	OS11G0512600 PROTEIN (PTHR31719:SF177)	DNA-binding transcription factor(PC00218)	DNA binding(GO:0003677)	regulation of DNA-templated transcription(GO:0006355);system development(GO:0048731)	7.17e-09	1	Individual;SumRatio
LIN	Development and growth regulation	SORBI_3001G400500	Calpain catalytic domain-containing protein	CALPAIN-5 (PTHR10183:SF379)	cysteine protease(PC00081)	calcium-dependent cysteine-type endopeptidase activity(GO:0004198);peptidase activity(GO:0008233);cysteine-type peptidase activity(GO:0008234);hydrolase activity(GO:0016787)	proteolysis(GO:0006508);regulation of meristem structural organization(GO:0009934);regulation of adaxial/abaxial pattern formation(GO:2000011);regulation of leaf development(GO:2000024)	7.31e-09	1	Individual
LIN	Development and growth regulation	SORBI_3002G174200	WRKY domain-containing protein	WRKY74-SUPERFAMILY OF TFS HAVING WRKY AND ZINC FINGER DOMAINS (PTHR31282:SF116)	DNA-binding transcription factor(PC00218)	transcription cis-regulatory region binding(GO:0000976);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565)	regulation of DNA-templated transcription(GO:0006355);response to salicylic acid(GO:0009751);leaf senescence(GO:0010150);response to ozone(GO:0010193);response to hydrogen peroxide(GO:0042542)	7.34e-09	1	Individual
LIN	Development and growth regulation	SORBI_3009G018200	Receptor-like serine_threonine-protein kinase	RECEPTOR-LIKE SERINE_THREONINE-PROTEIN KINASE (PTHR47975:SF63)	NA	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);protein serine kinase activity(GO:0106310)	recognition of pollen(GO:0048544);response to other organism(GO:0051707)	7.81e-09	1	Individual
LIN	Development and growth regulation	SORBI_3009G018900	Receptor-like serine_threonine-protein kinase	RECEPTOR-LIKE SERINE_THREONINE-PROTEIN KINASE (PTHR47975:SF63)	NA	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);protein serine kinase activity(GO:0106310)	recognition of pollen(GO:0048544);response to other organism(GO:0051707)	7.81e-09	1	Individual
LIN	Development and growth regulation	SORBI_3004G110700	AT-hook motif nuclear-localized protein	AT-HOOK MOTIF NUCLEAR-LOCALIZED PROTEIN 24-RELATED (PTHR31100:SF15)	NA	DNA binding(GO:0003677);minor groove of adenine-thymine-rich DNA binding(GO:0003680);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355);vegetative to reproductive phase transition of meristem(GO:0010228)	7.87e-09	1	Individual
LIN	Development and growth regulation	SORBI_3002G167800	No apical meristem-associated C-terminal domain-containing protein	OS09G0317700 PROTEIN (PTHR45224:SF10)	NA	NA	NA	7.9e-09	1	SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3001G222700	aldehyde oxygenase (deformylating)	VERY-LONG-CHAIN ALDEHYDE DECARBONYLASE GL1-5 (PTHR11863:SF210)	oxidase(PC00175)	iron ion binding(GO:0005506);oxidoreductase activity(GO:0016491);lyase activity(GO:0016829);aldehyde oxygenase (deformylating) activity(GO:0071771)	response to stress(GO:0006950);lipid biosynthetic process(GO:0008610);response to salt stress(GO:0009651);response to abscisic acid(GO:0009737);wax biosynthetic process(GO:0010025);cutin biosynthetic process(GO:0010143);pollen exine formation(GO:0010584);anther development(GO:0048653);anther wall tapetum development(GO:0048658)	1.72e-13	51	SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3003G137600	chitinase	CHITINASE 10 (PTHR22595:SF111)	NA	chitinase activity(GO:0004568);endochitinase activity(GO:0008843);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798)	polysaccharide catabolic process(GO:0000272);carbohydrate metabolic process(GO:0005975);chitin catabolic process(GO:0006032);cell wall macromolecule catabolic process(GO:0016998)	2.45e-11	28	SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3007G090463	Xyloglucan endotransglucosylase_hydrolase	XYLOGLUCAN ENDOTRANSGLUCOSYLASE_HYDROLASE (PTHR31062:SF186)	hydrolase(PC00121)	hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);transferase activity(GO:0016740);xyloglucan:xyloglucosyl transferase activity(GO:0016762);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798)	carbohydrate metabolic process(GO:0005975);plant-type secondary cell wall biogenesis(GO:0009834);xyloglucan metabolic process(GO:0010411);cell wall biogenesis(GO:0042546);glucan metabolic process(GO:0044042);cell wall organization(GO:0071555)	1.11e-10	19	SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3001G538700	Exostosin GT47 domain-containing protein	GLUCURONOXYLAN GLUCURONOSYLTRANSFERASE IRX7-RELATED (PTHR11062:SF229)	glycosyltransferase(PC00111)	glycosyltransferase activity(GO:0016757)	glucuronoxylan biosynthetic process(GO:0010417)	1.71e-15	17	Individual;SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3001G538800	Uncharacterized protein	PHOSPHOGLUCAN PHOSPHATASE DSP4, CHLOROPLASTIC (PTHR46642:SF3)	protein phosphatase(PC00195)	phosphoprotein phosphatase activity(GO:0004721);hydrolase activity(GO:0016787);carbohydrate phosphatase activity(GO:0019203);polysaccharide binding(GO:0030247);amylopectin binding(GO:2001066);starch binding(GO:2001070)	starch metabolic process(GO:0005982);starch catabolic process(GO:0005983);glucan metabolic process(GO:0044042)	1.71e-15	17	Individual;SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3001G538000	Xyloglucan endotransglucosylase_hydrolase	XYLOGLUCAN ENDOTRANSGLUCOSYLASE_HYDROLASE (PTHR31062:SF303)	hydrolase(PC00121)	hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);transferase activity(GO:0016740);xyloglucan:xyloglucosyl transferase activity(GO:0016762);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798)	carbohydrate metabolic process(GO:0005975);xyloglucan metabolic process(GO:0010411);cell wall biogenesis(GO:0042546);glucan metabolic process(GO:0044042);cell wall organization(GO:0071555)	2.78e-15	16	Individual;SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3001G542100	Uncharacterized protein	EXPANSIN-B4 (PTHR31692:SF86)	NA	NA	cell wall organization(GO:0071555)	3.75e-11	16	SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3004G294300	Uncharacterized protein	EXPANSIN-B4 (PTHR31692:SF125)	NA	NA	cell wall organization(GO:0071555)	4.12e-11	16	SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3004G294400	Uncharacterized protein	EXPANSIN-B11 (PTHR31692:SF50)	NA	NA	cell wall organization(GO:0071555)	4.12e-11	16	SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3004G294500	Uncharacterized protein	EXPANSIN-B2-RELATED (PTHR31692:SF56)	NA	NA	cell wall organization(GO:0071555)	4.12e-11	16	SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3001G033300	Expansin	EXPANSIN-A4 (PTHR31867:SF151)	NA	NA	plant-type cell wall organization(GO:0009664);plant-type cell wall loosening(GO:0009828);cell wall organization(GO:0071555)	5.91e-11	16	Individual;SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3001G134100	AMP-activated protein kinase glycogen-binding domain-containing protein	PROTEIN PTST HOMOLOG 2, CHLOROPLASTIC (PTHR47434:SF1)	NA	amylopectin binding(GO:2001066);starch binding(GO:2001070)	starch biosynthetic process(GO:0019252);regulation of endosperm development(GO:2000014)	7.43e-11	15	SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3003G179600	1,3-beta-glucan synthase	CALLOSE SYNTHASE 7 (PTHR12741:SF16)	NA	1,3-beta-D-glucan synthase activity(GO:0003843);transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757);glucosyltransferase activity(GO:0046527)	(1->3)-beta-D-glucan biosynthetic process(GO:0006075);regulation of cell shape(GO:0008360)	9.55e-11	15	SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3003G179700	Beta-galactosidase	BETA-GALACTOSIDASE 7 (PTHR23421:SF174)	galactosidase(PC00104)	hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);beta-galactosidase activity(GO:0004565);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798);carbohydrate binding(GO:0030246)	carbohydrate metabolic process(GO:0005975);plant-type cell wall modification(GO:0009827);galactose catabolic process(GO:0019388)	9.55e-11	15	SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3005G229100	Trichome birefringence-like N-terminal domain-containing protein	DUF231 DOMAIN CONTAINING FAMILY PROTEIN-RELATED (PTHR32285:SF192)	NA	O-acetyltransferase activity(GO:0016413);transferase activity(GO:0016740);xylan O-acetyltransferase activity(GO:1990538)	NA	1.42e-10	15	SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3004G120000	Expansin	EXPANSIN-A24 (PTHR31867:SF184)	NA	NA	plant-type cell wall organization(GO:0009664);cell wall organization(GO:0071555)	9.13e-10	14	SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3004G113900	Pectate lyase superfamily protein domain-containing protein	PECTIN LYASE-LIKE SUPERFAMILY PROTEIN (PTHR31339:SF3)	lyase(PC00144)	hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);polygalacturonase activity(GO:0004650);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798)	carbohydrate metabolic process(GO:0005975)	6.36e-12	13	Individual;SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3001G542200	Uncharacterized protein	EXPANSIN-B8 (PTHR31692:SF20)	NA	NA	cell wall organization(GO:0071555)	3.12e-10	13	SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3006G183500	Methyltransferase	PECTIN METHYLTRANSFERASE QUA3-RELATED (PTHR10108:SF763)	methyltransferase(PC00155)	methyltransferase activity(GO:0008168);S-adenosylmethionine-dependent methyltransferase activity(GO:0008757);transferase activity(GO:0016740)	methylation(GO:0032259);cell wall biogenesis(GO:0042546);cell wall pectin metabolic process(GO:0052546)	3.38e-18	11	Individual;SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3001G073400	Pectinesterase inhibitor domain-containing protein	PLASMA MEMBRANE FUSION PROTEIN (PTHR36398:SF1)	NA	NA	NA	1.83e-10	11	SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3010G246700	Xyloglucan endotransglucosylase_hydrolase	XYLOGLUCAN ENDOTRANSGLUCOSYLASE_HYDROLASE PROTEIN 23-RELATED (PTHR31062:SF282)	hydrolase(PC00121)	hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);transferase activity(GO:0016740);xyloglucan:xyloglucosyl transferase activity(GO:0016762);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798)	carbohydrate metabolic process(GO:0005975);plant-type secondary cell wall biogenesis(GO:0009834);xyloglucan metabolic process(GO:0010411);cell wall biogenesis(GO:0042546);glucan metabolic process(GO:0044042);cell wall organization(GO:0071555)	1.02e-09	11	SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3008G129800	Pectinesterase inhibitor domain-containing protein	OS12G0561500 PROTEIN (PTHR31080:SF281)	NA	enzyme inhibitor activity(GO:0004857)	plant-type cell wall modification(GO:0009827)	1.76e-09	10	SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3002G194800	Trichome birefringence-like N-terminal domain-containing protein	PROTEIN TRICHOME BIREFRINGENCE-LIKE 14-RELATED (PTHR13533:SF16)	acetyltransferase(PC00038)	acetyltransferase activity(GO:0016407);O-acetyltransferase activity(GO:0016413);transferase activity(GO:0016740);xylan O-acetyltransferase activity(GO:1990538)	plant-type secondary cell wall biogenesis(GO:0009834);xyloglucan metabolic process(GO:0010411);xylan biosynthetic process(GO:0045492)	5.86e-11	9	SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3001G539880	Expansin-like EG45 domain-containing protein	EXPANSIN-B1 (PTHR31692:SF21)	NA	NA	cell wall organization(GO:0071555)	1.5e-11	8	SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3001G539940	Expansin-like EG45 domain-containing protein	EXPANSIN-B1 (PTHR31692:SF21)	NA	NA	cell wall organization(GO:0071555)	1.5e-11	8	SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3001G540000	Expansin-like EG45 domain-containing protein	EXPANSIN-B1 (PTHR31692:SF21)	NA	NA	cell wall organization(GO:0071555)	1.5e-11	8	SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3001G539820	Expansin-like EG45 domain-containing protein	EXPANSIN-B1 (PTHR31692:SF21)	NA	NA	cell wall organization(GO:0071555)	2.08e-11	8	SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3004G119900	Expansin	EXPANSIN-A24 (PTHR31867:SF184)	NA	NA	plant-type cell wall organization(GO:0009664);cell wall organization(GO:0071555)	5.12e-11	8	SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3009G111000	Pectinesterase	PECTINESTERASE (PTHR31707:SF12)	esterase(PC00097)	enzyme inhibitor activity(GO:0004857);hydrolase activity(GO:0016787);pectinesterase activity(GO:0030599);pectinesterase inhibitor activity(GO:0046910)	cell wall modification(GO:0042545);pectin catabolic process(GO:0045490);cell wall organization(GO:0071555)	1.14e-09	8	Individual;SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3003G015700	Endoglucanase	ENDOGLUCANASE 19-RELATED (PTHR22298:SF19)	NA	hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);cellulase activity(GO:0008810);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798);carbohydrate binding(GO:0030246)	polysaccharide catabolic process(GO:0000272);carbohydrate metabolic process(GO:0005975);cellulose catabolic process(GO:0030245)	2.89e-09	8	SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3003G015800	Endoglucanase	ENDOGLUCANASE 19-RELATED (PTHR22298:SF19)	NA	hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);cellulase activity(GO:0008810);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798);carbohydrate binding(GO:0030246)	polysaccharide catabolic process(GO:0000272);carbohydrate metabolic process(GO:0005975);cellulose catabolic process(GO:0030245)	2.89e-09	8	SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3006G191700	Expansin	EXPANSIN-A13 (PTHR31867:SF3)	NA	NA	plant-type cell wall organization(GO:0009664);cell wall organization(GO:0071555)	2.24e-17	6	Individual;SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3004G273200	Xyloglucan endotransglucosylase_hydrolase	XYLOGLUCAN ENDOTRANSGLUCOSYLASE_HYDROLASE (PTHR31062:SF280)	hydrolase(PC00121)	hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);transferase activity(GO:0016740);xyloglucan:xyloglucosyl transferase activity(GO:0016762);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798)	carbohydrate metabolic process(GO:0005975);xyloglucan metabolic process(GO:0010411);cell wall biogenesis(GO:0042546);glucan metabolic process(GO:0044042);cell wall organization(GO:0071555)	3.57e-10	6	SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3003G410600	Exostosin GT47 domain-containing protein	GLUCURONOSYLTRANSFERASE OS01G0926400-RELATED (PTHR11062:SF125)	glycosyltransferase(PC00111)	glycosyltransferase activity(GO:0016757)	plant-type secondary cell wall biogenesis(GO:0009834);glucuronoxylan biosynthetic process(GO:0010417)	1.9e-12	5	Individual;SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3003G410700	Exostosin GT47 domain-containing protein	GLUCURONOSYLTRANSFERASE OS01G0926600-RELATED (PTHR11062:SF399)	glycosyltransferase(PC00111)	glycosyltransferase activity(GO:0016757)	plant-type secondary cell wall biogenesis(GO:0009834);glucuronoxylan biosynthetic process(GO:0010417)	1.9e-12	5	Individual;SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3003G410800	Exostosin GT47 domain-containing protein	BETA-1,4-XYLOSYLTRANSFERASE IRX10L-RELATED (PTHR11062:SF200)	glycosyltransferase(PC00111)	glycosyltransferase activity(GO:0016757)	plant-type secondary cell wall biogenesis(GO:0009834);glucuronoxylan biosynthetic process(GO:0010417)	1.9e-12	5	Individual;SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3001G384200	Hexosyltransferase	GALACTURONOSYLTRANSFERASE 7-RELATED (PTHR32116:SF12)	transferase(PC00220)	glycosyltransferase activity(GO:0016757);polygalacturonate 4-alpha-galacturonosyltransferase activity(GO:0047262)	pectin biosynthetic process(GO:0045489);cell wall organization(GO:0071555)	2e-12	5	Individual
LIN	Cell wall and barrier remodeling	SORBI_3003G083000	GH10 domain-containing protein	OS01G0134800 PROTEIN (PTHR31490:SF42)	metalloprotease(PC00153)	hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798);endo-1,4-beta-xylanase activity(GO:0031176)	polysaccharide catabolic process(GO:0000272);carbohydrate metabolic process(GO:0005975);xylan catabolic process(GO:0045493)	3.97e-12	5	Individual
LIN	Cell wall and barrier remodeling	SORBI_3009G080600	Trichome birefringence-like N-terminal domain-containing protein	PROTEIN TRICHOME BIREFRINGENCE-LIKE 26 (PTHR32285:SF27)	NA	O-acetyltransferase activity(GO:0016413);transferase activity(GO:0016740);xylan O-acetyltransferase activity(GO:1990538)	NA	1.13e-09	5	SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3003G082700	GH10 domain-containing protein	OS01G0134900 PROTEIN (PTHR31490:SF14)	metalloprotease(PC00153)	hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798);endo-1,4-beta-xylanase activity(GO:0031176)	polysaccharide catabolic process(GO:0000272);carbohydrate metabolic process(GO:0005975);xylan catabolic process(GO:0045493)	1.37e-12	4	Individual;SumRatio
LIN	Cell wall and barrier remodeling	SORBI_3001G384600	Endoglucanase	ENDOGLUCANASE 9 (PTHR22298:SF36)	NA	hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);cellulase activity(GO:0008810);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798)	polysaccharide catabolic process(GO:0000272);carbohydrate metabolic process(GO:0005975);cellulose catabolic process(GO:0030245)	6.59e-11	4	Individual
LIN	Cell wall and barrier remodeling	SORBI_3001G238100	Expansin	EXPANSIN (PTHR31867:SF139)	NA	NA	plant-type cell wall organization(GO:0009664);cell wall organization(GO:0071555)	5.62e-10	4	Individual
