Ontology	Layer	Condition	Class	Term	GO	Genes	Background	Intervals	Fold	q_gene	q_LD	Overlap_genes
MF	Individual lipid species	LIN	MG	DNA binding	GO:0003677	2	1166	1	3.85	0.372	0.102	SORBI_3006G213900;SORBI_3006G214000
MF	Individual lipid species	LIN	MGDG	pentosyltransferase activity	GO:0016763	3	31	2	33.1	0.00473	0.0213	SORBI_3010G143900;SORBI_3010G144400;SORBI_3010G152500
MF	Individual lipid species	LIN	MGDG	glycosyltransferase activity	GO:0016757	4	270	3	5.07	0.0862	0.0213	SORBI_3010G135300;SORBI_3010G143900;SORBI_3010G144400;SORBI_3010G152500
MF	Individual lipid species	LIN	MGDG	zinc ion binding	GO:0008270	8	909	6	3.01	0.0697	0.0258	SORBI_3010G123500;SORBI_3010G123750;SORBI_3010G134801;SORBI_3010G144050;SORBI_3010G151200;SORBI_3010G151325;SORBI_3010G153600;SORBI_3010G154000
MF	Individual lipid species	LIN	MGDG	DNA-binding transcription factor activity	GO:0003700	5	909	4	1.88	0.423	0.0419	SORBI_3010G110100;SORBI_3010G111800;SORBI_3010G116200;SORBI_3010G148800;SORBI_3010G152700
MF	Individual lipid species	LIN	MGDG	RNA binding	GO:0003723	4	940	2	1.46	0.585	0.0732	SORBI_3010G150575;SORBI_3010G150700;SORBI_3010G153300;SORBI_3010G153600
MF	Individual lipid species	LIN	MGDG	UDP-glycosyltransferase activity	GO:0008194	2	200	2	3.42	0.412	0.0762	SORBI_3010G116900;SORBI_3010G120400
MF	Individual lipid species	LIN	MGDG	sequence-specific DNA binding	GO:0043565	2	284	2	2.41	0.507	0.115	SORBI_3010G110100;SORBI_3010G148800
MF	Individual lipid species	LIN	MGDG	ubiquitin protein ligase activity	GO:0061630	3	392	3	2.62	0.396	0.116	SORBI_3010G116300;SORBI_3010G154000;SORBI_3010G156800
MF	Individual lipid species	LIN	MGDG	nucleotide binding	GO:0000166	4	1133	4	1.21	0.687	0.116	SORBI_3010G119300;SORBI_3010G139100;SORBI_3010G139600;SORBI_3010G155401
MF	Individual lipid species	LIN	MGDG	ATP binding	GO:0005524	6	2232	6	0.92	0.857	0.121	SORBI_3010G119300;SORBI_3010G139100;SORBI_3010G139600;SORBI_3010G143500;SORBI_3010G153300;SORBI_3010G155401
MF	Individual lipid species	LIN	MGDG	mRNA binding	GO:0003729	4	474	4	2.89	0.282	0.162	SORBI_3010G116600;SORBI_3010G134801;SORBI_3010G144050;SORBI_3010G150575
MF	Individual lipid species	LIN	MGDG	protein kinase activity	GO:0004672	4	1279	4	1.07	0.75	0.165	SORBI_3010G119300;SORBI_3010G139100;SORBI_3010G139600;SORBI_3010G155401
MF	Individual lipid species	LIN	MGDG	DNA binding	GO:0003677	3	1166	1	0.88	0.866	0.265	SORBI_3010G111400;SORBI_3010G111500;SORBI_3010G111800
MF	Individual lipid species	LIN	MGDG	nucleic acid binding	GO:0003676	4	970	4	1.41	0.604	0.277	SORBI_3010G123750;SORBI_3010G134801;SORBI_3010G144050;SORBI_3010G153300
MF	Individual lipid species	LIN	MGDG	protein serine/threonine kinase activity	GO:0004674	2	690	2	0.99	0.824	0.287	SORBI_3010G119300;SORBI_3010G139100
MF	Individual lipid species	LIN	MGDG	translation regulator activity	GO:0045182	2	215	2	3.18	0.428	0.488	SORBI_3010G134801;SORBI_3010G144050
MF	Individual lipid species	LIN	MGDG	single-stranded RNA binding	GO:0003727	2	219	2	3.12	0.433	0.488	SORBI_3010G134801;SORBI_3010G144050
MF	Individual lipid species	LIN	PC	DNA binding	GO:0003677	63	1166	43	1.34	0.0987	0.00106	SORBI_3001G102300;SORBI_3001G127800;SORBI_3001G210000;SORBI_3001G211500;SORBI_3001G227900;SORBI_3001G233600;SORBI_3001G286700;SORBI_3001G290400;SORBI_3001G338800;SORBI_3001G528200;SORBI_3001G531100;SORBI_3002G026500;SORBI_3002G027401;SORBI_3002G115900;SORBI_3002G116300;SORBI_3002G121600;SORBI_3002G251700;SORBI_3002G253000;SORBI_3002G380200;SORBI_3003G096300;SORBI_3003G105800;SORBI_3003G328700;SORBI_3003G369200;SORBI_3003G370300;SORBI_3003G406600;SORBI_3003G406800;SORBI_3003G407200;SORBI_3003G408800;SORBI_3004G043750;SORBI_3004G102500;SORBI_3004G102700;SORBI_3004G181500;SORBI_3006G017800;SORBI_3006G118150;SORBI_3006G118200;SORBI_3006G120301;SORBI_3006G120400;SORBI_3007G181500;SORBI_3008G071200;SORBI_3008G101300;SORBI_3009G024700;SORBI_3009G024800;SORBI_3009G039000;SORBI_3009G039100;SORBI_3009G039200;SORBI_3009G039600;SORBI_3009G057600;SORBI_3009G083900;SORBI_3009G086800;SORBI_3009G087000;SORBI_3009G087300;SORBI_3009G111200;SORBI_3009G153400;SORBI_3009G172950;SORBI_3009G173400;SORBI_3009G184300;SORBI_3009G237400;SORBI_3009G245500;SORBI_3010G137600;SORBI_3010G215100;SORBI_3010G221400;SORBI_3010G221500;SORBI_3010G224200
MF	Individual lipid species	LIN	PC	ATP binding	GO:0005524	91	2232	63	1.01	0.702	0.00106	SORBI_3001G000400;SORBI_3001G002000;SORBI_3001G037400;SORBI_3001G103300;SORBI_3001G129000;SORBI_3001G168400;SORBI_3001G191500;SORBI_3001G211500;SORBI_3001G228200;SORBI_3001G230000;SORBI_3001G257800;SORBI_3001G258000;SORBI_3001G273500;SORBI_3001G384500;SORBI_3001G435201;SORBI_3001G457800;SORBI_3001G527700;SORBI_3001G527800;SORBI_3002G026300;SORBI_3002G027600;SORBI_3002G027700;SORBI_3002G107900;SORBI_3002G114700;SORBI_3002G114800;SORBI_3002G116200;SORBI_3002G117100;SORBI_3002G155400;SORBI_3002G156400;SORBI_3002G253800;SORBI_3002G307300;SORBI_3003G106000;SORBI_3003G370100;SORBI_3003G370300;SORBI_3003G372200;SORBI_3003G373500;SORBI_3003G375800;SORBI_3003G383100;SORBI_3003G413201;SORBI_3004G011700;SORBI_3004G044700;SORBI_3004G044800;SORBI_3004G047200;SORBI_3004G066900;SORBI_3004G104800;SORBI_3004G104900;SORBI_3004G131040;SORBI_3004G181500;SORBI_3004G183800;SORBI_3004G252200;SORBI_3005G098800;SORBI_3005G225800;SORBI_3005G226000;SORBI_3006G163401;SORBI_3006G216800;SORBI_3006G219300;SORBI_3006G228200;SORBI_3006G243700;SORBI_3006G243800;SORBI_3007G038000;SORBI_3007G039400;SORBI_3007G089300;SORBI_3007G090900;SORBI_3007G091400;SORBI_3007G149700;SORBI_3007G149800;SORBI_3007G149900;SORBI_3007G215900;SORBI_3008G099300;SORBI_3008G099600;SORBI_3008G101300;SORBI_3009G011700;SORBI_3009G018450;SORBI_3009G018600;SORBI_3009G019200;SORBI_3009G024800;SORBI_3009G026800;SORBI_3009G038900;SORBI_3009G082200;SORBI_3009G082600;SORBI_3009G084000;SORBI_3009G087000;SORBI_3009G087200;SORBI_3009G129400;SORBI_3009G129700;SORBI_3009G172950;SORBI_3009G173100;SORBI_3009G184200;SORBI_3009G200800;SORBI_3009G251500;SORBI_3009G251800;SORBI_3010G215300
MF	Individual lipid species	LIN	PC	protein kinase activity	GO:0004672	54	1279	43	1.05	0.662	0.00458	SORBI_3001G002000;SORBI_3001G037400;SORBI_3001G168400;SORBI_3001G258000;SORBI_3001G273500;SORBI_3001G384500;SORBI_3001G435201;SORBI_3001G527700;SORBI_3002G027600;SORBI_3002G027700;SORBI_3002G107900;SORBI_3002G114800;SORBI_3002G117100;SORBI_3002G155400;SORBI_3002G307300;SORBI_3003G106000;SORBI_3003G370100;SORBI_3003G372200;SORBI_3003G375800;SORBI_3003G383100;SORBI_3003G413201;SORBI_3004G044700;SORBI_3004G044800;SORBI_3004G066900;SORBI_3004G104800;SORBI_3004G104900;SORBI_3004G252200;SORBI_3005G226000;SORBI_3006G163401;SORBI_3006G228200;SORBI_3006G243700;SORBI_3006G243800;SORBI_3007G038000;SORBI_3007G089300;SORBI_3007G149700;SORBI_3007G149800;SORBI_3007G149900;SORBI_3007G215900;SORBI_3008G099300;SORBI_3008G099600;SORBI_3009G011700;SORBI_3009G018450;SORBI_3009G018600;SORBI_3009G019200;SORBI_3009G026800;SORBI_3009G038900;SORBI_3009G082200;SORBI_3009G082600;SORBI_3009G087200;SORBI_3009G129700;SORBI_3009G173100;SORBI_3009G200800;SORBI_3009G251800;SORBI_3010G215300
MF	Individual lipid species	LIN	PC	RNA binding	GO:0003723	40	940	35	1.06	0.662	0.00816	SORBI_3001G001200;SORBI_3001G128200;SORBI_3001G249200;SORBI_3001G312700;SORBI_3001G436600;SORBI_3001G526300;SORBI_3001G527800;SORBI_3002G251800;SORBI_3002G253600;SORBI_3002G380500;SORBI_3003G045200;SORBI_3003G231900;SORBI_3003G374850;SORBI_3003G375000;SORBI_3003G388300;SORBI_3004G019900;SORBI_3004G045300;SORBI_3004G349700;SORBI_3005G018050;SORBI_3006G118300;SORBI_3006G231700;SORBI_3007G014800;SORBI_3007G091600;SORBI_3007G180000;SORBI_3007G183700;SORBI_3007G216401;SORBI_3008G098700;SORBI_3008G099900;SORBI_3008G100000;SORBI_3008G100300;SORBI_3008G100400;SORBI_3008G103900;SORBI_3008G110000;SORBI_3008G179000;SORBI_3009G010300;SORBI_3009G042500;SORBI_3009G083400;SORBI_3009G092900;SORBI_3009G238100;SORBI_3010G224300
MF	Individual lipid species	LIN	PC	nucleotide binding	GO:0000166	46	1133	36	1.01	0.727	0.0139	SORBI_3001G002000;SORBI_3001G103300;SORBI_3001G168400;SORBI_3001G273500;SORBI_3001G384500;SORBI_3001G527700;SORBI_3002G107900;SORBI_3002G114800;SORBI_3002G117100;SORBI_3002G155400;SORBI_3002G253800;SORBI_3003G369200;SORBI_3003G370100;SORBI_3003G373500;SORBI_3003G375800;SORBI_3003G383100;SORBI_3003G413201;SORBI_3004G044700;SORBI_3004G044800;SORBI_3004G066900;SORBI_3004G104800;SORBI_3004G104900;SORBI_3004G252200;SORBI_3005G226000;SORBI_3006G228200;SORBI_3006G243700;SORBI_3006G243800;SORBI_3007G037900;SORBI_3007G038000;SORBI_3007G039400;SORBI_3007G089300;SORBI_3007G215900;SORBI_3008G099300;SORBI_3008G099600;SORBI_3008G101300;SORBI_3009G011700;SORBI_3009G018600;SORBI_3009G019200;SORBI_3009G026800;SORBI_3009G038900;SORBI_3009G082200;SORBI_3009G082600;SORBI_3009G129400;SORBI_3009G129700;SORBI_3009G173100;SORBI_3010G215300
MF	Individual lipid species	LIN	PC	steroid Delta-isomerase activity	GO:0004769	5	6	1	20.74	0.000127	0.0213	SORBI_3003G106300;SORBI_3003G106400;SORBI_3003G106600;SORBI_3003G106800;SORBI_3003G107600
MF	Individual lipid species	LIN	PC	cholestenol delta-isomerase activity	GO:0047750	5	6	1	20.74	0.000127	0.0213	SORBI_3003G106300;SORBI_3003G106400;SORBI_3003G106600;SORBI_3003G106800;SORBI_3003G107600
MF	Individual lipid species	LIN	PC	phospholipid scramblase activity	GO:0017128	2	3	2	16.59	0.0697	0.0213	SORBI_3001G192000;SORBI_3001G436900
MF	Individual lipid species	LIN	PC	ATP hydrolysis activity	GO:0016887	22	430	21	1.27	0.447	0.0213	SORBI_3001G000400;SORBI_3001G103300;SORBI_3001G129000;SORBI_3001G229850;SORBI_3001G230000;SORBI_3002G116200;SORBI_3002G156400;SORBI_3002G253800;SORBI_3004G011700;SORBI_3004G047200;SORBI_3004G131040;SORBI_3004G183800;SORBI_3005G098800;SORBI_3005G225800;SORBI_3006G216800;SORBI_3006G219300;SORBI_3007G039300;SORBI_3007G090900;SORBI_3009G087000;SORBI_3009G172950;SORBI_3009G184200;SORBI_3009G251500
MF	Individual lipid species	LIN	PC	single-stranded DNA binding	GO:0003697	6	64	6	2.33	0.265	0.0391	SORBI_3001G528350;SORBI_3003G369200;SORBI_3008G101300;SORBI_3009G024800;SORBI_3009G087000;SORBI_3009G172950
MF	Individual lipid species	LIN	PC	L-aspartate:2-oxoglutarate transaminase activity	GO:0004069	2	5	2	9.95	0.137	0.0419	SORBI_3003G370800;SORBI_3004G104700
MF	Individual lipid species	LIN	PC	serine-type endopeptidase inhibitor activity	GO:0004867	8	72	6	2.76	0.0862	0.045	SORBI_3001G100200;SORBI_3001G168600;SORBI_3004G021600;SORBI_3009G009900;SORBI_3009G010000;SORBI_3009G010150;SORBI_3009G107600;SORBI_3010G132200
MF	Individual lipid species	LIN	PC	calmodulin binding	GO:0005516	5	48	4	2.59	0.265	0.045	SORBI_3002G253800;SORBI_3003G385100;SORBI_3004G181600;SORBI_3004G181700;SORBI_3005G098800
MF	Individual lipid species	LIN	PC	transmembrane transporter activity	GO:0022857	20	402	16	1.24	0.498	0.045	SORBI_3001G099400;SORBI_3001G169100;SORBI_3001G454100;SORBI_3002G116100;SORBI_3002G306300;SORBI_3003G371400;SORBI_3003G371600;SORBI_3003G372100;SORBI_3004G311000;SORBI_3005G088500;SORBI_3008G104500;SORBI_3008G105500;SORBI_3008G106100;SORBI_3008G111100;SORBI_3008G111300;SORBI_3009G084400;SORBI_3009G136100;SORBI_3009G136600;SORBI_3009G152800;SORBI_3010G159400
MF	Individual lipid species	LIN	PC	protein serine/threonine kinase activity	GO:0004674	29	690	23	1.05	0.687	0.045	SORBI_3001G168400;SORBI_3001G273500;SORBI_3001G384500;SORBI_3001G527700;SORBI_3002G027600;SORBI_3002G107900;SORBI_3002G114800;SORBI_3002G155400;SORBI_3003G370100;SORBI_3003G372200;SORBI_3003G413201;SORBI_3004G044700;SORBI_3004G044800;SORBI_3004G104800;SORBI_3004G104900;SORBI_3004G252200;SORBI_3005G226000;SORBI_3006G228200;SORBI_3007G038000;SORBI_3007G149700;SORBI_3007G149800;SORBI_3007G149900;SORBI_3009G011700;SORBI_3009G019000;SORBI_3009G019200;SORBI_3009G026800;SORBI_3009G082600;SORBI_3009G087200;SORBI_3009G173100
MF	Individual lipid species	LIN	PC	nucleotide transmembrane transporter activity	GO:0015215	2	4	1	12.44	0.0902	0.0517	SORBI_3001G100800;SORBI_3001G101100
MF	Individual lipid species	LIN	PC	protein N-terminal-serine acetyltransferase activity	GO:1990189	2	4	1	12.44	0.0902	0.0675	SORBI_3006G231500;SORBI_3006G231600
MF	Individual lipid species	LIN	PC	sodium:proton antiporter activity	GO:0015385	2	7	2	7.11	0.209	0.0675	SORBI_3002G156000;SORBI_3009G042700
MF	Individual lipid species	LIN	PC	voltage-gated chloride channel activity	GO:0005247	2	7	2	7.11	0.209	0.0714	SORBI_3001G128300;SORBI_3004G075800
MF	Individual lipid species	LIN	PC	translation initiation factor activity	GO:0003743	5	62	5	2.01	0.396	0.0762	SORBI_3001G168900;SORBI_3001G259000;SORBI_3004G020000;SORBI_3008G101600;SORBI_3008G106000
MF	Individual lipid species	LIN	PC	lipid binding	GO:0008289	7	90	7	1.94	0.326	0.0762	SORBI_3001G128500;SORBI_3001G435300;SORBI_3001G473200;SORBI_3002G113900;SORBI_3002G115900;SORBI_3003G373100;SORBI_3010G159500
MF	Individual lipid species	LIN	PC	pyridoxal phosphate binding	GO:0030170	6	84	5	1.78	0.412	0.0769	SORBI_3002G120700;SORBI_3003G199900;SORBI_3003G370800;SORBI_3003G373600;SORBI_3003G412700;SORBI_3004G104700
MF	Individual lipid species	LIN	PC	chloride channel activity	GO:0005254	2	9	2	5.53	0.279	0.0775	SORBI_3001G128300;SORBI_3004G075800
MF	Individual lipid species	LIN	PC	glucomannan 4-beta-mannosyltransferase activity	GO:0047259	2	9	2	5.53	0.279	0.0818	SORBI_3001G252700;SORBI_3007G137400
MF	Individual lipid species	LIN	PC	phosphate transmembrane transporter activity	GO:0005315	3	24	3	3.11	0.326	0.0821	SORBI_3001G169100;SORBI_3002G116100;SORBI_3004G310300
MF	Individual lipid species	LIN	PC	cyclin-dependent protein serine/threonine kinase regulator activity	GO:0016538	4	42	4	2.37	0.37	0.0821	SORBI_3001G166800;SORBI_3002G230900;SORBI_3004G183900;SORBI_3008G104000
MF	Individual lipid species	LIN	PC	antiporter activity	GO:0015297	6	84	6	1.78	0.412	0.0821	SORBI_3002G156000;SORBI_3004G019800;SORBI_3004G349550;SORBI_3007G181100;SORBI_3009G042700;SORBI_3009G106800
MF	Individual lipid species	LIN	PC	chloride transmembrane transporter activity	GO:0015108	2	10	2	4.98	0.295	0.0833	SORBI_3001G128300;SORBI_3004G075800
MF	Individual lipid species	LIN	PC	ubiquitin-like ligase-substrate adaptor activity	GO:1990756	2	9	2	5.53	0.279	0.0857	SORBI_3002G159200;SORBI_3010G132300
MF	Individual lipid species	LIN	PC	cysteine-type endopeptidase activity	GO:0004197	3	22	2	3.39	0.291	0.0857	SORBI_3008G098300;SORBI_3009G183900;SORBI_3009G184000
MF	Individual lipid species	LIN	PC	guanyl-nucleotide exchange factor activity	GO:0005085	4	45	4	2.21	0.396	0.0857	SORBI_3001G168900;SORBI_3001G259000;SORBI_3008G100600;SORBI_3008G101600
MF	Individual lipid species	LIN	PC	structural constituent of ribosome	GO:0003735	13	311	13	1.04	0.726	0.0857	SORBI_3001G039400;SORBI_3001G100400;SORBI_3001G226500;SORBI_3001G383000;SORBI_3002G027800;SORBI_3002G159000;SORBI_3004G045300;SORBI_3004G103700;SORBI_3006G017100;SORBI_3007G184600;SORBI_3008G098800;SORBI_3008G100000;SORBI_3009G237200
MF	Individual lipid species	LIN	PC	DNA-binding transcription factor activity	GO:0003700	32	909	26	0.88	0.942	0.0857	SORBI_3001G102300;SORBI_3001G166700;SORBI_3001G528200;SORBI_3001G531100;SORBI_3002G114200;SORBI_3002G121600;SORBI_3003G105800;SORBI_3003G368300;SORBI_3003G373000;SORBI_3004G078800;SORBI_3004G102500;SORBI_3004G102700;SORBI_3004G184200;SORBI_3004G253300;SORBI_3006G118100;SORBI_3006G120301;SORBI_3006G120400;SORBI_3007G180300;SORBI_3007G181500;SORBI_3007G183050;SORBI_3007G217700;SORBI_3008G071200;SORBI_3008G107500;SORBI_3009G084500;SORBI_3009G111200;SORBI_3009G153400;SORBI_3009G184300;SORBI_3009G238200;SORBI_3009G250000;SORBI_3010G215100;SORBI_3010G221500;SORBI_3010G224200
MF	Individual lipid species	LIN	PC	pinoresinol reductase activity	GO:0010283	2	2	1	24.88	0.0341	0.0885	SORBI_3008G106700;SORBI_3008G106800
MF	Individual lipid species	LIN	PC	5'-3' DNA helicase activity	GO:0043139	2	8	2	6.22	0.248	0.0885	SORBI_3001G229850;SORBI_3001G528350
MF	Individual lipid species	LIN	PC	mannan synthase activity	GO:0051753	2	10	2	4.98	0.295	0.0904	SORBI_3001G252700;SORBI_3007G137400
MF	Individual lipid species	LIN	PC	DNA-directed RNA polymerase activity	GO:0003899	4	51	4	1.95	0.447	0.0904	SORBI_3003G328700;SORBI_3003G369200;SORBI_3004G043750;SORBI_3006G017600
MF	Individual lipid species	LIN	PC	hydrolase activity	GO:0016787	13	303	11	1.07	0.695	0.0906	SORBI_3001G127700;SORBI_3001G435000;SORBI_3001G456800;SORBI_3002G072300;SORBI_3002G228500;SORBI_3003G385300;SORBI_3005G099500;SORBI_3006G231800;SORBI_3006G243200;SORBI_3009G129800;SORBI_3009G129900;SORBI_3009G130000;SORBI_3009G251400
MF	Individual lipid species	LIN	PC	carbonate dehydratase activity	GO:0004089	3	15	2	4.98	0.17	0.0925	SORBI_3002G230100;SORBI_3003G234200;SORBI_3003G234500
MF	Individual lipid species	LIN	PC	transferase activity	GO:0016740	8	150	8	1.33	0.549	0.0954	SORBI_3001G038300;SORBI_3001G233532;SORBI_3002G113800;SORBI_3003G373500;SORBI_3003G412700;SORBI_3004G075700;SORBI_3004G187800;SORBI_3006G016900
MF	Individual lipid species	LIN	PC	methyltransferase activity	GO:0008168	9	181	9	1.24	0.591	0.0987	SORBI_3001G104300;SORBI_3001G249400;SORBI_3001G291400;SORBI_3002G116500;SORBI_3003G104800;SORBI_3004G349700;SORBI_3005G224300;SORBI_3009G043900;SORBI_3009G083900
MF	Individual lipid species	LIN	PC	ATP-dependent protein folding chaperone	GO:0140662	3	30	3	2.49	0.412	0.101	SORBI_3001G228200;SORBI_3004G047200;SORBI_3004G183800
MF	Individual lipid species	LIN	PC	transaminase activity	GO:0008483	3	24	3	3.11	0.326	0.102	SORBI_3003G199900;SORBI_3003G370800;SORBI_3004G104700
MF	Individual lipid species	LIN	PC	kinase activity	GO:0016301	6	106	6	1.41	0.549	0.102	SORBI_3001G531200;SORBI_3002G114700;SORBI_3003G103701;SORBI_3003G373500;SORBI_3007G041500;SORBI_3007G091400
MF	Individual lipid species	LIN	PC	L-amino acid transmembrane transporter activity	GO:0015179	2	12	2	4.15	0.357	0.103	SORBI_3001G038500;SORBI_3004G253200
MF	Individual lipid species	LIN	PC	5S rRNA binding	GO:0008097	2	13	2	3.83	0.372	0.103	SORBI_3006G017100;SORBI_3009G040500
MF	Individual lipid species	LIN	PC	syntaxin binding	GO:0019905	2	13	2	3.83	0.372	0.107	SORBI_3001G212500;SORBI_3006G033200
MF	Individual lipid species	LIN	PC	cysteine-type deubiquitinase activity	GO:0004843	4	56	3	1.78	0.498	0.107	SORBI_3004G347800;SORBI_3008G098300;SORBI_3008G098900;SORBI_3010G223900
MF	Individual lipid species	LIN	PC	protein tyrosine kinase activity	GO:0004713	2	14	2	3.55	0.396	0.109	SORBI_3003G106000;SORBI_3006G163401
MF	Individual lipid species	LIN	PC	anaphase-promoting complex binding	GO:0010997	2	11	2	4.52	0.326	0.115	SORBI_3001G526300;SORBI_3010G159200
MF	Individual lipid species	LIN	PC	DNA helicase activity	GO:0003678	3	32	3	2.33	0.433	0.115	SORBI_3001G229850;SORBI_3009G087000;SORBI_3009G172950
MF	Individual lipid species	LIN	PC	P-type calcium transporter activity	GO:0005388	2	16	2	3.11	0.433	0.116	SORBI_3001G103300;SORBI_3002G253800
MF	Individual lipid species	LIN	PC	amino acid binding	GO:0016597	2	15	2	3.32	0.412	0.121	SORBI_3001G252000;SORBI_3001G338500
MF	Individual lipid species	LIN	PC	ubiquitin conjugating enzyme activity	GO:0061631	3	38	3	1.96	0.498	0.121	SORBI_3001G233532;SORBI_3009G084000;SORBI_3009G086200
MF	Individual lipid species	LIN	PC	double-stranded DNA binding	GO:0003690	3	34	3	2.2	0.456	0.123	SORBI_3008G101300;SORBI_3009G024800;SORBI_3009G251500
MF	Individual lipid species	LIN	PC	peptidyl-prolyl cis-trans isomerase activity	GO:0003755	4	62	4	1.61	0.539	0.127	SORBI_3002G306201;SORBI_3004G018400;SORBI_3007G216700;SORBI_3010G224300
MF	Individual lipid species	LIN	PC	xenobiotic transmembrane transporter activity	GO:0042910	4	57	4	1.75	0.498	0.136	SORBI_3004G019800;SORBI_3004G349550;SORBI_3007G181100;SORBI_3009G106800
MF	Individual lipid species	LIN	PC	nucleic acid binding	GO:0003676	31	970	28	0.8	1	0.136	SORBI_3001G039700;SORBI_3001G099800;SORBI_3001G128200;SORBI_3001G249200;SORBI_3001G251900;SORBI_3001G311050;SORBI_3001G338200;SORBI_3001G457800;SORBI_3001G526300;SORBI_3002G253600;SORBI_3002G380500;SORBI_3003G369200;SORBI_3003G374850;SORBI_3003G375000;SORBI_3004G011300;SORBI_3005G018050;SORBI_3006G017600;SORBI_3006G033101;SORBI_3006G228000;SORBI_3007G014800;SORBI_3007G091600;SORBI_3007G180000;SORBI_3007G183700;SORBI_3008G103900;SORBI_3008G104400;SORBI_3008G111000;SORBI_3009G083400;SORBI_3009G085250;SORBI_3009G107300;SORBI_3010G159300;SORBI_3010G224300
MF	Individual lipid species	LIN	PC	NADH dehydrogenase (ubiquinone) activity	GO:0008137	2	17	2	2.93	0.447	0.152	SORBI_3001G230050;SORBI_3003G416200
MF	Individual lipid species	LIN	PC	zinc ion transmembrane transporter activity	GO:0005385	2	18	2	2.76	0.464	0.152	SORBI_3009G057700;SORBI_3009G073100
MF	Individual lipid species	LIN	PC	beta-galactosidase activity	GO:0004565	3	38	3	1.96	0.498	0.156	SORBI_3003G374100;SORBI_3006G117600;SORBI_3010G132400
MF	Individual lipid species	LIN	PC	chromatin binding	GO:0003682	5	100	5	1.24	0.662	0.156	SORBI_3001G252200;SORBI_3003G369200;SORBI_3003G389200;SORBI_3009G083900;SORBI_3009G245400
MF	Individual lipid species	LIN	PC	polygalacturonate 4-alpha-galacturonosyltransferase activity	GO:0047262	2	19	2	2.62	0.484	0.157	SORBI_3001G338400;SORBI_3001G384200
MF	Individual lipid species	LIN	PC	cyclosporin A binding	GO:0016018	2	19	2	2.62	0.484	0.158	SORBI_3004G018400;SORBI_3007G216700
MF	Individual lipid species	LIN	PC	catalytic activity	GO:0003824	14	387	14	0.9	0.881	0.16	SORBI_3001G203450;SORBI_3001G384100;SORBI_3001G524500;SORBI_3002G113800;SORBI_3002G120601;SORBI_3002G379800;SORBI_3003G370800;SORBI_3004G104700;SORBI_3006G016900;SORBI_3009G037800;SORBI_3009G084300;SORBI_3009G085500;SORBI_3009G109925;SORBI_3010G221600
MF	Individual lipid species	LIN	PC	peptidase activity	GO:0008233	4	71	4	1.4	0.605	0.16	SORBI_3004G252500;SORBI_3007G217400;SORBI_3008G103200;SORBI_3009G042200
MF	Individual lipid species	LIN	PC	enzyme inhibitor activity	GO:0004857	5	85	4	1.46	0.549	0.169	SORBI_3005G098700;SORBI_3005G099000;SORBI_3005G224900;SORBI_3009G044100;SORBI_3009G111000
MF	Individual lipid species	LIN	PC	ATP-dependent activity, acting on DNA	GO:0008094	2	23	2	2.16	0.536	0.171	SORBI_3008G101300;SORBI_3009G024800
MF	Individual lipid species	LIN	PC	serine-type endopeptidase activity	GO:0004252	6	124	6	1.2	0.662	0.171	SORBI_3001G258100;SORBI_3008G103200;SORBI_3008G122300;SORBI_3009G042200;SORBI_3009G083000;SORBI_3009G184900
MF	Individual lipid species	LIN	PC	channel activity	GO:0015267	3	41	2	1.82	0.528	0.178	SORBI_3007G039500;SORBI_3007G039600;SORBI_3009G085900
MF	Individual lipid species	LIN	PC	metal ion transmembrane transporter activity	GO:0046873	3	44	3	1.7	0.549	0.178	SORBI_3001G103300;SORBI_3009G057700;SORBI_3009G073100
MF	Individual lipid species	LIN	PC	pectinesterase activity	GO:0030599	3	44	3	1.7	0.549	0.178	SORBI_3001G252300;SORBI_3008G135901;SORBI_3009G111000
MF	Individual lipid species	LIN	PC	serine-type carboxypeptidase activity	GO:0004185	4	60	3	1.66	0.527	0.178	SORBI_3001G311900;SORBI_3002G121100;SORBI_3002G121300;SORBI_3002G175500
MF	Individual lipid species	LIN	PC	trans-cinnamate-CoA ligase activity	GO:0106290	3	46	3	1.62	0.572	0.178	SORBI_3002G158900;SORBI_3007G089900;SORBI_3010G214900
MF	Individual lipid species	LIN	PC	monosaccharide transmembrane transporter activity	GO:0015145	2	24	2	2.07	0.548	0.179	SORBI_3001G454100;SORBI_3009G152800
MF	Individual lipid species	LIN	PC	DNA-directed DNA polymerase activity	GO:0003887	2	24	2	2.07	0.548	0.179	SORBI_3003G369200;SORBI_3007G182700
MF	Individual lipid species	LIN	PC	oxidoreductase activity, acting on the CH-CH group of donors	GO:0016627	2	21	1	2.37	0.512	0.18	SORBI_3009G057200;SORBI_3009G057300
MF	Individual lipid species	LIN	PC	ATP-dependent DNA damage sensor activity	GO:0140664	2	25	2	1.99	0.557	0.18	SORBI_3003G370300;SORBI_3004G181500
MF	Individual lipid species	LIN	PC	4-coumarate-CoA ligase activity	GO:0016207	3	48	3	1.56	0.591	0.183	SORBI_3002G158900;SORBI_3007G089900;SORBI_3010G214900
MF	Individual lipid species	LIN	PC	histone reader activity	GO:0140566	2	25	2	1.99	0.557	0.184	SORBI_3001G457400;SORBI_3009G042600
